player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,nationality_code,nationality_cleaned
Luca Crosta,it ITA,GK,Cagliari,19,1998,1.0,1.0,90.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.66,-0.9,-0.85,2.0,11.0,18.2,14.0,4.0,28.6,36.4,10.0,70.0,49.6,14.0,2.0,14.3,0.0,0.0,13.0,17/18,luca crosta,luca,crosta,l,ITA,Italy
Iván Cuéllar,es ESP,GK,Leganés,33,1984,35.0,35.0,3150.0,43.0,1.23,143.0,105.0,0.734,11.0,8.0,18.0,14.0,40.0,6.0,5.0,1.0,0.0,35.0,3.0,5.0,0.0,40.2,0.26,-2.8,-0.08,270.0,779.0,34.7,729.0,64.0,80.1,55.4,198.0,98.5,69.8,309.0,30.0,9.7,28.0,0.8,15.6,17/18,ivan cuellar,ivan,cuellar,i,ESP,Spain
Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,10.0,900.0,15.0,1.5,43.0,32.0,0.721,1.0,5.0,4.0,2.0,20.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,15.8,0.31,2.8,0.28,65.0,197.0,33.0,215.0,26.0,64.2,48.3,66.0,89.4,63.9,107.0,13.0,12.1,6.0,0.6,14.4,17/18,karl darlow,karl,darlow,k,ENG,England
Abdoulaye Diallo,sn SEN,GK,Rennes,25,1992,3.0,3.0,270.0,5.0,1.67,16.0,12.0,0.75,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.9,0.37,1.9,0.64,9.0,32.0,28.1,53.0,10.0,37.7,36.2,12.0,100.0,64.2,19.0,3.0,15.8,2.0,0.67,18.9,17/18,abdoulaye diallo,abdoulaye,diallo,a,SEN,Senegal
Thomas Didillon,fr FRA,GK,Metz,21,1995,9.0,9.0,810.0,14.0,1.56,36.0,26.0,0.694,1.0,1.0,7.0,2.0,22.2,3.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,12.7,0.28,-0.3,-0.03,50.0,119.0,42.0,156.0,37.0,48.7,40.7,46.0,93.5,60.9,126.0,13.0,10.3,3.0,0.33,13.6,17/18,thomas didillon,thomas,didillon,t,FRA,France
Marko Dmitrović,rs SRB,GK,Eibar,25,1992,36.0,36.0,3240.0,49.0,1.36,121.0,80.0,0.628,13.0,8.0,15.0,10.0,27.8,4.0,4.0,0.0,0.0,36.0,2.0,3.0,4.0,41.3,0.32,-3.7,-0.1,265.0,719.0,36.9,789.0,73.0,74.3,56.1,137.0,97.1,78.0,248.0,35.0,14.1,59.0,1.64,18.0,17/18,marko dmitrovic,marko,dmitrovic,m,SRB,Serbia
Jaume Doménech,es ESP,GK,Valencia,26,1990,5.0,5.0,450.0,5.0,1.0,22.0,17.0,0.773,4.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.3,0.31,1.3,0.27,16.0,43.0,37.2,89.0,24.0,33.7,31.1,18.0,72.2,55.8,70.0,7.0,10.0,3.0,0.6,14.7,17/18,jaume domenech,jaume,domenech,j,ESP,Spain
Gianluigi Donnarumma,it ITA,GK,Milan,18,1999,38.0,38.0,3420.0,42.0,1.11,131.0,92.0,0.695,18.0,10.0,10.0,12.0,31.6,3.0,2.0,0.0,1.0,38.0,0.0,4.0,1.0,40.3,0.3,-0.7,-0.02,192.0,402.0,47.8,892.0,136.0,33.0,31.5,194.0,55.7,42.2,305.0,23.0,7.5,14.0,0.37,14.4,17/18,gianluigi donnarumma,gianluigi,donnarumma,g,ITA,Italy
Bartłomiej Drągowski,pl POL,GK,Fiorentina,19,1997,3.0,1.0,217.0,8.0,3.32,18.0,10.0,0.556,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,1.0,0.0,5.9,0.36,-2.1,-0.89,9.0,26.0,34.6,35.0,5.0,57.1,46.8,8.0,75.0,55.6,20.0,1.0,5.0,1.0,0.42,14.5,17/18,bartomiej dragowski,bartomiej,dragowski,b,POL,Poland
Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,12.0,1080.0,11.0,0.92,37.0,26.0,0.703,6.0,1.0,5.0,4.0,33.3,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,13.9,0.36,2.9,0.24,44.0,174.0,25.3,220.0,25.0,52.3,43.1,64.0,92.2,67.3,125.0,16.0,12.8,11.0,0.92,15.9,17/18,martin dubravka,martin,dubravka,m,SVK,Slovakia
Maxime Dupé,fr FRA,GK,Nantes,24,1993,1.0,1.0,90.0,3.0,3.0,4.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9,0.25,-1.1,-1.11,7.0,13.0,53.8,8.0,1.0,62.5,46.9,8.0,100.0,65.4,13.0,2.0,15.4,1.0,1.0,13.8,17/18,maxime dupe,maxime,dupe,m,FRA,France
Ederson,br BRA,GK,Manchester City,23,1993,36.0,36.0,3194.0,26.0,0.73,79.0,54.0,0.671,30.0,4.0,2.0,16.0,44.4,3.0,0.0,2.0,1.0,35.5,1.0,1.0,1.0,22.6,0.28,-2.4,-0.07,112.0,207.0,54.1,850.0,125.0,18.8,27.9,75.0,62.7,54.7,178.0,25.0,14.0,47.0,1.32,19.0,17/18,ederson,ederson,ederson,e,BRA,Brazil
Rob Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,16.0,1440.0,21.0,1.31,62.0,43.0,0.677,5.0,2.0,9.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,3.0,1.0,19.9,0.3,-0.1,-0.01,132.0,317.0,41.6,329.0,39.0,67.8,49.2,110.0,85.5,60.8,193.0,18.0,9.3,7.0,0.44,13.7,17/18,rob elliot,rob,elliot,r,IRL,Ireland
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,3.0,270.0,9.0,3.0,21.0,12.0,0.571,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.4,0.26,-3.6,-1.19,20.0,54.0,37.0,94.0,18.0,46.8,37.3,26.0,38.5,38.7,32.0,3.0,9.4,2.0,0.67,13.2,17/18,michael esser,michael,esser,m,GER,Germany
Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38.0,38.0,3420.0,56.0,1.47,191.0,140.0,0.723,8.0,9.0,21.0,9.0,23.7,7.0,3.0,3.0,1.0,38.0,1.0,7.0,2.0,58.6,0.29,4.6,0.12,251.0,662.0,37.9,782.0,102.0,56.8,46.3,236.0,92.4,67.2,446.0,41.0,9.2,14.0,0.37,13.7,17/18,ukasz fabianski,ukasz,fabianski,u,POL,Poland
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34.0,34.0,3015.0,37.0,1.1,121.0,87.0,0.719,18.0,9.0,7.0,12.0,35.3,6.0,3.0,2.0,1.0,33.5,0.0,3.0,1.0,33.2,0.26,-2.8,-0.08,180.0,496.0,36.3,699.0,122.0,49.9,41.1,217.0,67.7,50.7,290.0,37.0,12.8,15.0,0.45,14.3,17/18,ralf fahrmann,ralf,fahrmann,r,GER,Germany
Andrés Fernández,es ESP,GK,Villarreal,30,1986,3.0,3.0,225.0,6.0,2.4,15.0,10.0,0.667,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,5.3,0.33,-0.7,-0.28,9.0,26.0,34.6,35.0,4.0,45.7,38.3,15.0,66.7,50.1,25.0,3.0,12.0,1.0,0.4,14.5,17/18,andres fernandez,andres,fernandez,a,ESP,Spain
Raúl Fernández,es ESP,GK,Levante,29,1988,11.0,11.0,990.0,15.0,1.36,53.0,38.0,0.717,2.0,6.0,3.0,3.0,27.3,0.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0,16.7,0.33,1.7,0.15,92.0,206.0,44.7,176.0,22.0,73.3,52.8,78.0,98.7,69.7,121.0,17.0,14.0,12.0,1.09,16.1,17/18,raul fernandez,raul,fernandez,r,ESP,Spain
Fraser Forster,eng ENG,GK,Southampton,29,1988,20.0,20.0,1800.0,30.0,1.5,96.0,66.0,0.688,4.0,7.0,9.0,4.0,20.0,1.0,0.0,1.0,0.0,20.0,1.0,3.0,1.0,27.4,0.28,-1.6,-0.08,86.0,301.0,28.6,317.0,52.0,63.1,49.6,115.0,87.8,66.1,189.0,12.0,6.3,7.0,0.35,12.9,17/18,fraser forster,fraser,forster,f,ENG,England
Ben Foster,eng ENG,GK,West Brom,34,1983,37.0,37.0,3330.0,55.0,1.49,152.0,99.0,0.645,6.0,12.0,19.0,10.0,27.0,1.0,1.0,0.0,0.0,37.0,3.0,7.0,1.0,50.1,0.33,-3.9,-0.11,267.0,711.0,37.6,670.0,51.0,75.2,53.9,213.0,97.2,72.2,463.0,28.0,6.0,15.0,0.41,14.1,17/18,ben foster,ben,foster,b,ENG,England
Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.22,0.7,0.65,2.0,7.0,28.6,16.0,2.0,37.5,36.6,3.0,33.3,43.7,7.0,2.0,28.6,0.0,0.0,21.0,17/18,paulo gazzaniga,paulo,gazzaniga,p,ARG,Argentina
David de Gea,es ESP,GK,Manchester Utd,26,1990,37.0,37.0,3330.0,28.0,0.76,140.0,115.0,0.807,24.0,6.0,7.0,18.0,48.6,1.0,1.0,0.0,0.0,37.0,1.0,5.0,2.0,33.9,0.24,7.9,0.21,194.0,511.0,38.0,663.0,99.0,52.3,43.0,194.0,84.5,62.7,346.0,23.0,6.6,17.0,0.46,13.5,17/18,david de gea,david,gea,d,ESP,Spain
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2.0,1.0,154.0,3.0,1.75,7.0,4.0,0.571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.2,0.31,-0.8,-0.47,26.0,59.0,44.1,52.0,8.0,69.2,50.3,24.0,95.8,68.2,28.0,4.0,14.3,2.0,1.18,14.2,17/18,rafa gikiewicz,rafa,gikiewicz,r,POL,Poland
Dani Giménez,es ESP,GK,Betis,34,1983,4.0,4.0,308.0,0.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,2.2,0.31,2.2,0.64,10.0,38.0,26.3,82.0,8.0,41.5,39.1,9.0,44.4,40.0,39.0,1.0,2.6,0.0,0.0,10.6,17/18,dani gimenez,dani,gimenez,d,ESP,Spain
Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,7.0,7.0,622.0,4.0,0.58,17.0,13.0,0.765,3.0,2.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,6.9,0.0,1.0,0.0,5.3,0.31,1.3,0.19,33.0,58.0,56.9,145.0,26.0,26.9,32.5,40.0,47.5,45.5,51.0,2.0,3.9,5.0,0.72,17.4,17/18,pierluigi gollini,pierluigi,gollini,p,ITA,Italy
Heurelho Gomes,br BRA,GK,Watford,36,1981,24.0,24.0,2128.0,40.0,1.69,98.0,62.0,0.622,7.0,5.0,12.0,5.0,20.8,3.0,3.0,0.0,0.0,23.6,1.0,4.0,1.0,34.3,0.33,-4.7,-0.2,156.0,393.0,39.7,474.0,89.0,62.4,47.4,108.0,89.8,67.5,253.0,27.0,10.7,14.0,0.59,15.2,17/18,heurelho gomes,heurelho,gomes,h,BRA,Brazil
Alfred Gomis,sn SEN,GK,SPAL,23,1993,26.0,25.0,2261.0,43.0,1.71,136.0,99.0,0.728,6.0,7.0,12.0,3.0,12.0,7.0,6.0,1.0,0.0,25.1,1.0,5.0,2.0,43.7,0.29,2.7,0.11,173.0,489.0,35.4,557.0,101.0,61.9,47.8,206.0,69.9,53.4,257.0,14.0,5.4,12.0,0.48,12.9,17/18,alfred gomis,alfred,gomis,a,SEN,Senegal
Mathieu Gorgelin,fr FRA,GK,Lyon,26,1990,4.0,4.0,360.0,6.0,1.5,12.0,6.0,0.5,2.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.5,0.29,-2.5,-0.64,4.0,24.0,16.7,54.0,6.0,35.2,38.4,9.0,55.6,50.3,44.0,6.0,13.6,2.0,0.5,14.4,17/18,mathieu gorgelin,mathieu,gorgelin,m,FRA,France
Lee Grant,eng ENG,GK,Stoke City,34,1983,3.0,3.0,270.0,7.0,2.33,14.0,7.0,0.5,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.5,0.32,-2.5,-0.83,23.0,49.0,46.9,59.0,11.0,64.4,49.0,12.0,91.7,69.4,23.0,2.0,8.7,3.0,1.0,19.7,17/18,lee grant,lee,grant,l,ENG,England
Vicente Guaita,es ESP,GK,Getafe,30,1987,33.0,33.0,2970.0,26.0,0.79,108.0,83.0,0.769,13.0,9.0,11.0,12.0,36.4,3.0,1.0,1.0,1.0,33.0,0.0,3.0,0.0,28.8,0.25,2.8,0.09,211.0,685.0,30.8,604.0,60.0,76.0,55.2,227.0,99.6,69.6,314.0,45.0,14.3,19.0,0.58,14.7,17/18,vicente guaita,vicente,guaita,v,ESP,Spain
Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33.0,33.0,2970.0,52.0,1.58,143.0,95.0,0.671,15.0,8.0,10.0,6.0,18.2,5.0,5.0,0.0,0.0,33.0,0.0,9.0,0.0,50.7,0.33,-1.3,-0.04,226.0,550.0,41.1,870.0,141.0,46.3,39.9,196.0,75.0,55.2,278.0,24.0,8.6,32.0,0.97,17.2,17/18,peter gulacsi,peter,gulacsi,p,HUN,Hungary
Régis Gurtner,fr FRA,GK,Amiens,30,1986,37.0,37.0,3330.0,41.0,1.11,178.0,141.0,0.792,12.0,9.0,16.0,11.0,29.7,4.0,4.0,0.0,0.0,37.0,0.0,2.0,0.0,50.7,0.28,9.7,0.26,246.0,725.0,33.9,739.0,71.0,62.5,47.2,269.0,97.8,65.6,475.0,36.0,7.6,21.0,0.57,14.9,17/18,regis gurtner,regis,gurtner,r,FRA,France
Ben Hamer,eng ENG,GK,Leicester City,29,1987,4.0,3.0,275.0,7.0,2.29,13.0,7.0,0.538,0.0,1.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,3.1,0.0,0.0,0.0,4.7,0.3,-2.3,-0.76,14.0,35.0,40.0,56.0,13.0,46.4,42.3,10.0,90.0,64.7,28.0,1.0,3.6,0.0,0.0,15.2,17/18,ben hamer,ben,hamer,b,ENG,England
Samir Handanović,si SVN,GK,Inter,33,1984,38.0,38.0,3420.0,30.0,0.79,119.0,94.0,0.765,20.0,12.0,6.0,17.0,44.7,2.0,2.0,0.0,0.0,38.0,1.0,2.0,4.0,33.1,0.26,7.1,0.19,167.0,321.0,52.0,781.0,234.0,24.7,28.5,268.0,47.8,39.1,369.0,21.0,5.7,10.0,0.26,12.9,17/18,samir handanovic,samir,handanovic,s,SVN,Slovenia
Joe Hart,eng ENG,GK,West Ham,30,1987,19.0,19.0,1710.0,39.0,2.05,88.0,53.0,0.602,3.0,6.0,10.0,4.0,21.1,5.0,4.0,1.0,0.0,19.0,0.0,3.0,0.0,35.5,0.37,-3.5,-0.18,148.0,386.0,38.3,386.0,38.0,73.8,54.3,103.0,98.1,73.2,198.0,17.0,8.6,8.0,0.42,14.3,17/18,joe hart,joe,hart,j,ENG,England
Tom Heaton,eng ENG,GK,Burnley,31,1986,4.0,4.0,305.0,4.0,1.18,13.0,9.0,0.692,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.0,0.0,4.3,0.33,0.3,0.09,23.0,63.0,36.5,70.0,18.0,65.7,53.8,22.0,77.3,65.3,30.0,2.0,6.7,0.0,0.0,11.2,17/18,tom heaton,tom,heaton,t,ENG,England
Wayne Hennessey,wal WAL,GK,Crystal Palace,30,1987,27.0,27.0,2430.0,41.0,1.52,128.0,90.0,0.688,8.0,6.0,13.0,7.0,25.9,1.0,1.0,0.0,0.0,27.0,1.0,7.0,2.0,39.3,0.31,0.3,0.01,193.0,508.0,38.0,482.0,75.0,71.2,54.1,173.0,95.4,75.2,308.0,25.0,8.1,14.0,0.52,13.9,17/18,wayne hennessey,wayne,hennessey,w,WAL,Wales
Iago Herrerín,es ESP,GK,Athletic Club,29,1988,8.0,8.0,720.0,6.0,0.75,26.0,22.0,0.846,3.0,4.0,1.0,4.0,50.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,8.2,0.22,2.2,0.28,82.0,173.0,47.4,199.0,21.0,69.8,48.8,36.0,94.4,65.9,86.0,6.0,7.0,5.0,0.63,14.6,17/18,iago herrerin,iago,herrerin,i,ESP,Spain
Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32.0,32.0,2880.0,42.0,1.31,159.0,118.0,0.742,10.0,10.0,12.0,9.0,28.1,2.0,1.0,1.0,0.0,32.0,2.0,10.0,1.0,42.8,0.26,1.8,0.06,272.0,576.0,47.2,860.0,136.0,49.5,41.2,246.0,61.0,48.5,246.0,18.0,7.3,23.0,0.72,14.4,17/18,marwin hitz,marwin,hitz,m,SUI,Switzerland
Timo Horn,de GER,GK,Köln,24,1993,34.0,34.0,3060.0,70.0,2.06,197.0,135.0,0.685,5.0,7.0,22.0,5.0,14.7,9.0,8.0,1.0,0.0,34.0,0.0,7.0,0.0,71.7,0.33,1.7,0.05,293.0,755.0,38.8,774.0,82.0,66.3,48.9,279.0,86.7,61.7,370.0,28.0,7.6,33.0,0.97,15.7,17/18,timo horn,timo,horn,t,GER,Germany
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34.0,34.0,3060.0,45.0,1.32,133.0,91.0,0.677,14.0,7.0,13.0,7.0,20.6,3.0,2.0,0.0,1.0,34.0,2.0,8.0,2.0,41.0,0.3,-2.0,-0.06,282.0,704.0,40.1,1060.0,164.0,50.8,41.5,216.0,76.9,58.9,301.0,24.0,8.0,35.0,1.03,15.2,17/18,lukas hradecky,lukas,hradecky,l,FIN,Finland
Gorka Iraizoz,es ESP,GK,Girona,36,1981,9.0,8.0,765.0,13.0,1.53,37.0,26.0,0.649,1.0,3.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,8.5,1.0,0.0,2.0,9.6,0.27,-1.4,-0.17,56.0,135.0,41.5,156.0,35.0,66.0,46.5,33.0,97.0,65.1,61.0,9.0,14.8,10.0,1.18,17.0,17/18,gorka iraizoz,gorka,iraizoz,g,ESP,Spain
Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2.0,2.0,180.0,6.0,3.0,13.0,8.0,0.538,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.43,0.0,0.0,10.0,26.0,38.5,33.0,7.0,60.6,53.6,7.0,85.7,66.4,19.0,1.0,5.3,4.0,2.0,15.6,17/18,eldin jakupovic,eldin,jakupovic,e,SUI,Switzerland
Rune Jarstein,no NOR,GK,Hertha BSC,32,1984,31.0,31.0,2790.0,44.0,1.42,130.0,92.0,0.7,10.0,10.0,11.0,7.0,22.6,6.0,5.0,0.0,1.0,31.0,0.0,8.0,1.0,36.7,0.25,-6.3,-0.2,297.0,772.0,38.5,860.0,90.0,65.6,47.1,233.0,89.3,63.0,292.0,20.0,6.8,14.0,0.45,13.2,17/18,rune jarstein,rune,jarstein,r,NOR,Norway
Karl-Johan Johnsson,se SWE,GK,Guingamp,27,1990,38.0,38.0,3420.0,59.0,1.55,169.0,116.0,0.68,12.0,11.0,15.0,11.0,28.9,7.0,5.0,2.0,0.0,38.0,0.0,7.0,1.0,54.8,0.29,-3.2,-0.08,195.0,558.0,34.9,719.0,110.0,52.2,43.6,209.0,87.6,65.5,394.0,39.0,9.9,16.0,0.42,15.3,17/18,karl-johan johnsson,karl-johan,johnsson,k,SWE,Sweden
Bingourou Kamara,fr FRA,GK,Strasbourg,20,1996,19.0,19.0,1691.0,32.0,1.7,90.0,60.0,0.667,4.0,6.0,9.0,2.0,10.5,2.0,2.0,0.0,0.0,18.8,0.0,6.0,0.0,24.9,0.26,-7.1,-0.38,102.0,255.0,40.0,362.0,42.0,46.1,40.1,101.0,87.1,61.4,212.0,21.0,9.9,6.0,0.32,11.6,17/18,bingourou kamara,bingourou,kamara,b,FRA,France
Loris Karius,de GER,GK,Liverpool,24,1993,19.0,19.0,1710.0,14.0,0.74,42.0,30.0,0.714,11.0,5.0,3.0,10.0,52.6,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,15.2,0.31,1.2,0.06,63.0,205.0,30.7,480.0,87.0,35.2,35.4,53.0,67.9,53.4,161.0,15.0,9.3,12.0,0.63,15.9,17/18,loris karius,loris,karius,l,GER,Germany
Orestis Karnezis,gr GRE,GK,Watford,32,1985,15.0,14.0,1292.0,24.0,1.67,52.0,31.0,0.596,4.0,3.0,7.0,4.0,28.6,3.0,3.0,0.0,0.0,14.4,0.0,2.0,0.0,21.4,0.37,-2.6,-0.18,93.0,261.0,35.6,267.0,21.0,80.9,55.1,47.0,95.7,64.1,139.0,11.0,7.9,5.0,0.35,14.0,17/18,orestis karnezis,orestis,karnezis,o,GRE,Greece
Eiji Kawashima,jp JPN,GK,Metz,34,1983,29.0,29.0,2570.0,60.0,2.1,172.0,113.0,0.651,5.0,7.0,17.0,2.0,6.9,2.0,0.0,2.0,0.0,28.6,1.0,10.0,1.0,54.5,0.32,-4.5,-0.16,151.0,449.0,33.6,522.0,98.0,57.5,45.2,158.0,94.3,67.3,274.0,19.0,6.9,24.0,0.84,15.6,17/18,eiji kawashima,eiji,kawashima,e,JPN,Japan
Hervé Koffi,bf BFA,GK,Lille,20,1996,4.0,4.0,360.0,11.0,2.75,19.0,10.0,0.474,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,8.0,0.39,-2.0,-0.5,13.0,45.0,28.9,79.0,10.0,43.0,40.3,14.0,78.6,63.9,49.0,5.0,10.2,5.0,1.25,14.7,17/18,herve koffi,herve,koffi,h,BFA,Burkina Faso
Tomáš Koubek,cz CZE,GK,Rennes,24,1992,34.0,34.0,3060.0,36.0,1.06,130.0,98.0,0.738,16.0,8.0,10.0,10.0,29.4,3.0,2.0,1.0,0.0,34.0,0.0,6.0,2.0,39.6,0.28,5.6,0.16,158.0,475.0,33.3,573.0,81.0,57.1,46.1,167.0,88.6,65.1,347.0,36.0,10.4,33.0,0.97,16.9,17/18,tomas koubek,tomas,koubek,t,CZE,Czech Republic
Maksym Koval,ua UKR,"GK,MF",La Coruña,24,1992,2.0,2.0,121.0,3.0,2.23,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.5,0.29,-1.5,-1.14,6.0,17.0,35.3,27.0,9.0,40.7,37.2,7.0,85.7,67.9,16.0,1.0,6.3,3.0,2.23,22.0,17/18,maksym koval,maksym,koval,m,UKR,Ukraine
Thomas Kraft,de GER,GK,Hertha BSC,29,1988,3.0,3.0,270.0,2.0,0.67,12.0,11.0,0.917,0.0,3.0,0.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.8,0.24,1.8,0.59,27.0,81.0,33.3,108.0,6.0,61.1,43.7,28.0,53.6,46.3,25.0,0.0,0.0,3.0,1.0,16.0,17/18,thomas kraft,thomas,kraft,t,GER,Germany
Alban Lafont,fr FRA,GK,Toulouse,18,1999,38.0,38.0,3420.0,54.0,1.42,161.0,113.0,0.702,9.0,10.0,19.0,12.0,31.6,6.0,6.0,0.0,0.0,38.0,3.0,9.0,0.0,52.9,0.31,-1.1,-0.03,239.0,615.0,38.9,793.0,115.0,55.0,44.3,206.0,86.9,61.5,448.0,41.0,9.2,44.0,1.16,17.1,17/18,alban lafont,alban,lafont,a,FRA,France
Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.54,0.6,0.62,7.0,16.0,43.8,16.0,1.0,56.3,47.3,9.0,77.8,55.3,11.0,0.0,0.0,0.0,0.0,13.5,17/18,eugenio lamanna,eugenio,lamanna,e,ITA,Italy
Benjamin Lecomte,fr FRA,GK,Montpellier,26,1991,38.0,38.0,3420.0,33.0,0.87,121.0,93.0,0.769,11.0,18.0,9.0,14.0,36.8,6.0,5.0,0.0,1.0,38.0,1.0,4.0,0.0,38.1,0.29,5.1,0.13,217.0,510.0,42.5,761.0,178.0,52.0,41.4,161.0,70.8,51.8,336.0,46.0,13.7,18.0,0.47,16.0,17/18,benjamin lecomte,benjamin,lecomte,b,FRA,France
Bernd Leno,de GER,GK,Leverkusen,25,1992,33.0,33.0,2970.0,40.0,1.21,104.0,68.0,0.663,15.0,10.0,8.0,10.0,30.3,5.0,5.0,0.0,0.0,33.0,2.0,3.0,0.0,34.5,0.3,-5.5,-0.17,216.0,578.0,37.4,982.0,131.0,44.6,38.8,225.0,62.2,50.6,223.0,12.0,5.4,32.0,0.97,18.0,17/18,bernd leno,bernd,leno,b,GER,Germany
Alexandre Letellier,fr FRA,GK,Angers,26,1990,13.0,13.0,1170.0,17.0,1.31,46.0,32.0,0.674,2.0,7.0,4.0,1.0,7.7,2.0,2.0,0.0,0.0,13.0,0.0,3.0,1.0,13.5,0.27,-2.5,-0.2,72.0,164.0,43.9,197.0,44.0,53.3,43.9,59.0,100.0,72.1,133.0,9.0,6.8,6.0,0.46,16.5,17/18,alexandre letellier,alexandre,letellier,a,FRA,France
Raúl Lizoain,es ESP,GK,Las Palmas,26,1991,11.0,11.0,990.0,27.0,2.45,61.0,36.0,0.59,1.0,2.0,8.0,1.0,9.1,2.0,2.0,0.0,0.0,11.0,0.0,3.0,0.0,21.5,0.33,-5.5,-0.5,35.0,83.0,42.2,236.0,42.0,26.3,30.0,31.0,67.7,48.4,103.0,8.0,7.8,4.0,0.36,14.1,17/18,raul lizoain,raul,lizoain,r,ESP,Spain
Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36.0,36.0,3240.0,35.0,0.97,120.0,86.0,0.725,22.0,7.0,7.0,15.0,41.7,3.0,2.0,1.0,0.0,36.0,1.0,8.0,0.0,36.2,0.29,1.2,0.03,145.0,339.0,42.8,835.0,144.0,31.9,34.8,121.0,60.3,48.9,310.0,26.0,8.4,34.0,0.94,16.5,17/18,hugo lloris,hugo,lloris,h,FRA,France
