Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1996,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,1.1,0.36,-0.9,-0.92,1,4,25.0,17,6,11.8,26.6,7,28.6,35.9,10,0,0.0,1,1.00,13.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,36,0.00,0,2,-2,-2.00,-2.16,0.6,1.2,-0.6,-0.64,-0.88,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2020-2021
Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,26,1994,31,31,2673,29.7,51,1.72,147,107,72.8,10,10,11,2,6.5,11,11,0,0,0.0,Matches,0,5,2,51.2,0.29,+2.2,+0.08,234,505,46.3,739,173,46.1,39.0,243,67.5,51.9,266,24,9.0,14,0.47,13.8,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,78.2,86,,0,,0,1.29,50,51,-1,-0.03,+0.09,41.2,56.7,-15.6,-0.52,-0.26,0,3,2,0,0,0,0,0,1,168,0,0,,Big-5-European-Leagues,Big5,2020-2021
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,1994,31,31,2742,30.5,39,1.28,128,90,71.1,15,5,11,10,32.3,3,2,0,1,0.0,Matches,1,5,1,38.7,0.29,+0.7,+0.02,275,650,42.3,945,135,53.3,43.4,207,70.5,56.5,295,24,8.1,19,0.62,14.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,80.2,88,,0,,2,1.61,38,39,-1,-0.03,-0.03,37.5,40.9,-3.4,-0.11,+0.08,0,1,3,0,0,0,0,0,1,160,0,0,,Big-5-European-Leagues,Big5,2020-2021
Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25,25,2250,25.0,40,1.60,112,74,67.9,4,9,12,2,8.0,4,4,0,0,0.0,Matches,1,3,0,40.1,0.32,+0.1,0.00,177,555,31.9,582,91,64.6,47.6,218,82.1,61.8,263,14,5.3,13,0.52,13.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,65.8,90,25,0,,9,0.84,24,40,-16,-0.64,-0.10,24.2,35.6,-11.4,-0.46,-0.21,0,1,2,0,0,0,0,0,0,115,0,0,,Big-5-European-Leagues,Big5,2020-2021
Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,2.0,0.49,0.0,-0.03,3,13,23.1,44,5,29.5,32.0,5,0.0,17.4,9,0,0.0,1,1.00,14.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,28,0.00,1,2,-1,-1.00,-1.88,2.6,0.9,+1.7,+1.66,+0.61,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2020-2021
JoÃ£o VirgÃ­nia,pt POR,GK,Everton,eng Premier League,20,1999,1,0,48,0.5,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches,0,0,0,0.2,0.07,+0.2,+0.39,3,11,27.3,13,3,61.5,50.9,4,75.0,54.5,2,0,0.0,0,0.00,21.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,48,1.4,,,1,48,16,0.00,0,0,0,0.00,+0.03,0.9,0.8,+0.1,+0.20,+0.33,0,0,0,0,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2020-2021
Juan Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35,35,3147,35.0,51,1.46,140,102,72.9,9,10,16,8,22.9,13,13,0,0,0.0,Matches,2,2,0,53.7,0.31,+2.7,+0.08,185,419,44.2,771,171,40.2,35.6,253,43.1,36.4,292,28,9.6,15,0.43,12.9,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.0,90,34,0,,0,1.06,36,51,-15,-0.43,-0.10,39.4,48.2,-8.8,-0.25,-0.11,0,4,4,0,0,0,0,0,4,170,1,0,100.0,Big-5-European-Leagues,Big5,2020-2021
Juan PÃ©rez,es ESP,GK,Osasuna,es La Liga,24,1996,3,3,270,3.0,3,1.00,7,4,71.4,1,1,1,1,33.3,1,1,0,0,0.0,Matches,0,0,0,2.6,0.25,-0.4,-0.12,23,60,38.3,58,7,56.9,47.2,29,93.1,70.7,35,0,0.0,1,0.33,14.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,25,1.33,3,3,0,0.00,+0.31,2.6,4.7,-2.1,-0.69,-0.36,0,0,0,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2020-2021
Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25,25,2250,25.0,43,1.72,120,81,66.7,7,4,14,4,16.0,4,3,1,0,25.0,Matches,1,4,2,37.0,0.28,-4.0,-0.16,184,532,34.6,506,88,68.4,50.5,220,84.5,60.2,239,22,9.2,6,0.24,12.2,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,65.8,90,,0,,6,1.00,26,43,-17,-0.68,-0.76,23.4,36.0,-12.6,-0.50,-0.48,0,0,3,0,0,1,0,0,0,103,0,0,,Big-5-European-Leagues,Big5,2020-2021
Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.9,0.90,+0.9,+0.90,2,5,40.0,29,7,13.8,27.0,5,20.0,33.8,12,0,0.0,0,0.00,10.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,30,3.00,3,0,+3,+3.00,+3.14,1.3,0.8,+0.5,+0.53,+0.84,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2020-2021
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38,38,3420,38.0,50,1.32,134,87,65.7,20,6,12,11,28.9,4,4,0,0,0.0,Matches,0,9,2,48.5,0.34,+0.5,+0.01,226,533,42.4,1009,164,42.4,38.0,209,50.2,42.7,297,24,8.1,14,0.37,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,,0,,0,1.74,68,50,+18,+0.47,,56.0,47.7,+8.3,+0.22,,0,0,4,0,0,0,0,0,0,161,0,0,,Big-5-European-Leagues,Big5,2020-2021
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,7,6,585,6.5,8,1.23,22,15,68.2,2,2,2,2,33.3,1,1,0,0,0.0,Matches,0,0,0,7.4,0.31,-0.6,-0.09,38,78,48.7,198,39,29.8,30.8,45,42.2,35.0,40,5,12.5,6,0.92,18.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,17.1,90,,1,45,28,1.14,9,8,+1,+0.15,-0.51,10.8,9.2,+1.7,+0.26,-0.68,0,1,0,0,0,0,0,0,0,34,0,0,,Big-5-European-Leagues,Big5,2020-2021
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33,33,2970,33.0,52,1.58,143,97,66.4,15,12,6,4,12.1,6,4,1,1,20.0,Matches,1,7,2,44.7,0.29,-5.3,-0.16,257,640,40.2,1089,161,46.1,37.9,263,52.5,43.9,286,24,8.4,23,0.70,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,97.1,90,33,0,,1,1.73,66,52,+14,+0.42,-1.58,54.2,47.4,+6.8,+0.21,-0.72,0,0,3,0,0,1,0,0,0,179,0,0,,Big-5-European-Leagues,Big5,2020-2021
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,1986,29,29,2520,28.0,18,0.64,89,71,80.9,21,3,5,15,51.7,2,1,1,0,50.0,Matches,0,3,0,22.0,0.23,+4.0,+0.14,105,190,55.3,573,113,26.4,30.3,172,22.7,28.4,202,7,3.5,12,0.43,13.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,87,73.7,87,,0,,1,2.28,64,18,+46,+1.64,+0.44,58.4,25.7,+32.7,+1.17,-0.07,0,0,2,0,0,0,0,0,0,106,0,0,,Big-5-European-Leagues,Big5,2020-2021
Kiko Casilla,es ESP,GK,Leeds United,eng Premier League,33,1986,3,3,270,3.0,2,0.67,12,10,83.3,2,0,1,1,33.3,0,0,0,0,,Matches,0,0,0,4.3,0.36,+2.3,+0.77,16,26,61.5,63,21,20.6,26.0,31,41.9,34.0,18,3,16.7,1,0.33,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,,0,,31,2.00,5,2,+3,+1.00,+0.86,3.6,4.2,-0.6,-0.20,-0.06,0,0,0,0,0,0,0,0,0,14,0,0,,Big-5-European-Leagues,Big5,2020-2021
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,28,1992,32,32,2880,32.0,33,1.03,101,72,70.3,17,9,6,14,43.8,5,3,2,0,40.0,Matches,1,3,1,33.4,0.31,+1.4,+0.05,236,535,44.1,1045,157,38.3,36.4,203,66.5,52.1,257,21,8.2,34,1.06,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.1,90,32,0,,0,1.88,58,33,+25,+0.78,+1.28,47.4,37.9,+9.6,+0.30,+1.39,0,1,2,0,0,0,0,0,1,164,0,0,,Big-5-European-Leagues,Big5,2020-2021
Koke Vegas,es ESP,GK,Levante,es La Liga,24,1995,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,2.6,0.64,+0.6,+0.56,2,11,18.2,18,4,44.4,37.7,11,27.3,30.5,7,0,0.0,1,1.00,18.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,18,0.00,2,6,-4,-4.00,-3.81,0.4,2.4,-2.0,-2.01,-1.71,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2020-2021
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,21,1999,4,4,360,4.0,7,1.75,20,13,65.0,1,0,3,1,25.0,0,0,0,0,,Matches,0,0,0,6.3,0.32,-0.7,-0.16,10,25,40.0,136,26,16.9,27.3,25,8.0,22.2,23,3,13.0,4,1.00,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,11.8,90,4,0,,16,0.75,3,7,-4,-1.00,-1.60,7.5,5.3,+2.2,+0.54,+0.38,0,1,0,0,0,0,0,0,0,24,0,0,,Big-5-European-Leagues,Big5,2020-2021
Lorenzo MontipÃ²,it ITA,GK,Benevento,it Serie A,24,1996,37,37,3330,37.0,74,2.00,170,104,58.8,7,11,19,7,18.9,5,4,1,0,20.0,Matches,0,11,6,64.4,0.36,-3.6,-0.10,249,668,37.3,964,172,51.9,40.8,272,61.8,46.0,375,36,9.6,21,0.57,14.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,0,0.86,39,74,-35,-0.95,-0.95,41.0,64.2,-23.2,-0.63,+0.63,0,3,6,0,0,0,0,0,2,160,0,0,,Big-5-European-Leagues,Big5,2020-2021
Loris Karius,de GER,GK,Union Berlin,de Bundesliga,27,1993,4,3,292,3.2,1,0.31,5,5,80.0,1,2,0,2,66.7,0,0,0,0,,Matches,0,0,1,1.7,0.35,+1.7,+0.53,21,56,37.5,75,9,56.0,44.3,20,70.0,56.5,30,2,6.7,0,0.00,11.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,73,9.5,90,3,1,22,26,1.50,2,1,+1,+0.31,+0.11,4.6,2.4,+2.2,+0.67,+0.60,0,0,0,0,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2020-2021
Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36,36,3240,36.0,76,2.11,177,103,58.2,3,11,22,5,13.9,2,2,0,0,0.0,Matches,0,9,3,60.8,0.34,-12.2,-0.34,351,637,55.1,1175,180,44.2,38.1,270,43.7,38.5,416,25,6.0,11,0.31,12.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,2,0.56,35,76,-41,-1.14,+0.36,37.3,56.7,-19.4,-0.54,+0.43,0,0,2,0,0,0,0,0,0,162,0,0,,Big-5-European-Leagues,Big5,2020-2021
LukÃ¡Å¡ HrÃ¡deckÃ½,fi FIN,GK,Leverkusen,de Bundesliga,30,1989,29,29,2565,28.5,29,1.02,82,56,65.9,13,9,7,8,27.6,2,1,1,0,50.0,Matches,1,0,2,26.8,0.31,-0.2,-0.01,209,503,41.6,1215,180,35.9,34.8,176,38.1,34.2,208,21,10.1,31,1.09,16.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,83.8,88,28,0,,0,1.66,48,29,+19,+0.67,+1.58,38.8,31.3,+7.4,+0.26,+0.37,0,1,4,0,0,0,0,0,1,172,1,0,100.0,Big-5-European-Leagues,Big5,2020-2021
Manuel Gasparini,it ITA,GK,Udinese,it Serie A,18,2002,1,0,3,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,48.0,1,0.0,21.0,0,0,,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3,0.1,,0,1,3,34,0.00,0,0,0,0.00,+0.42,0.0,0.0,0.0,0.00,+0.24,0,0,0,0,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2020-2021
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,1986,33,33,2970,33.0,42,1.27,126,83,67.5,24,5,4,9,27.3,3,1,1,1,50.0,Matches,0,5,0,44.2,0.34,+2.2,+0.07,239,391,61.1,1131,189,30.9,32.1,186,22.6,29.1,228,6,2.6,42,1.27,16.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,90,97.1,90,33,0,,1,2.33,97,42,+55,+1.67,+1.67,72.4,39.6,+32.8,+0.99,-1.01,0,1,2,0,0,1,0,0,1,214,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marc-AndrÃ© ter Stegen,de GER,GK,Barcelona,es La Liga,28,1992,31,31,2790,31.0,32,1.03,102,75,71.6,21,5,5,11,35.5,3,3,0,0,0.0,Matches,1,4,2,29.0,0.27,-1.0,-0.03,138,241,57.3,879,149,22.2,29.4,156,29.5,31.8,174,19,10.9,22,0.71,17.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,81.6,90,31,0,,0,2.19,74,32,+42,+1.35,+0.64,69.2,30.8,+38.4,+1.24,+1.11,0,1,1,0,0,0,0,0,1,130,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marc-AurÃ¨le Caillard,fr FRA,GK,Metz,fr Ligue 1,26,1994,5,4,361,4.0,10,2.49,20,13,65.0,0,1,3,0,0.0,3,3,0,0,0.0,Matches,1,1,0,9.2,0.33,-0.8,-0.20,17,48,35.4,71,27,35.2,33.2,30,76.7,59.7,29,4,13.8,2,0.50,14.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,72,10.6,90,,1,1,33,0.20,3,10,-7,-1.75,-1.83,3.7,8.1,-4.4,-1.10,-0.99,0,1,1,0,0,0,0,0,1,17,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marcin BuÅka,pl POL,GK,Paris S-G,fr Ligue 1,20,1999,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,1.3,0.45,+0.3,+0.32,2,5,40.0,28,9,17.9,25.5,2,0.0,21.5,7,0,0.0,2,2.00,13.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,,0,,3,0.00,0,1,-1,-1.00,-2.59,0.6,1.4,-0.8,-0.82,-2.06,0,0,0,0,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1,1,90,1.0,1,1.00,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.6,0.20,+0.6,+0.61,9,15,60.0,28,9,35.7,34.4,10,50.0,37.7,12,1,8.3,1,1.00,10.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,36,1.00,1,1,0,0.00,+1.27,1.0,2.1,-1.1,-1.07,-0.20,0,0,0,0,0,0,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34,34,3060,34.0,42,1.24,125,89,71.2,11,9,14,7,20.6,7,6,0,1,0.0,Matches,1,7,2,37.5,0.26,-2.5,-0.07,212,746,28.4,727,79,68.6,47.0,275,89.8,58.9,288,10,3.5,13,0.38,13.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,4,1.24,38,42,-4,-0.12,-0.62,38.8,46.0,-7.2,-0.21,-0.33,0,2,3,0,0,0,0,0,2,176,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,1992,15,13,1261,14.0,21,1.50,48,28,58.3,9,1,3,2,15.4,2,1,1,0,50.0,Matches,0,2,0,16.1,0.30,-4.9,-0.35,49,109,45.0,319,69,23.8,30.0,56,58.9,47.2,88,7,8.0,15,1.07,16.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,36.9,90,13,2,46,23,1.93,35,21,+14,+1.00,-0.21,27.9,15.9,+12.0,+0.85,-0.11,0,0,1,0,0,0,1,0,0,69,0,1,0.0,Big-5-European-Leagues,Big5,2020-2021
Marek RodÃ¡k,sk SVK,GK,Fulham,eng Premier League,23,1996,2,2,180,2.0,5,2.50,8,4,50.0,0,0,2,0,0.0,1,1,0,0,0.0,Matches,0,1,0,4.0,0.45,-1.0,-0.52,7,14,50.0,39,7,28.2,30.6,7,42.9,37.4,16,2,12.5,1,0.50,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,,0,,28,0.00,0,5,-5,-2.50,-1.92,1.1,3.0,-1.9,-0.93,-0.66,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2020-2021
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3.0,6,2.00,16,12,75.0,1,1,1,0,0.0,3,2,0,1,0.0,Matches,0,0,0,7.4,0.39,+1.4,+0.46,31,64,48.4,98,9,42.9,41.4,27,81.5,65.7,32,1,3.1,1,0.33,12.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,8.8,90,3,0,,0,1.33,7,6,+1,+0.33,+0.37,4.9,7.1,-2.2,-0.73,-0.55,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marko DmitroviÄ,rs SRB,GK,Eibar,es La Liga,28,1992,35,35,3120,34.7,49,1.41,128,80,64.1,6,11,18,9,25.7,5,3,1,1,25.0,Matches,0,5,0,46.9,0.34,-2.1,-0.06,305,786,38.8,839,98,68.3,54.6,235,90.6,72.7,253,20,7.9,41,1.18,16.8,1,0,0,1,0,0,0.03,0.00,0.03,0.00,0.00,1.6,0.1,0.5,0.6,0.05,0.01,0.06,0.00,0.02,89,91.2,89,34,0,,1,0.83,28,49,-21,-0.61,-0.01,37.9,45.7,-7.8,-0.22,-0.89,0,1,4,0,0,0,1,0,0,198,0,0,,Big-5-European-Leagues,Big5,2020-2021
Martin DÃºbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13.0,19,1.46,59,42,69.5,5,5,3,3,23.1,1,1,0,0,0.0,Matches,0,1,1,19.4,0.31,+1.4,+0.11,79,186,42.5,306,64,38.2,36.9,121,57.0,47.3,161,13,8.1,6,0.46,12.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,34.2,90,,0,,11,1.54,20,19,+1,+0.08,+0.76,17.6,18.0,-0.3,-0.03,+0.48,0,0,5,0,0,0,0,0,0,65,0,0,,Big-5-European-Leagues,Big5,2020-2021
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,32,1987,16,16,1395,15.5,16,1.03,42,27,66.7,11,2,3,7,43.8,2,2,0,0,0.0,Matches,0,1,1,15.8,0.33,+0.8,+0.05,94,181,51.9,427,69,28.3,31.9,123,48.8,41.7,92,7,7.6,7,0.45,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,45.6,87,15,0,,15,2.19,37,16,+21,+1.35,+0.92,32.2,16.7,+15.5,+1.00,+0.31,0,0,2,0,0,0,0,0,0,69,0,0,,Big-5-European-Leagues,Big5,2020-2021
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11,11,990,11.0,19,1.73,30,16,50.0,2,4,5,2,18.2,4,4,0,0,0.0,Matches,0,3,1,14.8,0.37,-3.2,-0.29,57,141,40.4,341,56,33.4,32.5,58,46.6,40.2,103,7,6.8,6,0.55,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,28.9,90,,0,,1,0.91,14,19,-5,-0.45,-0.42,16.4,11.0,+5.4,+0.49,+0.18,0,1,0,0,0,0,0,0,1,42,0,0,,Big-5-European-Leagues,Big5,2020-2021
Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3,3,270,3.0,2,0.67,9,8,88.9,1,1,1,1,33.3,1,1,0,0,0.0,Matches,0,0,0,4.2,0.36,+2.2,+0.73,6,11,54.5,58,19,13.8,26.3,9,33.3,33.0,20,4,20.0,1,0.33,13.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,,0,,12,1.33,3,2,+1,+0.33,-0.10,5.9,2.3,+3.6,+1.20,+1.04,0,0,0,0,0,0,0,0,0,15,0,1,0.0,Big-5-European-Leagues,Big5,2020-2021
Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15.0,25,1.67,51,33,62.7,5,5,5,2,13.3,6,6,0,0,0.0,Matches,1,3,1,20.5,0.32,-3.5,-0.23,76,201,37.8,253,43,48.6,40.4,108,72.2,48.6,111,7,6.3,6,0.40,12.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,39.5,90,,0,,23,1.33,21,25,-4,-0.27,+0.34,18.4,20.8,-2.4,-0.16,-0.07,0,0,1,0,0,0,0,0,0,67,0,0,,Big-5-European-Leagues,Big5,2020-2021
Mattia Perin,it ITA,GK,Genoa,it Serie A,27,1992,32,32,2879,32.0,44,1.38,151,113,75.5,9,11,12,8,25.0,7,7,0,0,0.0,Matches,0,6,2,47.2,0.28,+5.2,+0.16,233,624,37.3,891,136,54.8,41.3,275,49.5,39.7,342,17,5.0,9,0.28,12.4,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,84.2,90,31,0,,2,1.19,41,44,-3,-0.09,+1.24,31.0,43.1,-12.1,-0.38,+0.40,0,2,6,0,0,0,0,0,1,158,0,0,,Big-5-European-Leagues,Big5,2020-2021
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6,6,540,6.0,13,2.17,25,14,56.0,1,2,3,0,0.0,2,2,0,0,0.0,Matches,1,3,0,10.0,0.34,-3.0,-0.50,47,111,42.3,125,23,57.6,43.9,50,78.0,57.2,54,6,11.1,1,0.17,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,15.8,90,,0,,2,0.83,9,13,-4,-0.67,-0.51,7.3,7.4,-0.1,-0.02,-0.21,0,0,0,0,0,0,0,0,0,28,0,0,,Big-5-European-Leagues,Big5,2020-2021
