Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Ben Hamer,eng ENG,GK,Leicester City,eng Premier League,29,1987,4,3,275,3.1,7,2.29,12,6,50.0,0,1,2,1,33.3,1,1,0,0,0.0,Matches,0,0,0,5.3,0.37,-1.7,-0.56,18,48,37.5,67,16,47.8,41.1,20,80.0,58.7,26,0,0.0,2,0.66,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,69,8.0,,3,1,,29,0.25,0,7,-7,-2.29,-2.38,2.1,4.8,-2.7,-0.89,-0.91,0,0,0,0,0,0,0,0,0,19,0,0,,Big-5-European-Leagues,Big5,2017-2018
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,3420,38.0,33,0.87,121,93,76.9,11,18,9,14,36.8,6,5,0,1,0.0,Matches,1,4,0,37.9,0.28,+4.9,+0.13,217,510,42.5,761,178,52.0,41.4,161,70.8,51.8,336,46,13.7,18,0.47,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,100.0,,38,0,,0,1.34,36,33,+3,+0.08,,42.4,41.7,+0.7,+0.02,,0,3,4,0,0,0,0,0,1,193,0,0,,Big-5-European-Leagues,Big5,2017-2018
BenoÃ®t Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,3240,36.0,45,1.25,119,79,65.5,16,7,13,10,27.8,9,4,4,1,50.0,Matches,4,6,1,35.8,0.25,-8.2,-0.23,171,527,32.4,757,97,48.5,42.6,178,89.9,65.5,341,28,8.2,20,0.56,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,,36,0,,1,1.53,53,45,+8,+0.22,+1.72,51.1,38.0,+13.1,+0.37,+1.02,0,1,3,0,0,0,0,0,0,176,0,0,,Big-5-European-Leagues,Big5,2017-2018
Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,2970,33.0,40,1.21,104,68,66.3,15,10,8,10,30.3,5,5,0,0,0.0,Matches,2,3,0,34.5,0.30,-5.5,-0.17,216,578,37.4,982,131,44.6,38.8,225,62.2,50.6,223,12,5.4,32,0.97,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.1,,33,0,,0,1.67,58,40,+18,+0.55,+4.55,58.7,33.8,+24.9,+0.75,+3.43,0,0,10,0,0,0,0,0,0,155,0,0,,Big-5-European-Leagues,Big5,2017-2018
Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,1691,18.8,32,1.70,90,60,66.7,4,6,9,2,10.5,2,2,0,0,0.0,Matches,0,6,0,24.9,0.26,-7.1,-0.38,102,255,40.0,362,42,46.1,40.1,101,87.1,61.4,212,21,9.9,6,0.32,11.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,49.4,,18,0,,14,0.95,20,32,-12,-0.64,-0.07,21.1,27.2,-6.1,-0.33,-0.11,0,0,3,0,0,0,0,0,0,80,0,0,,Big-5-European-Leagues,Big5,2017-2018
Boaz Myhill,wls WAL,GK,West Brom,eng Premier League,34,1982,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.0,0.32,0.0,-0.03,8,19,42.1,13,0,84.6,52.6,9,88.9,60.7,15,0,0.0,0,0.00,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,,1,0,,37,1.00,1,1,0,0.00,+0.68,0.2,0.9,-0.7,-0.72,-0.36,0,1,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2017-2018
Brice Samba,cg CGO,GK,Caen,fr Ligue 1,23,1994,4,3,316,3.5,4,1.14,18,15,83.3,1,1,1,2,66.7,1,1,0,0,0.0,Matches,0,0,0,5.6,0.27,+1.6,+0.45,23,56,41.1,63,10,57.1,45.3,24,83.3,62.3,21,0,0.0,1,0.29,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,9.2,,3,1,,33,1.00,3,4,-1,-0.28,+0.41,3.4,5.5,-2.0,-0.58,-0.45,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2017-2018
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,27,1990,1,0,28,0.3,1,3.21,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches,0,0,0,0.8,0.42,-0.2,-0.53,1,2,50.0,6,3,33.3,28.5,0,,,4,2,50.0,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,28,0.8,,0,1,,33,3.00,0,1,-1,-3.21,-4.89,0.9,0.4,+0.5,+1.75,+0.94,0,0,0,0,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2017-2018
Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,24,2160,24.0,38,1.58,93,58,62.4,4,6,14,6,25.0,4,3,0,1,0.0,Matches,0,4,1,36.4,0.38,-0.6,-0.02,126,432,29.2,507,73,57.2,44.7,181,78.5,58.5,180,9,5.0,11,0.46,14.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,70.6,,24,0,,9,0.75,18,38,-20,-0.83,-0.43,24.0,38.7,-14.7,-0.61,-0.53,0,1,2,0,0,0,0,0,0,111,0,0,,Big-5-European-Leagues,Big5,2017-2018
Christian Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,9,810,9.0,12,1.33,49,40,81.6,5,2,2,5,55.6,3,3,0,0,0.0,Matches,0,1,0,15.4,0.27,+3.4,+0.38,54,127,42.5,217,45,43.8,36.9,64,50.0,41.2,93,10,10.8,13,1.44,16.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.7,,9,0,,13,1.89,18,12,+6,+0.67,+1.01,13.1,16.6,-3.6,-0.40,-0.11,0,0,3,0,0,0,0,0,1,55,0,0,,Big-5-European-Leagues,Big5,2017-2018
Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,14,1179,13.1,26,1.98,59,37,64.4,3,1,9,2,14.3,6,5,0,1,0.0,Matches,0,3,0,23.9,0.34,-2.1,-0.16,81,187,43.3,326,71,36.5,34.9,107,63.6,46.9,147,16,10.9,9,0.69,14.3,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,34.5,,13,0,,1,0.71,12,26,-14,-1.07,+0.42,12.0,27.8,-15.8,-1.21,-0.42,0,1,1,0,0,0,0,0,0,66,0,0,,Big-5-European-Leagues,Big5,2017-2018
Ciprian TÄtÄruÈanu,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37,37,3330,37.0,38,1.03,133,97,72.9,14,10,13,12,32.4,3,2,0,1,0.0,Matches,0,7,0,31.3,0.23,-6.7,-0.18,157,494,31.8,657,122,46.9,40.7,207,89.9,64.6,425,50,11.8,13,0.35,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,97.4,,37,0,,0,1.41,36,38,-2,-0.05,+2.95,42.1,39.4,+2.7,+0.07,+0.76,0,1,5,0,1,0,0,0,1,159,0,0,,Big-5-European-Leagues,Big5,2017-2018
Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,34,1983,3,2,226,2.5,1,0.40,5,4,80.0,2,0,0,1,50.0,0,0,0,0,,Matches,0,0,0,1.4,0.28,+0.4,+0.17,9,15,60.0,63,13,15.9,27.4,10,50.0,39.1,10,0,0.0,3,1.20,16.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.6,,2,1,,35,3.00,8,1,+7,+2.79,+0.76,4.6,1.5,+3.1,+1.23,-0.48,0,0,1,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2017-2018
Costel Pantilimon,ro ROU,GK,La CoruÃ±a,es La Liga,30,1987,6,6,540,6.0,9,1.50,23,16,65.2,3,0,3,1,16.7,1,1,0,0,0.0,Matches,0,0,1,7.1,0.28,-0.9,-0.16,37,85,43.5,96,15,60.4,43.2,31,87.1,61.6,48,2,4.2,2,0.33,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,15.8,,6,0,,8,1.50,8,9,-1,-0.17,+0.99,8.1,8.1,0.0,-0.01,+0.26,0,0,0,0,0,0,0,0,0,20,0,0,,Big-5-European-Leagues,Big5,2017-2018
Dani GimÃ©nez,es ESP,GK,Betis,es La Liga,34,1983,4,4,308,3.4,0,0.00,7,7,100.0,3,0,0,3,75.0,0,0,0,0,,Matches,0,0,0,2.2,0.31,+2.2,+0.64,10,38,26.3,82,8,41.5,39.1,9,44.4,40.0,39,1,2.6,0,0.00,10.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,77,9.0,,3,0,,25,2.50,4,0,+4,+1.17,+1.31,5.0,2.0,+3.0,+0.88,+1.24,0,1,1,0,0,0,0,0,0,12,0,0,,Big-5-European-Leagues,Big5,2017-2018
Danijel SubaÅ¡iÄ,hr CRO,GK,Monaco,fr Ligue 1,32,1984,34,34,2939,32.7,41,1.26,130,94,71.5,20,8,5,10,29.4,4,4,0,0,0.0,Matches,1,3,1,38.4,0.27,-1.6,-0.05,117,348,33.6,503,86,50.7,42.8,140,66.4,53.7,356,30,8.4,21,0.64,15.8,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,86,85.9,,32,0,,0,2.09,68,41,+27,+0.83,-1.61,51.8,39.9,+11.9,+0.36,-0.11,0,2,6,0,0,0,0,0,0,124,0,0,,Big-5-European-Leagues,Big5,2017-2018
David Ospina,co COL,GK,Arsenal,eng Premier League,28,1988,5,4,381,4.2,3,0.71,13,10,76.9,3,0,1,2,50.0,0,0,0,0,,Matches,0,1,0,3.9,0.30,+0.9,+0.21,28,61,45.9,115,28,33.9,34.7,28,78.6,53.0,47,6,12.8,2,0.47,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,76,11.1,,4,1,,29,2.40,10,3,+7,+1.65,+1.18,8.2,4.8,+3.3,+0.79,+0.36,0,0,4,0,0,0,0,0,0,30,0,0,,Big-5-European-Leagues,Big5,2017-2018
David Soria,es ESP,GK,Sevilla,es La Liga,24,1993,15,15,1263,14.0,19,1.35,57,41,70.2,7,3,4,5,33.3,3,2,0,1,0.0,Matches,0,1,1,17.5,0.29,-0.5,-0.04,51,126,40.5,228,44,36.8,33.6,56,75.0,52.6,134,14,10.4,6,0.43,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,36.9,,14,0,,21,1.67,20,19,+1,+0.07,+0.49,20.5,20.3,+0.2,+0.02,-0.03,0,1,1,0,0,0,0,0,0,64,0,0,,Big-5-European-Leagues,Big5,2017-2018
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37,37,3330,37.0,28,0.76,139,113,80.6,24,6,7,18,48.6,1,1,0,0,0.0,Matches,1,5,2,34.5,0.24,+8.5,+0.23,257,660,38.9,794,143,54.5,44.2,292,77.7,59.1,301,19,6.3,13,0.35,13.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.4,,37,0,,0,2.11,67,28,+39,+1.05,+0.05,59.8,41.0,+18.8,+0.51,+0.37,0,0,4,0,0,0,0,0,0,167,0,0,,Big-5-European-Leagues,Big5,2017-2018
Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,3,2,225,2.5,0,0.00,6,6,100.0,2,0,0,2,100.0,0,0,0,0,,Matches,0,0,0,1.5,0.24,+1.5,+0.59,9,22,40.9,35,9,40.0,33.7,12,66.7,53.8,25,1,4.0,2,0.80,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.6,,2,1,,20,3.00,9,0,+9,+3.60,+2.73,5.8,2.0,+3.8,+1.50,+1.20,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2017-2018
Diego LÃ³pez,es ESP,GK,Espanyol,es La Liga,35,1981,11,11,942,10.5,11,1.05,38,30,73.7,3,4,2,3,27.3,2,1,1,0,50.0,Matches,0,0,2,10.3,0.24,+1.3,+0.14,47,132,35.6,139,28,50.4,41.7,65,95.4,61.7,92,7,7.6,2,0.21,12.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,27.5,,9,0,,19,1.40,12,11,+1,+0.10,+0.35,12.4,11.7,+0.7,+0.07,+0.26,0,1,1,0,0,0,0,0,0,41,0,0,,Big-5-European-Leagues,Big5,2017-2018
Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,3194,35.5,26,0.73,77,52,66.2,30,4,2,16,44.4,3,0,2,1,100.0,Matches,1,1,2,22.4,0.29,-1.6,-0.05,153,282,54.3,941,156,20.4,28.8,160,56.3,49.8,161,18,11.2,48,1.35,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,89,93.4,,35,0,,1,2.62,99,26,+73,+2.06,-0.33,81.8,21.3,+60.5,+1.70,+0.48,0,0,6,0,0,0,0,0,0,179,0,0,,Big-5-European-Leagues,Big5,2017-2018
Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,2570,28.6,60,2.10,172,113,65.1,5,7,17,2,6.9,2,0,2,0,100.0,Matches,1,10,1,54.6,0.32,-4.4,-0.15,151,448,33.7,522,99,57.3,45.2,158,94.3,67.3,274,19,6.9,24,0.84,15.6,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,75.1,,28,0,,8,0.76,31,60,-29,-1.02,+0.36,28.5,53.3,-24.8,-0.87,-0.41,0,1,5,0,0,0,0,0,0,143,0,0,,Big-5-European-Leagues,Big5,2017-2018
Eldin JakupoviÄ,ch SUI,GK,Leicester City,eng Premier League,32,1984,2,2,180,2.0,6,3.00,12,7,50.0,1,0,1,0,0.0,0,0,0,0,,Matches,0,0,1,5.1,0.46,+0.1,+0.03,17,36,47.2,42,12,57.1,51.5,14,85.7,64.6,15,0,0.0,4,2.00,13.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,,2,0,,8,1.50,7,6,+1,+0.50,+0.64,3.9,3.6,+0.3,+0.16,+0.22,0,0,1,0,0,0,0,0,0,20,0,0,,Big-5-European-Leagues,Big5,2017-2018
Emiliano MartÃ­nez,ar ARG,GK,Getafe,es La Liga,24,1992,5,5,450,5.0,7,1.40,19,13,68.4,2,1,2,2,40.0,1,1,0,0,0.0,Matches,0,2,0,6.4,0.29,-0.6,-0.11,47,115,40.9,90,8,82.2,59.6,41,100.0,73.0,51,7,13.7,3,0.60,13.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.2,,5,0,,31,1.40,7,7,0,0.00,-0.27,6.9,4.8,+2.1,+0.43,+0.20,0,0,1,0,0,0,0,0,0,28,0,0,,Big-5-European-Leagues,Big5,2017-2018
Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,31,1985,27,27,2430,27.0,43,1.59,129,89,68.2,11,4,12,6,22.2,6,2,4,0,66.7,Matches,1,5,1,42.2,0.30,+0.2,+0.01,182,445,40.9,606,82,52.1,41.6,183,70.5,53.4,275,12,4.4,16,0.59,15.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,71.1,,27,0,,1,1.37,37,43,-6,-0.22,-0.40,37.2,43.2,-6.0,-0.22,+0.32,0,2,1,0,0,0,0,0,0,140,0,0,,Big-5-European-Leagues,Big5,2017-2018
Erwin Zelazny,fr FRA,GK,Troyes,fr Ligue 1,25,1991,17,17,1530,17.0,28,1.65,94,68,72.3,3,3,11,3,17.6,2,2,0,0,0.0,Matches,0,4,0,25.1,0.26,-2.9,-0.17,118,341,34.6,396,49,55.6,44.8,126,96.0,65.4,224,24,10.7,9,0.53,15.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,44.7,,17,0,,21,0.71,11,28,-17,-1.00,-0.52,14.9,26.5,-11.6,-0.68,-0.41,0,1,5,0,0,0,0,0,0,77,0,0,,Big-5-European-Leagues,Big5,2017-2018
Etrit Berisha,al ALB,GK,Atalanta,it Serie A,28,1989,31,31,2790,31.0,34,1.10,99,66,66.7,13,10,8,8,25.8,2,1,1,0,50.0,Matches,2,2,0,27.3,0.26,-6.7,-0.22,196,438,44.7,587,156,42.9,37.8,214,86.9,58.9,249,14,5.6,15,0.48,14.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,81.6,,31,0,,7,1.58,46,34,+12,+0.39,-0.47,54.7,30.7,+24.0,+0.77,-0.12,0,1,3,0,0,0,0,0,0,170,0,0,,Big-5-European-Leagues,Big5,2017-2018
Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,1.6,0.54,+0.6,+0.62,7,16,43.8,16,1,56.3,47.3,9,77.8,55.3,11,0,0.0,0,0.00,13.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,,1,0,,37,0.00,0,1,-1,-1.00,-0.76,1.5,1.4,+0.1,+0.10,+0.16,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2017-2018
Fernando Pacheco,es ESP,GK,AlavÃ©s,es La Liga,25,1992,38,37,3360,37.3,50,1.34,175,134,75.4,15,2,20,12,32.4,11,7,3,1,30.0,Matches,2,7,2,53.4,0.28,+5.4,+0.15,248,586,42.3,532,69,70.1,47.4,228,93.4,62.2,413,21,5.1,9,0.24,12.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,98.2,,37,1,,0,1.24,40,50,-10,-0.27,-0.27,38.8,52.7,-13.9,-0.37,+0.36,0,2,3,0,0,0,0,0,0,159,0,0,,Big-5-European-Leagues,Big5,2017-2018
Florian MÃ¼ller,de GER,GK,Mainz 05,de Bundesliga,19,1997,5,5,450,5.0,7,1.40,19,11,63.2,1,1,3,1,20.0,1,0,1,0,100.0,Matches,0,2,0,6.1,0.30,-0.9,-0.18,31,98,31.6,119,24,52.9,42.0,41,85.4,60.6,51,1,2.0,3,0.60,13.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,14.7,,5,0,,9,0.80,3,7,-4,-0.80,-0.46,3.9,6.3,-2.4,-0.48,-0.01,0,0,0,0,0,0,0,0,0,39,0,0,,Big-5-European-Leagues,Big5,2017-2018
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,1,0,8,0.1,1,11.25,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches,0,1,0,0.9,0.46,-0.1,-1.01,1,1,100.0,3,2,33.3,29.7,0,,,0,0,,0,0.00,9.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,8,0.2,,0,1,,36,0.00,0,1,-1,-11.25,-11.75,0.9,0.3,+0.6,+6.98,+6.20,0,0,0,0,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2017-2018
Francis Uzoho,ng NGA,GK,La CoruÃ±a,es La Liga,18,1998,2,2,180,2.0,2,1.00,9,8,88.9,0,1,1,1,50.0,1,1,0,0,0.0,Matches,0,1,0,2.9,0.24,+0.9,+0.43,10,30,33.3,26,6,61.5,46.9,14,100.0,61.1,19,2,10.5,0,0.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,,2,0,,0,0.50,1,2,-1,-0.50,+0.53,2.2,2.5,-0.4,-0.18,+0.05,0,0,1,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2017-2018
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,20,1800,20.0,30,1.50,98,67,69.4,4,7,9,4,20.0,1,0,1,0,100.0,Matches,2,4,0,26.9,0.28,-3.1,-0.15,105,355,29.6,364,64,62.1,49.2,147,87.8,64.1,163,9,5.5,7,0.35,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,52.6,,20,0,,18,0.95,20,30,-10,-0.50,0.00,25.3,26.1,-0.8,-0.04,+0.29,0,0,1,0,0,0,0,0,0,86,0,0,,Big-5-European-Leagues,Big5,2017-2018
Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,1,0,1,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,1,0.0,,0,1,,37,3.00,0,0,0,0.00,+0.53,0.0,0.0,0.0,0.00,+0.58,0,0,0,0,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2017-2018
GerÃ³nimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26,26,2340,26.0,45,1.73,100,60,59.0,10,5,11,6,23.1,5,4,1,0,20.0,Matches,2,6,1,35.7,0.32,-8.3,-0.32,157,348,45.1,848,69,36.0,34.8,68,63.2,47.3,212,24,11.3,22,0.85,15.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,68.4,,26,0,,4,1.35,50,45,+5,+0.19,+0.03,39.7,33.0,+6.7,+0.26,+0.16,0,0,4,0,0,0,0,0,0,128,0,0,,Big-5-European-Leagues,Big5,2017-2018
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,36,1981,2,1,104,1.2,1,0.87,5,5,80.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,1,0.7,0.15,+0.7,+0.65,5,26,19.2,27,7,66.7,42.7,11,72.7,48.9,14,0,0.0,0,0.00,11.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,52,3.0,,1,1,,34,0.50,0,1,-1,-0.87,-0.08,0.9,1.4,-0.4,-0.35,-0.36,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2017-2018
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,39,1978,21,21,1862,20.7,14,0.68,58,48,81.0,17,2,2,11,52.4,4,3,1,0,25.0,Matches,0,2,2,15.7,0.22,+3.7,+0.18,87,187,46.5,431,71,32.5,34.2,101,46.5,40.2,167,12,7.2,14,0.68,14.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,54.4,,20,0,,11,2.52,55,14,+41,+1.98,+0.77,31.5,17.0,+14.5,+0.70,-0.26,0,2,4,0,0,0,0,0,1,86,0,0,,Big-5-European-Leagues,Big5,2017-2018
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,38.0,42,1.11,131,92,69.5,18,10,10,12,31.6,3,2,0,1,0.0,Matches,0,4,1,40.8,0.30,-0.2,-0.01,192,402,47.8,892,136,33.0,31.5,194,55.7,42.2,305,23,7.5,14,0.37,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,,38,0,,0,1.68,56,42,+14,+0.37,,54.2,39.4,+14.8,+0.39,,0,0,3,0,0,0,0,0,0,172,0,0,,Big-5-European-Leagues,Big5,2017-2018
Gorka Iraizoz,es ESP,GK,Girona,es La Liga,36,1981,9,8,765,8.5,13,1.53,37,26,64.9,1,3,4,2,25.0,0,0,0,0,,Matches,1,0,2,9.6,0.27,-1.4,-0.17,56,135,41.5,156,35,66.0,46.5,33,97.0,65.1,61,9,14.8,10,1.18,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,22.4,,8,1,,26,0.78,8,13,-5,-0.59,-0.45,11.7,8.6,+3.0,+0.35,+0.39,0,0,0,0,0,0,0,0,0,57,0,0,,Big-5-European-Leagues,Big5,2017-2018
