player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Darwin Machís,2018-2019,Serie A,Udinese,Forward,Outfielder,25,Venezuela,11222,583543,582740,,nan,,
Emanuele Rovini,2018-2019,Serie A,Udinese,Forward,Outfielder,23,Italy,0,0,0,,nan,,
Emil Hallfredsson,2018-2019,Serie A,Udinese,Midfielder,Outfielder,34,Iceland,16036,833890,832742,,nan,,
Emmanuel Badu,2018-2019,Serie A,Udinese,Midfielder,Outfielder,27,Ghana,17646,917640,916376,,nan,,
Felipe Vizeu,2018-2019,Serie A,Udinese,Forward,Outfielder,21,Brazil,11222,583543,582740,,nan,,
Filip Vaško,2018-2019,Serie A,Udinese,Defender,Outfielder,18,Slovakia,0,0,0,,nan,,
Francisco Sierralta,2018-2019,Serie A,Udinese,Defender,Outfielder,21,Chile,4814,250347,250002,,nan,,
Gabriele Angella,2018-2019,Serie A,Udinese,Defender,Outfielder,29,Italy,9507,494390,493710,,nan,,
Gaspar Íñiguez,2018-2019,Serie A,Udinese,Midfielder,Outfielder,24,Argentina,5680,295373,294966,,nan,,
Giuseppe Pezzella,2018-2019,Serie A,Udinese,Defender,Outfielder,20,Italy,12815,666392,665474,,nan,,
Hidde ter Avest,2018-2019,Serie A,Udinese,Defender,Outfielder,21,Netherlands,8018,416945,416370,,nan,,
Ignacio Pussetto,2018-2019,Serie A,Udinese,Forward,Outfielder,22,Argentina,16036,833890,832742,,nan,,
Jakub Jankto,2018-2019,Serie A,Udinese,Midfielder,Outfielder,22,Czech Republic,25647,1333684,1331848,,nan,,
Jens Stryger Larsen,2018-2019,Serie A,Udinese,Defender,Outfielder,27,Denmark,11222,583543,582740,,nan,,
Juan Musso,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,24,Argentina,12832,667292,666374,,nan,,
Kevin Lasagna,2018-2019,Serie A,Udinese,Forward,Outfielder,25,Italy,14425,750141,749108,,nan,,
Lukasz Teodorczyk,2018-2019,Serie A,Udinese,Forward,Outfielder,27,Poland,12832,667292,666374,,nan,,
Mamadou Coulibaly,2018-2019,Serie A,Udinese,Midfielder,Outfielder,19,Senegal,6407,333196,332736,,nan,,
Manuel Gasparini,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,16,Italy,0,0,0,,nan,,
Marco D'Alessandro,2018-2019,Serie A,Udinese,Midfielder,Outfielder,27,Italy,11222,583543,582740,,nan,,
Marvin Zeegelaar,2018-2019,Serie A,Udinese,Defender,Outfielder,27,Netherlands,20089,1044614,1043176,,nan,,
Mauro Coppolaro,2018-2019,Serie A,Udinese,Defender,Outfielder,21,Italy,0,0,0,,nan,,
Miloš Bočić,2018-2019,Serie A,Udinese,Forward,Outfielder,18,Serbia,0,0,0,,nan,,
Molla Wagué,2018-2019,Serie A,Udinese,Defender,Outfielder,27,Mali,9628,500694,500004,,nan,,
Nicholas Opoku,2018-2019,Serie A,Udinese,Defender,Outfielder,20,Ghana,6407,333196,332736,,nan,,
Nícolas,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,30,Brazil,8018,416945,416370,,nan,,
Orestis Karnezis,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,32,Greece,16036,833890,832742,,nan,,
Pawel Bochniewicz,2018-2019,Serie A,Udinese,Defender,Outfielder,22,Poland,0,0,0,,nan,,
Petar Micin,2018-2019,Serie A,Udinese,Forward,Outfielder,19,Serbia,6286,326892,326442,,nan,,
Riad Bajić,2018-2019,Serie A,Udinese,Forward,Outfielder,24,Bosnia-Herzegovina,0,0,0,,nan,,
Rodrigo de Paul,2018-2019,Serie A,Udinese,Forward,Outfielder,24,Argentina,14425,750141,749108,,nan,,
Rolando Mandragora,2018-2019,Serie A,Udinese,Midfielder,Outfielder,21,Italy,38480,2000977,1998222,,nan,,
Ryder Matos,2018-2019,Serie A,Udinese,Forward,Outfielder,25,Brazil,12693,660088,659179,,nan,,
Samir,2018-2019,Serie A,Udinese,Defender,Outfielder,23,Brazil,11222,583543,582740,,nan,,
Samuele Perisan,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,20,Italy,866,45026,44964,,nan,,
Sandro,2018-2019,Serie A,Udinese,Midfielder,Outfielder,29,Brazil,35242,1832578,1830055,,nan,,
Sebastien De Maio,2018-2019,Serie A,Udinese,Defender,Outfielder,31,France,25630,1332784,1330949,,nan,,
Seko Fofana,2018-2019,Serie A,Udinese,Midfielder,Outfielder,23,Cote d'Ivoire,16036,833890,832742,,nan,,
Simone Pontisso,2018-2019,Serie A,Udinese,Midfielder,Outfielder,21,Italy,3204,166598,166368,,nan,,
Simone Scuffet,2018-2019,Serie A,Udinese,Goalkeeper,Goalkeeper,22,Italy,12832,667292,666374,,nan,,
Stefano Okaka,2018-2019,Serie A,Udinese,Forward,Outfielder,28,Italy,17577,914037,912779,,nan,,
Stipe Perica,2018-2019,Serie A,Udinese,Forward,Outfielder,22,Croatia,9628,500694,500004,,nan,,
Svante Ingelsson,2018-2019,Serie A,Udinese,Forward,Outfielder,20,Sweden,6407,333196,332736,,nan,,
Thomas Battistella,2018-2019,Serie A,Udinese,Midfielder,Outfielder,16,Italy,225,11706,11690,,nan,,
Valon Behrami,2018-2019,Serie A,Udinese,Midfielder,Outfielder,33,Switzerland,25647,1333684,1331848,,nan,,
William Troost-Ekong,2018-2019,Serie A,Udinese,Defender,Outfielder,24,Nigeria,11222,583543,582740,,nan,,
Alessandro Sala,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,18,Italy,346,18010,18010,,nan,,
Alessio Romagnoli,2019-2020,Serie A,Ac Milan,Defender,Outfielder,24,Italy,112219,5835434,5835434,,nan,,
Alexis Saelemaekers,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,20,Belgium,22513,1170689,1170689,,nan,,
Andrea Capone,2019-2020,Serie A,Ac Milan,Forward,Outfielder,17,Italy,346,18010,18010,,nan,,
Andrea Conti,2019-2020,Serie A,Ac Milan,Defender,Outfielder,25,Italy,64076,3331961,3331961,,nan,,
Ante Rebic,2019-2020,Serie A,Ac Milan,Forward,Outfielder,25,Croatia,66673,3467040,3467040,,nan,,
Antonio Donnarumma,2019-2020,Serie A,Ac Milan,Goalkeeper,Goalkeeper,29,Italy,32038,1665980,1665980,,nan,,
Antonio Mionić,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,18,Croatia,346,18010,18010,,nan,,
Asmir Begovic,2019-2020,Serie A,Ac Milan,Goalkeeper,Goalkeeper,32,Bosnia-Herzegovina,11083,576339,576339,,nan,,
Daniel Maldini,2019-2020,Serie A,Ac Milan,Forward,Outfielder,17,Italy,346,18010,18010,,nan,,
Davide Calabria,2019-2020,Serie A,Ac Milan,Defender,Outfielder,22,Italy,32038,1665980,1665980,,nan,,
Diego Laxalt,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,26,Uruguay,44853,2332372,2332372,,nan,,
Fabio Borini,2019-2020,Serie A,Ac Milan,Forward,Outfielder,28,Italy,80181,4169453,4169453,,nan,,
Franck Kessié,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,22,Cote d'Ivoire,70483,3665157,3665157,,nan,,
Giacomo Bonaventura,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,30,Italy,64076,3331961,3331961,,nan,,
Gianluigi Donnarumma,2019-2020,Serie A,Ac Milan,Goalkeeper,Goalkeeper,20,Italy,192401,10004888,10004888,,nan,,
Hakan Calhanoglu,2019-2020,Serie A,Ac Milan,Forward,Outfielder,25,Turkey,80181,4169453,4169453,,nan,,
Ismaël Bennacer,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,21,Algeria,48144,2503473,2503473,,nan,,
Krzysztof Piatek,2019-2020,Serie A,Ac Milan,Forward,Outfielder,24,Poland,57668,2998764,2998764,,nan,,
Lucas Biglia,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,33,Argentina,112219,5835434,5835434,,nan,,
Lucas Paquetá,2019-2020,Serie A,Ac Milan,Forward,Outfielder,22,Brazil,54551,2836669,2836669,,nan,,
Léo Duarte,2019-2020,Serie A,Ac Milan,Defender,Outfielder,23,Brazil,22166,1152678,1152678,,nan,,
Marco Brescianini,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,19,Italy,1039,54031,54031,,nan,,
Mateo Musacchio,2019-2020,Serie A,Ac Milan,Defender,Outfielder,29,Argentina,64076,3331961,3331961,,nan,,
Matteo Gabbia,2019-2020,Serie A,Ac Milan,Defender,Outfielder,19,Italy,19222,999588,999588,,nan,,
Matteo Soncin,2019-2020,Serie A,Ac Milan,Goalkeeper,Goalkeeper,18,Italy,1212,63037,63037,,nan,,
Mattia Caldara,2019-2020,Serie A,Ac Milan,Defender,Outfielder,25,Italy,70483,3665157,3665157,,nan,,
Pepe Reina,2019-2020,Serie A,Ac Milan,Goalkeeper,Goalkeeper,37,Spain,96287,5006946,5006946,,nan,,
Rade Krunic,2019-2020,Serie A,Ac Milan,Midfielder,Outfielder,25,Bosnia-Herzegovina,35328,1837081,1837081,,nan,,
Rafael Leão,2019-2020,Serie A,Ac Milan,Forward,Outfielder,20,Portugal,31171,1620954,1620954,,nan,,
Ricardo Rodríguez,2019-2020,Serie A,Ac Milan,Defender,Outfielder,27,Switzerland,67366,3503061,3503061,,nan,,
Samu Castillejo,2019-2020,Serie A,Ac Milan,Forward,Outfielder,24,Spain,48144,2503473,2503473,,nan,,
Simon Kjaer,2019-2020,Serie A,Ac Milan,Defender,Outfielder,30,Denmark,22166,1152678,1152678,,nan,,
Suso,2019-2020,Serie A,Ac Milan,Forward,Outfielder,25,Spain,96287,5006946,5006946,,nan,,
Theo Hernández,2019-2020,Serie A,Ac Milan,Defender,Outfielder,21,France,33250,1729017,1729017,,nan,,
Zlatan Ibrahimovic,2019-2020,Serie A,Ac Milan,Forward,Outfielder,38,Sweden,66673,3467040,3467040,,nan,,
Adrien Tamèze,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,26,France,14200,738434,738434,,nan,,
Andrea Masiello,2019-2020,Serie A,Atalanta,Defender,Outfielder,33,Italy,16105,837492,837492,,nan,,
Berat Djimsiti,2019-2020,Serie A,Atalanta,Defender,Outfielder,26,Albania,12815,666392,666392,,nan,,
Bosko Sutalo,2019-2020,Serie A,Atalanta,Defender,Outfielder,20,Croatia,11256,585344,585344,,nan,,
Duván Zapata,2019-2020,Serie A,Atalanta,Forward,Outfielder,28,Colombia,57668,2998764,2998764,,nan,,
Francesco Rossi,2019-2020,Serie A,Atalanta,Goalkeeper,Goalkeeper,28,Italy,3290,171100,171100,,nan,,
Guilherme Arana,2019-2020,Serie A,Atalanta,Defender,Outfielder,22,Brazil,11083,576339,576339,,nan,,
Hans Hateboer,2019-2020,Serie A,Atalanta,Defender,Outfielder,25,Netherlands,16105,837492,837492,,nan,,
Josip Ilicic,2019-2020,Serie A,Atalanta,Forward,Outfielder,31,Slovenia,48144,2503473,2503473,,nan,,
José Luis Palomino,2019-2020,Serie A,Atalanta,Defender,Outfielder,29,Argentina,19222,999588,999588,,nan,,
João Schmidt,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,26,Brazil,10390,540318,540318,,nan,,
Lennart Czyborra,2019-2020,Serie A,Atalanta,Defender,Outfielder,20,Germany,12641,657386,657386,,nan,,
Luis Muriel,2019-2020,Serie A,Atalanta,Forward,Outfielder,28,Colombia,40004,2080224,2080224,,nan,,
Marco Sportiello,2019-2020,Serie A,Atalanta,Goalkeeper,Goalkeeper,27,Italy,11256,585344,585344,,nan,,
Mario Pasalic,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,24,Croatia,41735,2170277,2170277,,nan,,
Marten de Roon,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,28,Netherlands,24072,1251736,1251736,,nan,,
Mattia Caldara,2019-2020,Serie A,Atalanta,Defender,Outfielder,25,Italy,70483,3665157,3665157,,nan,,
Musa Barrow,2019-2020,Serie A,Atalanta,Forward,Outfielder,20,The Gambia,7966,414243,414243,,nan,,
Papu Gómez,2019-2020,Serie A,Atalanta,Forward,Outfielder,31,Argentina,57668,2998764,2998764,,nan,,
Pierluigi Gollini,2019-2020,Serie A,Atalanta,Goalkeeper,Goalkeeper,24,Italy,16105,837492,837492,,nan,,
Rafael Tolói,2019-2020,Serie A,Atalanta,Defender,Outfielder,28,Brazil,25630,1332784,1332784,,nan,,
Raoul Bellanova,2019-2020,Serie A,Atalanta,Defender,Outfielder,19,Italy,16451,855503,855503,,nan,,
Remo Freuler,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,27,Switzerland,16105,837492,837492,,nan,,
Robin Gosens,2019-2020,Serie A,Atalanta,Defender,Outfielder,25,Germany,9697,504296,504296,,nan,,
Roger Ibañez,2019-2020,Serie A,Atalanta,Defender,Outfielder,20,Brazil,5541,288169,288169,,nan,,
Ruslan Malinovskyi,2019-2020,Serie A,Atalanta,Midfielder,Outfielder,26,Ukraine,22166,1152678,1152678,,nan,,
Simon Kjaer,2019-2020,Serie A,Atalanta,Defender,Outfielder,30,Denmark,22166,1152678,1152678,,nan,,
Timothy Castagne,2019-2020,Serie A,Atalanta,Defender,Outfielder,23,Belgium,17663,918540,918540,,nan,,
Andrea Poli,2019-2020,Serie A,Bologna,Midfielder,Outfielder,29,Italy,32038,1665980,1665980,,nan,,
Andreas Skov Olsen,2019-2020,Serie A,Bologna,Forward,Outfielder,19,Denmark,17837,927545,927545,,nan,,
Angelo da Costa,2019-2020,Serie A,Bologna,Goalkeeper,Goalkeeper,35,Brazil,11256,585344,585344,,nan,,
Blerim Dzemaili,2019-2020,Serie A,Bologna,Midfielder,Outfielder,33,Switzerland,38445,1999176,1999176,,nan,,
Danilo,2019-2020,Serie A,Bologna,Defender,Outfielder,35,Brazil,17837,927545,927545,,nan,,
Federico Santander,2019-2020,Serie A,Bologna,Forward,Outfielder,28,Paraguay,32038,1665980,1665980,,nan,,
Gabriele Corbo,2019-2020,Serie A,Bologna,Defender,Outfielder,19,Italy,9697,504296,504296,,nan,,
Gary Medel,2019-2020,Serie A,Bologna,Midfielder,Outfielder,32,Chile,33250,1729017,1729017,,nan,,
Ibrahima Mbaye,2019-2020,Serie A,Bologna,Defender,Outfielder,24,Senegal,24072,1251736,1251736,,nan,,
Jerdy Schouten,2019-2020,Serie A,Bologna,Midfielder,Outfielder,22,Netherlands,11083,576339,576339,,nan,,
Ladislav Krejci,2019-2020,Serie A,Bologna,Forward,Outfielder,27,Czech Republic,17663,918540,918540,,nan,,
Lukasz Skorupski,2019-2020,Serie A,Bologna,Goalkeeper,Goalkeeper,28,Poland,28920,1503885,1503885,,nan,,
Mattia Bani,2019-2020,Serie A,Bologna,Defender,Outfielder,25,Italy,16105,837492,837492,,nan,,
Mattia Destro,2019-2020,Serie A,Bologna,Forward,Outfielder,28,Italy,64076,3331961,3331961,,nan,,
Mattias Svanberg,2019-2020,Serie A,Bologna,Midfielder,Outfielder,20,Sweden,16105,837492,837492,,nan,,
Mitchell Dijks,2019-2020,Serie A,Bologna,Defender,Outfielder,26,Netherlands,25630,1332784,1332784,,nan,,
Mouhamadou Sarr,2019-2020,Serie A,Bologna,Goalkeeper,Goalkeeper,22,Senegal,1212,63037,63037,,nan,,
Musa Barrow,2019-2020,Serie A,Bologna,Forward,Outfielder,21,The Gambia,7966,414243,414243,,nan,,
Nehuén Paz,2019-2020,Serie A,Bologna,Defender,Outfielder,26,Argentina,14374,747439,747439,,nan,,
Nicola Sansone,2019-2020,Serie A,Bologna,Forward,Outfielder,28,Italy,33250,1729017,1729017,,nan,,
Nicolás Domínguez,2019-2020,Serie A,Bologna,Midfielder,Outfielder,21,Argentina,56283,2926722,2926722,,nan,,
Riccardo Orsolini,2019-2020,Serie A,Bologna,Forward,Outfielder,22,Italy,32038,1665980,1665980,,nan,,
Roberto Soriano,2019-2020,Serie A,Bologna,Midfielder,Outfielder,28,Italy,33250,1729017,1729017,,nan,,
Rodrigo Palacio,2019-2020,Serie A,Bologna,Forward,Outfielder,37,Argentina,32038,1665980,1665980,,nan,,
Sebastian Breza,2019-2020,Serie A,Bologna,Goalkeeper,Goalkeeper,21,Canada,1039,54031,54031,,nan,,
Stefano Denswil,2019-2020,Serie A,Bologna,Defender,Outfielder,26,Netherlands,17837,927545,927545,,nan,,
Takehiro Tomiyasu,2019-2020,Serie A,Bologna,Defender,Outfielder,20,Japan,13335,693408,693408,,nan,,
Ales Mateju,2019-2020,Serie A,Brescia,Defender,Outfielder,23,Czech Republic,3290,171100,171100,,nan,,
Alessandro Matri,2019-2020,Serie A,Brescia,Forward,Outfielder,35,Italy,32038,1665980,1665980,,nan,,
Alessandro Semprini,2019-2020,Serie A,Brescia,Defender,Outfielder,21,Italy,3290,171100,171100,,nan,,
Alfredo Donnarumma,2019-2020,Serie A,Brescia,Forward,Outfielder,28,Italy,19222,999588,999588,,nan,,
Andrea Cistana,2019-2020,Serie A,Brescia,Defender,Outfielder,22,Italy,3290,171100,171100,,nan,,
Birkir Bjarnason,2019-2020,Serie A,Brescia,Midfielder,Outfielder,31,Iceland,7620,396233,396233,,nan,,
Bruno Martella,2019-2020,Serie A,Brescia,Defender,Outfielder,27,Italy,7966,414243,414243,,nan,,
Daniele Dessena,2019-2020,Serie A,Brescia,Midfielder,Outfielder,32,Italy,12815,666392,666392,,nan,,
Daniele Gastaldello,2019-2020,Serie A,Brescia,Defender,Outfielder,36,Italy,9697,504296,504296,,nan,,
Dimitri Bisoli,2019-2020,Serie A,Brescia,Midfielder,Outfielder,25,Italy,7966,414243,414243,,nan,,
Emanuele Ndoj,2019-2020,Serie A,Brescia,Midfielder,Outfielder,22,Albania,6407,333196,333196,,nan,,
Enrico Alfonso,2019-2020,Serie A,Brescia,Goalkeeper,Goalkeeper,31,Italy,6407,333196,333196,,nan,,
Ernesto Torregrossa,2019-2020,Serie A,Brescia,Forward,Outfielder,27,Italy,14374,747439,747439,,nan,,
Felipe Curcio,2019-2020,Serie A,Brescia,Defender,Outfielder,26,Brazil,2598,135079,135079,,nan,,
Florian Ayé,2019-2020,Serie A,Brescia,Forward,Outfielder,22,France,3290,171100,171100,,nan,,
Giangiacomo Magnani,2019-2020,Serie A,Brescia,Defender,Outfielder,23,Italy,19222,999588,999588,,nan,,
Jaromir Zmrhal,2019-2020,Serie A,Brescia,Midfielder,Outfielder,26,Czech Republic,5541,288169,288169,,nan,,
Jesse Joronen,2019-2020,Serie A,Brescia,Goalkeeper,Goalkeeper,26,Finland,11083,576339,576339,,nan,,
Jhon Chancellor,2019-2020,Serie A,Brescia,Defender,Outfielder,27,Venezuela,3290,171100,171100,,nan,,
Leonardo Morosini,2019-2020,Serie A,Brescia,Forward,Outfielder,23,Italy,6407,333196,333196,,nan,,
Lorenzo Andrenacci,2019-2020,Serie A,Brescia,Goalkeeper,Goalkeeper,24,Italy,1212,63037,63037,,nan,,
Luca Tremolada,2019-2020,Serie A,Brescia,Forward,Outfielder,27,Italy,9697,504296,504296,,nan,,
Mario Balotelli,2019-2020,Serie A,Brescia,Forward,Outfielder,29,Italy,33250,1729017,1729017,,nan,,
Massimiliano Mangraviti,2019-2020,Serie A,Brescia,Defender,Outfielder,21,Italy,1212,63037,63037,,nan,,
Mattia Viviani,2019-2020,Serie A,Brescia,Midfielder,Outfielder,19,Italy,3290,171100,171100,,nan,,
Nikolas Spalek,2019-2020,Serie A,Brescia,Forward,Outfielder,22,Slovakia,4849,252148,252148,,nan,,
Rômulo,2019-2020,Serie A,Brescia,Defender,Outfielder,32,Italy,19222,999588,999588,,nan,,
Sandro Tonali,2019-2020,Serie A,Brescia,Midfielder,Outfielder,19,Italy,7966,414243,414243,,nan,,
Simon Skrabb,2019-2020,Serie A,Brescia,Forward,Outfielder,25,Finland,5887,306180,306180,,nan,,
Stefano Sabelli,2019-2020,Serie A,Brescia,Defender,Outfielder,26,Italy,7966,414243,414243,,nan,,
Alberto Cerri,2019-2020,Serie A,Cagliari,Forward,Outfielder,23,Italy,32038,1665980,1665980,,nan,,
Alberto Paloschi,2019-2020,Serie A,Cagliari,Forward,Outfielder,30,Italy,32038,1665980,1665980,,nan,,
Alessandro Deiola,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,24,Italy,9697,504296,504296,,nan,,
Alessio Cragno,2019-2020,Serie A,Cagliari,Goalkeeper,Goalkeeper,25,Italy,32038,1665980,1665980,,nan,,
Artur Ionita,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,29,Moldova,25630,1332784,1332784,,nan,,
Charalampos Lykogiannis,2019-2020,Serie A,Cagliari,Defender,Outfielder,25,Greece,16105,837492,837492,,nan,,
Christian Oliva,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,23,Uruguay,9697,504296,504296,,nan,,
Daniele Ragatzu,2019-2020,Serie A,Cagliari,Forward,Outfielder,27,Italy,4849,252148,252148,,nan,,
Fabio Pisacane,2019-2020,Serie A,Cagliari,Defender,Outfielder,33,Italy,16105,837492,837492,,nan,,
Fabrizio Cacciatore,2019-2020,Serie A,Cagliari,Defender,Outfielder,32,Italy,12815,666392,666392,,nan,,
Federico Mattiello,2019-2020,Serie A,Cagliari,Defender,Outfielder,24,Italy,9697,504296,504296,,nan,,
Gastón Pereiro,2019-2020,Serie A,Cagliari,Forward,Outfielder,24,Uruguay,21993,1143673,1143673,,nan,,
Giovanni Simeone,2019-2020,Serie A,Cagliari,Forward,Outfielder,24,Argentina,48144,2503473,2503473,,nan,,
Giuseppe Ciocci,2019-2020,Serie A,Cagliari,Goalkeeper,Goalkeeper,17,Italy,346,18010,18010,,nan,,
João Pedro,2019-2020,Serie A,Cagliari,Forward,Outfielder,27,Brazil,25630,1332784,1332784,,nan,,
Leonardo Pavoletti,2019-2020,Serie A,Cagliari,Forward,Outfielder,30,Italy,57668,2998764,2998764,,nan,,
Luca Ceppitelli,2019-2020,Serie A,Cagliari,Defender,Outfielder,30,Italy,32038,1665980,1665980,,nan,,
Luca Cigarini,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,33,Italy,16105,837492,837492,,nan,,
Luca Pellegrini,2019-2020,Serie A,Cagliari,Defender,Outfielder,20,Italy,32038,1665980,1665980,,nan,,
Lucas Castro,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,30,Argentina,25630,1332784,1332784,,nan,,
Marko Rog,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,24,Croatia,48144,2503473,2503473,,nan,,
Nahitan Nández,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,23,Uruguay,33250,1729017,1729017,,nan,,
Paolo Faragò,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,26,Italy,16105,837492,837492,,nan,,
Radja Nainggolan,2019-2020,Serie A,Cagliari,Midfielder,Outfielder,31,Belgium,96287,5006946,5006946,,nan,,
Rafael,2019-2020,Serie A,Cagliari,Goalkeeper,Goalkeeper,37,Brazil,9697,504296,504296,,nan,,
Ragnar Klavan,2019-2020,Serie A,Cagliari,Defender,Outfielder,33,Estonia,32038,1665980,1665980,,nan,,
Robin Olsen,2019-2020,Serie A,Cagliari,Goalkeeper,Goalkeeper,29,Sweden,16105,837492,837492,,nan,,
Sebastian Walukiewicz,2019-2020,Serie A,Cagliari,Defender,Outfielder,19,Poland,4502,234137,234137,,nan,,
Simone Aresti,2019-2020,Serie A,Cagliari,Goalkeeper,Goalkeeper,33,Italy,4849,252148,252148,,nan,,
Simone Pinna,2019-2020,Serie A,Cagliari,Defender,Outfielder,21,Italy,1558,81047,81047,,nan,,
Valter Birsa,2019-2020,Serie A,Cagliari,Forward,Outfielder,33,Slovenia,19222,999588,999588,,nan,,
Aleksa Terzic,2019-2020,Serie A,Fiorentina,Defender,Outfielder,20,Serbia,9697,504296,504296,,nan,,
Alfred Duncan,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,26,Ghana,22513,1170689,1170689,,nan,,
Andrés Schetino,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,25,Uruguay,3290,171100,171100,,nan,,
Bartlomiej Dragowski,2019-2020,Serie A,Fiorentina,Goalkeeper,Goalkeeper,22,Poland,24072,1251736,1251736,,nan,,
Bryan Dabo,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,27,Burkina Faso,16105,837492,837492,,nan,,
Christian Kouamé,2019-2020,Serie A,Fiorentina,Forward,Outfielder,22,Cote d'Ivoire,14374,747439,747439,,nan,,
Cyril Théréau,2019-2020,Serie A,Fiorentina,Forward,Outfielder,36,France,24072,1251736,1251736,,nan,,
Dalbert,2019-2020,Serie A,Fiorentina,Defender,Outfielder,26,Brazil,38445,1999176,1999176,,nan,,
Dusan Vlahovic,2019-2020,Serie A,Fiorentina,Forward,Outfielder,19,Serbia,4502,234137,234137,,nan,,
Erick Pulgar,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,25,Chile,28920,1503885,1503885,,nan,,
Federico Brancolini,2019-2020,Serie A,Fiorentina,Goalkeeper,Goalkeeper,18,Italy,346,18010,18010,,nan,,
Federico Ceccherini,2019-2020,Serie A,Fiorentina,Defender,Outfielder,27,Italy,16105,837492,837492,,nan,,
Federico Chiesa,2019-2020,Serie A,Fiorentina,Forward,Outfielder,21,Italy,54551,2836669,2836669,,nan,,
Franck Ribéry,2019-2020,Serie A,Fiorentina,Forward,Outfielder,36,France,88840,4619718,4619718,,nan,,
Gaetano Castrovilli,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,22,Italy,6407,333196,333196,,nan,,
Germán Pezzella,2019-2020,Serie A,Fiorentina,Defender,Outfielder,28,Argentina,38445,1999176,1999176,,nan,,
Igor,2019-2020,Serie A,Fiorentina,Defender,Outfielder,21,Brazil,8832,459270,459270,,nan,,
Jacob Rasmussen,2019-2020,Serie A,Fiorentina,Defender,Outfielder,22,Denmark,16105,837492,837492,,nan,,
Kevin Agudelo,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,21,Colombia,7966,414243,414243,,nan,,
Kevin-Prince Boateng,2019-2020,Serie A,Fiorentina,Forward,Outfielder,32,Ghana,28920,1503885,1503885,,nan,,
Lorenzo Venuti,2019-2020,Serie A,Fiorentina,Defender,Outfielder,24,Italy,9697,504296,504296,,nan,,
Luca Ranieri,2019-2020,Serie A,Fiorentina,Defender,Outfielder,20,Italy,4849,252148,252148,,nan,,
Marco Benassi,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,25,Italy,35328,1837081,1837081,,nan,,
Martín Cáceres,2019-2020,Serie A,Fiorentina,Defender,Outfielder,32,Uruguay,38445,1999176,1999176,,nan,,
Maximiliano Olivera,2019-2020,Serie A,Fiorentina,Defender,Outfielder,27,Uruguay,16105,837492,837492,,nan,,
Milan Badelj,2019-2020,Serie A,Fiorentina,Midfielder,Outfielder,30,Croatia,33250,1729017,1729017,,nan,,
Nikola Milenkovic,2019-2020,Serie A,Fiorentina,Defender,Outfielder,21,Serbia,25630,1332784,1332784,,nan,,
Patrick Cutrone,2019-2020,Serie A,Fiorentina,Forward,Outfielder,22,Italy,70483,3665157,3665157,,nan,,
Pedro,2019-2020,Serie A,Fiorentina,Forward,Outfielder,22,Brazil,17837,927545,927545,,nan,,
Pietro Terracciano,2019-2020,Serie A,Fiorentina,Goalkeeper,Goalkeeper,29,Italy,9697,504296,504296,,nan,,
Pol Lirola,2019-2020,Serie A,Fiorentina,Defender,Outfielder,22,Spain,25630,1332784,1332784,,nan,,
Rachid Ghezzal,2019-2020,Serie A,Fiorentina,Forward,Outfielder,27,Algeria,22166,1152678,1152678,,nan,,
Riccardo Sottil,2019-2020,Serie A,Fiorentina,Forward,Outfielder,20,Italy,4849,252148,252148,,nan,,
