player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Daniel Gallardo,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,21,Spain,172,9005,9038,,nan,,
Daniel Wass,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,28,Denmark,21404,1113055,1117224,,nan,,
Darko Brasanac,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,25,Serbia,6701,348505,349810,,nan,,
Dejan Drazic,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,21,Serbia,4744,246745,247669,,nan,,
Dennis Eckert,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,20,Germany,2684,139582,140105,,nan,,
Diego Alende,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,19,Spain,2268,117969,118411,,nan,,
Diego Pampín,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,17,Spain,1403,72942,73215,,nan,,
Diego Rico,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,24,Spain,9819,510600,512513,,nan,,
Dimitrios Siovas,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,28,Greece,0,0,0,,nan,,
Emre Mor,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,19,Turkey,21301,1107651,1111801,,nan,,
Erik Morán,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,26,Spain,0,0,0,,nan,,
Ezequiel Muñoz,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,26,Argentina,19066,991483,995197,,nan,,
Facundo Roncaglia,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,30,Argentina,17958,933849,937348,,nan,,
Fran Vieites,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,18,Spain,848,44125,44291,,nan,,
Gabri Salazar,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,21,Spain,328,17110,17174,,nan,,
Gabriel,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,23,Brazil,20365,1059023,1062990,,nan,,
Gerard Gumbau,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,22,Spain,9091,472778,474549,,nan,,
Gustavo Cabral,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,31,Argentina,28332,1473267,1478786,,nan,,
Hugo Mallo,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,26,Spain,33025,1717310,1723744,,nan,,
Iago Aspas,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,29,Spain,62119,3230201,3242301,,nan,,
Iván Cuéllar,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,33,Spain,14200,738434,741201,,nan,,
Iván Villar,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,19,Spain,52,2701,2711,,nan,,
Jaime Sierra,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,19,Spain,34,1801,1807,,nan,,
Javi Eraso,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,27,Spain,0,0,0,,nan,,
John Guidetti,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,25,Sweden,24625,1280553,1285350,,nan,,
Jon Ander Serantes,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,27,Spain,8416,437657,439297,,nan,,
Jonny Otto,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,23,Spain,0,0,0,,nan,,
Joseba Zaldua,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,25,Spain,13836,719523,722218,,nan,,
José Naranjo,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,22,Spain,11153,579941,582113,,nan,,
Jozabed Sánchez,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,26,Spain,0,0,0,,nan,,
Leonardo Rocha,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,20,Portugal,0,0,0,,nan,,
Lucas Boyé,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,21,Argentina,7948,413343,414891,,nan,,
Mamadou Koné,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,25,Cote d'Ivoire,0,0,0,,nan,,
Martín Mantovani,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,32,Argentina,7862,408840,410372,,nan,,
Mauro dos Santos,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,27,Argentina,9455,491689,493530,,nan,,
Maxi Gómez,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,20,Uruguay,0,0,0,,nan,,
Miguel Ángel Guerrero,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,26,Spain,11447,595250,597480,,nan,,
Nabil El Zhar,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,30,Morocco,12815,666392,668888,,nan,,
Nemanja Radoja,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,24,Serbia,24036,1249935,1254618,,nan,,
Nereo Champagne,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,32,Argentina,2459,127875,128354,,nan,,
Nordin Amrabat,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,30,Morocco,45026,2341378,2350149,,nan,,
Omar Ramos,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,29,Spain,0,0,0,,nan,,
Pablo Hernández,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,30,Chile,36124,1878505,1885542,,nan,,
Pione Sisto,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,22,Denmark,35934,1868599,1875599,,nan,,
Raúl Garcia,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,28,Spain,0,0,0,,nan,,
Robert Mazan,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,23,Slovakia,7931,412442,413988,,nan,,
Rubén Blanco,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,21,Spain,21474,1116657,1120840,,nan,,
Rubén Pérez,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,28,Spain,10945,569134,571267,,nan,,
Sergi Gómez,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,25,Spain,15412,801471,804474,,nan,,
Sergio Arribas,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,21,Spain,225,11706,11751,,nan,,
Sergio Álvarez,2017-2018,La Liga,Celta Vigo,Goalkeeper,Goalkeeper,30,Spain,17924,932048,935539,,nan,,
Stanislav Lobotka,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,22,Slovakia,33856,1760536,1767131,,nan,,
Tito,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,31,Spain,9369,487186,489012,,nan,,
Unai Bustinza,2017-2018,La Liga,Celta Vigo,Defender,Outfielder,25,Spain,8312,432254,433873,,nan,,
Víctor Pastrana,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,20,Spain,2354,122472,122930,,nan,,
William De Camargo,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,18,Brazil,0,0,0,,nan,,
Yahia Al-Shehri,2017-2018,La Liga,Celta Vigo,Forward,Outfielder,27,Saudi Arabia,0,0,0,,nan,,
Álex Mozo,2017-2018,La Liga,Celta Vigo,Midfielder,Outfielder,22,Spain,259,13507,13558,,nan,,
Adrián López,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,29,Spain,0,0,0,,nan,,
Aldo One,2017-2018,La Liga,Deportivo,Defender,Outfielder,22,Cameroon,0,0,0,,nan,,
Alejandro Arribas,2017-2018,La Liga,Deportivo,Defender,Outfielder,28,Spain,0,0,0,,nan,,
Blas Alonso,2017-2018,La Liga,Deportivo,Defender,Outfielder,20,Spain,0,0,0,,nan,,
Borja Valle,2017-2018,La Liga,Deportivo,Forward,Outfielder,24,Spain,10148,527710,529687,,nan,,
Bruno Gama,2017-2018,La Liga,Deportivo,Forward,Outfielder,29,Portugal,0,0,0,,nan,,
Carles Gil,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,24,Spain,28019,1457057,1462515,,nan,,
Celso Borges,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,29,Costa Rica,22651,1177893,1182305,,nan,,
Costel Pantilimon,2017-2018,La Liga,Deportivo,Goalkeeper,Goalkeeper,30,Romania,0,0,0,,nan,,
Edu Expósito,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,20,Spain,2562,133278,133777,,nan,,
Emre Colak,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,26,Turkey,0,0,0,,nan,,
Eneko Bóveda,2017-2018,La Liga,Deportivo,Defender,Outfielder,28,Spain,13144,683502,686062,,nan,,
Fabian Schär,2017-2018,La Liga,Deportivo,Defender,Outfielder,25,Switzerland,12382,643878,646290,,nan,,
Federico Cartabia,2017-2018,La Liga,Deportivo,Forward,Outfielder,24,Argentina,0,0,0,,nan,,
Federico Valverde,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,18,Uruguay,6061,315185,316366,,nan,,
Fernando Navarro,2017-2018,La Liga,Deportivo,Defender,Outfielder,35,Spain,8138,423249,424834,,nan,,
Florin Andone,2017-2018,La Liga,Deportivo,Forward,Outfielder,24,Romania,34947,1817269,1824077,,nan,,
Francis Uzoho,2017-2018,La Liga,Deportivo,Goalkeeper,Goalkeeper,18,Nigeria,1264,65738,65984,,nan,,
Gerard Valentín,2017-2018,La Liga,Deportivo,Defender,Outfielder,23,Spain,7966,414243,415795,,nan,,
Guilherme,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,26,Brazil,21058,1095044,1099146,,nan,,
Juanfran,2017-2018,La Liga,Deportivo,Defender,Outfielder,28,Spain,88702,4612514,4629793,,nan,,
Lucas Pérez,2017-2018,La Liga,Deportivo,Forward,Outfielder,28,Spain,0,0,0,,nan,,
Luisinho,2017-2018,La Liga,Deportivo,Defender,Outfielder,32,Portugal,12191,633973,636347,,nan,,
Maksym Koval,2017-2018,La Liga,Deportivo,Goalkeeper,Goalkeeper,24,Ukraine,0,0,0,,nan,,
Michael Krohn-Dehli,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,34,Denmark,21128,1098646,1102762,,nan,,
Mujaid Sadick,2017-2018,La Liga,Deportivo,Defender,Outfielder,17,Spain,658,34220,34348,,nan,,
Pedro Mosquera,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,29,Spain,25959,1349894,1354950,,nan,,
Pinchi,2017-2018,La Liga,Deportivo,Forward,Outfielder,21,Spain,2217,115267,115699,,nan,,
Przemyslaw Tyton,2017-2018,La Liga,Deportivo,Goalkeeper,Goalkeeper,30,Poland,7913,411542,413083,,nan,,
Quique Fornos,2017-2018,La Liga,Deportivo,Defender,Outfielder,20,Spain,1333,69340,69600,,nan,,
Raúl Albentosa,2017-2018,La Liga,Deportivo,Defender,Outfielder,28,Spain,13594,706916,709564,,nan,,
Rubén Martínez,2017-2018,La Liga,Deportivo,Goalkeeper,Goalkeeper,33,Spain,0,0,0,,nan,,
Saúl García,2017-2018,La Liga,Deportivo,Defender,Outfielder,22,Spain,0,0,0,,nan,,
Sidnei,2017-2018,La Liga,Deportivo,Defender,Outfielder,27,Brazil,0,0,0,,nan,,
Sulley Muntari,2017-2018,La Liga,Deportivo,Midfielder,Outfielder,32,Ghana,0,0,0,,nan,,
Zakaria Bakkali,2017-2018,La Liga,Deportivo,Forward,Outfielder,21,Belgium,22651,1177893,1182305,,nan,,
Alejandro Gálvez,2017-2018,La Liga,Eibar,Defender,Outfielder,28,Spain,0,0,0,,nan,,
Anaitz Arbilla,2017-2018,La Liga,Eibar,Defender,Outfielder,30,Spain,2562,133278,133777,,nan,,
Ander Capa,2017-2018,La Liga,Eibar,Defender,Outfielder,25,Spain,14945,777157,780068,,nan,,
Asier Riesgo,2017-2018,La Liga,Eibar,Goalkeeper,Goalkeeper,33,Spain,7550,392631,394101,,nan,,
Bebé,2017-2018,La Liga,Eibar,Forward,Outfielder,26,Portugal,0,0,0,,nan,,
Charles,2017-2018,La Liga,Eibar,Forward,Outfielder,33,Brazil,16105,837492,840630,,nan,,
Christian Rivera,2017-2018,La Liga,Eibar,Midfielder,Outfielder,19,Spain,0,0,0,,nan,,
Dani García,2017-2018,La Liga,Eibar,Midfielder,Outfielder,27,Spain,16001,832089,835206,,nan,,
David Juncà,2017-2018,La Liga,Eibar,Defender,Outfielder,23,Spain,9039,470076,471837,,nan,,
David Lombán,2017-2018,La Liga,Eibar,Defender,Outfielder,30,Spain,11429,594349,596575,,nan,,
Fabián Orellana,2017-2018,La Liga,Eibar,Forward,Outfielder,31,Chile,25959,1349894,1354950,,nan,,
Fran Rico,2017-2018,La Liga,Eibar,Midfielder,Outfielder,29,Spain,10252,533113,535111,,nan,,
Francesc Regis,2017-2018,La Liga,Eibar,Forward,Outfielder,20,Spain,0,0,0,,nan,,
Gonzalo Escalante,2017-2018,La Liga,Eibar,Midfielder,Outfielder,24,Argentina,16815,874414,877689,,nan,,
Imanol Sarriegi,2017-2018,La Liga,Eibar,Midfielder,Outfielder,22,Spain,0,0,0,,nan,,
Iván Alejo,2017-2018,La Liga,Eibar,Forward,Outfielder,22,Spain,9282,482684,484492,,nan,,
Iván Ramis,2017-2018,La Liga,Eibar,Defender,Outfielder,32,Spain,16504,858205,861419,,nan,,
Joan Jordán,2017-2018,La Liga,Eibar,Midfielder,Outfielder,22,Spain,11689,607857,610135,,nan,,
José Ángel,2017-2018,La Liga,Eibar,Defender,Outfielder,27,Spain,11533,599752,601999,,nan,,
Julen Azkue,2017-2018,La Liga,Eibar,Midfielder,Outfielder,21,Spain,208,10806,10846,,nan,,
Julen López,2017-2018,La Liga,Eibar,Defender,Outfielder,21,Spain,172,9005,9038,,nan,,
Kike,2017-2018,La Liga,Eibar,Forward,Outfielder,27,Spain,13091,680800,683350,,nan,,
Markel Areitio,2017-2018,La Liga,Eibar,Goalkeeper,Goalkeeper,20,Spain,138,7204,7231,,nan,,
Marko Dmitrovic,2017-2018,La Liga,Eibar,Goalkeeper,Goalkeeper,25,Serbia,8797,457469,459182,,nan,,
Pape Diop,2017-2018,La Liga,Eibar,Midfielder,Outfielder,31,Senegal,16053,834791,837918,,nan,,
Paulo Oliveira,2017-2018,La Liga,Eibar,Defender,Outfielder,25,Portugal,17785,924844,928308,,nan,,
Pedro León,2017-2018,La Liga,Eibar,Forward,Outfielder,30,Spain,23396,1216616,1221173,,nan,,
Rubén Peña,2017-2018,La Liga,Eibar,Defender,Outfielder,25,Spain,11793,613260,615558,,nan,,
Sergi Enrich,2017-2018,La Liga,Eibar,Forward,Outfielder,27,Spain,18460,959964,963560,,nan,,
Takashi Inui,2017-2018,La Liga,Eibar,Forward,Outfielder,29,Japan,17508,910435,913846,,nan,,
Vukasin Jovanovic,2017-2018,La Liga,Eibar,Defender,Outfielder,21,Serbia,6251,325091,326308,,nan,,
Yoel Rodríguez,2017-2018,La Liga,Eibar,Goalkeeper,Goalkeeper,28,Spain,0,0,0,,nan,,
Ángel López,2017-2018,La Liga,Eibar,Forward,Outfielder,20,Spain,86,4502,4519,,nan,,
Aarón Martín,2017-2018,La Liga,Espanyol,Defender,Outfielder,20,Spain,0,0,0,,nan,,
Adrián López,2017-2018,La Liga,Espanyol,Goalkeeper,Goalkeeper,18,Spain,0,0,0,,nan,,
Carlos Sánchez,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,31,Colombia,38116,1982066,1989491,,nan,,
David López,2017-2018,La Liga,Espanyol,Defender,Outfielder,27,Spain,24072,1251736,1256425,,nan,,
Diego López,2017-2018,La Liga,Espanyol,Goalkeeper,Goalkeeper,35,Spain,74986,3899294,3913902,,nan,,
Dídac Vilà,2017-2018,La Liga,Espanyol,Defender,Outfielder,28,Spain,9958,517804,519744,,nan,,
Edu Frias,2017-2018,La Liga,Espanyol,Goalkeeper,Goalkeeper,18,Spain,0,0,0,,nan,,
Esteban Granero,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,29,Spain,12243,636674,639059,,nan,,
Gerard Moreno,2017-2018,La Liga,Espanyol,Forward,Outfielder,25,Spain,39086,2032496,2040110,,nan,,
Hernán Pérez,2017-2018,La Liga,Espanyol,Forward,Outfielder,28,Paraguay,19828,1031106,1034969,,nan,,
Jairo Morillas,2017-2018,La Liga,Espanyol,Forward,Outfielder,23,Spain,7966,414243,415795,,nan,,
Javi Fuego,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,33,Spain,22218,1155379,1159707,,nan,,
Javi López,2017-2018,La Liga,Espanyol,Defender,Outfielder,31,Spain,10200,530412,532398,,nan,,
José Manuel Jurado,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,31,Spain,35017,1820871,1827693,,nan,,
Leo Baptistão,2017-2018,La Liga,Espanyol,Forward,Outfielder,24,Brazil,0,0,0,,nan,,
Marc Navarro,2017-2018,La Liga,Espanyol,Defender,Outfielder,21,Spain,6615,344002,345291,,nan,,
Marc Roca,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,20,Spain,9802,509699,511609,,nan,,
Mario Hermoso,2017-2018,La Liga,Espanyol,Defender,Outfielder,22,Spain,10633,552925,554996,,nan,,
Naldo,2017-2018,La Liga,Espanyol,Defender,Outfielder,28,Brazil,11360,590747,592960,,nan,,
Oscar Melendo,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,19,Spain,0,0,0,,nan,,
Pablo Piatti,2017-2018,La Liga,Espanyol,Forward,Outfielder,28,Argentina,56421,2933926,2944917,,nan,,
Pape Diop,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,31,Senegal,16053,834791,837918,,nan,,
Pau López,2017-2018,La Liga,Espanyol,Goalkeeper,Goalkeeper,22,Spain,34341,1785750,1792440,,nan,,
Sergi Darder,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,23,Spain,32471,1688493,1694819,,nan,,
Sergio García,2017-2018,La Liga,Espanyol,Forward,Outfielder,34,Spain,24400,1268846,1273599,,nan,,
Sergio Sánchez,2017-2018,La Liga,Espanyol,Defender,Outfielder,31,Spain,15395,800571,803569,,nan,,
Víctor Sánchez,2017-2018,La Liga,Espanyol,Midfielder,Outfielder,29,Spain,24678,1283255,1288062,,nan,,
Álvaro Vázquez,2017-2018,La Liga,Espanyol,Forward,Outfielder,26,Spain,0,0,0,,nan,,
Óscar Duarte,2017-2018,La Liga,Espanyol,Defender,Outfielder,28,Costa Rica,0,0,0,,nan,,
Alberto Redondo,2017-2018,La Liga,Getafe,Defender,Outfielder,20,Spain,606,31518,31636,,nan,,
Amath Ndiaye,2017-2018,La Liga,Getafe,Forward,Outfielder,20,Senegal,0,0,0,,nan,,
Bruno González,2017-2018,La Liga,Getafe,Defender,Outfielder,27,Spain,0,0,0,,nan,,
Carlos Calderón,2017-2018,La Liga,Getafe,Forward,Outfielder,22,Spain,1073,55832,56041,,nan,,
Chuli,2017-2018,La Liga,Getafe,Forward,Outfielder,26,Spain,0,0,0,,nan,,
Damián Suárez,2017-2018,La Liga,Getafe,Defender,Outfielder,29,Uruguay,9161,476380,478165,,nan,,
Dani Pacheco,2017-2018,La Liga,Getafe,Forward,Outfielder,26,Spain,11654,606056,608326,,nan,,
David Alba,2017-2018,La Liga,Getafe,Defender,Outfielder,18,Spain,0,0,0,,nan,,
Diego Barri,2017-2018,La Liga,Getafe,Midfielder,Outfielder,21,Spain,0,0,0,,nan,,
Djené,2017-2018,La Liga,Getafe,Defender,Outfielder,25,Togo,0,0,0,,nan,,
Emiliano Martínez,2017-2018,La Liga,Getafe,Goalkeeper,Goalkeeper,24,Argentina,20019,1041012,1044911,,nan,,
Fayçal Fajr,2017-2018,La Liga,Getafe,Midfielder,Outfielder,28,Morocco,19482,1013096,1016891,,nan,,
Filip Manojlovic,2017-2018,La Liga,Getafe,Goalkeeper,Goalkeeper,21,Serbia,3134,162995,163606,,nan,,
Francisco Molinero,2017-2018,La Liga,Getafe,Defender,Outfielder,31,Spain,9299,483584,485396,,nan,,
Francisco Portillo,2017-2018,La Liga,Getafe,Midfielder,Outfielder,27,Spain,10702,556527,558612,,nan,,
Gaku Shibasaki,2017-2018,La Liga,Getafe,Midfielder,Outfielder,25,Japan,14892,774455,777357,,nan,,
Gustavo Quezada,2017-2018,La Liga,Getafe,Midfielder,Outfielder,20,Ecuador,1904,99058,99429,,nan,,
Hugo Duro,2017-2018,La Liga,Getafe,Forward,Outfielder,17,Spain,0,0,0,,nan,,
Jefferson Montero,2017-2018,La Liga,Getafe,Forward,Outfielder,27,Ecuador,30011,1560618,1566464,,nan,,
Jorge Molina,2017-2018,La Liga,Getafe,Forward,Outfielder,35,Spain,10303,535815,537822,,nan,,
Juan Cala,2017-2018,La Liga,Getafe,Defender,Outfielder,27,Spain,0,0,0,,nan,,
Leandro Cabrera,2017-2018,La Liga,Getafe,Defender,Outfielder,26,Uruguay,6337,329593,330828,,nan,,
Loïc Rémy,2017-2018,La Liga,Getafe,Forward,Outfielder,30,France,18703,972572,976215,,nan,,
Markel Bergara,2017-2018,La Liga,Getafe,Midfielder,Outfielder,31,Spain,0,0,0,,nan,,
Mathieu Flamini,2017-2018,La Liga,Getafe,Midfielder,Outfielder,33,France,9282,482684,484492,,nan,,
Mathías Olivera,2017-2018,La Liga,Getafe,Defender,Outfielder,19,Uruguay,0,0,0,,nan,,
Mauro Arambarri,2017-2018,La Liga,Getafe,Midfielder,Outfielder,21,Uruguay,11273,586245,588441,,nan,,
Mehdi Lacen,2017-2018,La Liga,Getafe,Midfielder,Outfielder,33,Algeria,9819,510600,512513,,nan,,
Merveil Ndockyt,2017-2018,La Liga,Getafe,Forward,Outfielder,18,Congo,1628,84649,84966,,nan,,
Miguel Rubio,2017-2018,La Liga,Getafe,Defender,Outfielder,19,Spain,0,0,0,,nan,,
Nicolás Gorosito,2017-2018,La Liga,Getafe,Defender,Outfielder,28,Argentina,0,0,0,,nan,,
Sergio Mora,2017-2018,La Liga,Getafe,Midfielder,Outfielder,37,Spain,6736,350306,351618,,nan,,
Vicente Guaita,2017-2018,La Liga,Getafe,Goalkeeper,Goalkeeper,30,Spain,27362,1422837,1428167,,nan,,
Vitorino Antunes,2017-2018,La Liga,Getafe,Defender,Outfielder,30,Portugal,0,0,0,,nan,,
Álvaro Jiménez,2017-2018,La Liga,Getafe,Forward,Outfielder,22,Spain,10130,526810,528783,,nan,,
Ángel Rodríguez,2017-2018,La Liga,Getafe,Forward,Outfielder,30,Spain,0,0,0,,nan,,
Aday,2017-2018,La Liga,Girona,Defender,Outfielder,29,Spain,9333,485385,487203,,nan,,
Aleix García,2017-2018,La Liga,Girona,Midfielder,Outfielder,20,Spain,5005,260253,261228,,nan,,
Antony Lozano,2017-2018,La Liga,Girona,Forward,Outfielder,24,Honduras,0,0,0,,nan,,
Bambo Diaby,2017-2018,La Liga,Girona,Defender,Outfielder,19,Spain,0,0,0,,nan,,
Bernardo Espinosa,2017-2018,La Liga,Girona,Defender,Outfielder,27,Colombia,0,0,0,,nan,,
Bono,2017-2018,La Liga,Girona,Goalkeeper,Goalkeeper,26,Morocco,0,0,0,,nan,,
Borja García,2017-2018,La Liga,Girona,Midfielder,Outfielder,26,Spain,14374,747439,750239,,nan,,
Carles Planas,2017-2018,La Liga,Girona,Defender,Outfielder,26,Spain,12573,653784,656234,,nan,,
Cristhian Stuani,2017-2018,La Liga,Girona,Forward,Outfielder,30,Uruguay,32021,1665079,1671317,,nan,,
David Timor,2017-2018,La Liga,Girona,Midfielder,Outfielder,27,Spain,9230,479982,481780,,nan,,
Douglas Luiz,2017-2018,La Liga,Girona,Midfielder,Outfielder,19,Brazil,40021,2081124,2088920,,nan,,
Eloi Amagat,2017-2018,La Liga,Girona,Midfielder,Outfielder,32,Spain,2268,117969,118411,,nan,,
Farid Boulaya,2017-2018,La Liga,Girona,Forward,Outfielder,24,Algeria,0,0,0,,nan,,
Gorka Iraizoz,2017-2018,La Liga,Girona,Goalkeeper,Goalkeeper,36,Spain,11845,615962,618269,,nan,,
Johan Mojica,2017-2018,La Liga,Girona,Defender,Outfielder,24,Colombia,4900,254849,255804,,nan,,
Jonás Ramalho,2017-2018,La Liga,Girona,Defender,Outfielder,24,Angola,7845,407940,409468,,nan,,
Juanpe,2017-2018,La Liga,Girona,Defender,Outfielder,26,Spain,8138,423249,424834,,nan,,
Kévin Soni,2017-2018,La Liga,Girona,Forward,Outfielder,19,Cameroon,0,0,0,,nan,,
Marc Muniesa,2017-2018,La Liga,Girona,Defender,Outfielder,25,Spain,32522,1691195,1697530,,nan,,
Marcel Lizak,2017-2018,La Liga,Girona,Goalkeeper,Goalkeeper,20,Poland,0,0,0,,nan,,
Marlos Moreno,2017-2018,La Liga,Girona,Forward,Outfielder,20,Colombia,0,0,0,,nan,,
Maxi Villa,2017-2018,La Liga,Girona,Defender,Outfielder,20,Uruguay,0,0,0,,nan,,
Michael Olunga,2017-2018,La Liga,Girona,Forward,Outfielder,23,Kenya,11498,597951,600191,,nan,,
Olarenwaju Kayode,2017-2018,La Liga,Girona,Forward,Outfielder,24,Nigeria,0,0,0,,nan,,
Pablo Maffeo,2017-2018,La Liga,Girona,Defender,Outfielder,19,Spain,5005,260253,261228,,nan,,
Pedro Alcalá,2017-2018,La Liga,Girona,Defender,Outfielder,28,Spain,8935,464673,466414,,nan,,
Pedro Porro,2017-2018,La Liga,Girona,Defender,Outfielder,17,Spain,0,0,0,,nan,,
Pere Pons,2017-2018,La Liga,Girona,Midfielder,Outfielder,24,Spain,4900,254849,255804,,nan,,
Portu,2017-2018,La Liga,Girona,Midfielder,Outfielder,25,Spain,14304,743837,746624,,nan,,
Álex Granell,2017-2018,La Liga,Girona,Midfielder,Outfielder,28,Spain,0,0,0,,nan,,
Alberto Aquilani,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,32,Italy,9489,493490,495339,,nan,,
Alejandro Gálvez,2017-2018,La Liga,Las Palmas,Defender,Outfielder,28,Spain,0,0,0,,nan,,
Alen Halilovic,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,21,Croatia,51468,2676375,2686400,,nan,,
Aythami Artiles,2017-2018,La Liga,Las Palmas,Defender,Outfielder,31,Spain,0,0,0,,nan,,
Benito Del Valle,2017-2018,La Liga,Las Palmas,Goalkeeper,Goalkeeper,20,Spain,277,14408,14462,,nan,,
Benito Ramírez,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,21,Spain,0,0,0,,nan,,
Borja Herrera,2017-2018,La Liga,Las Palmas,Defender,Outfielder,24,Spain,0,0,0,,nan,,
Dani Castellano,2017-2018,La Liga,Las Palmas,Defender,Outfielder,29,Spain,4277,222430,223263,,nan,,
David García,2017-2018,La Liga,Las Palmas,Defender,Outfielder,35,Spain,6840,355709,357042,,nan,,
David Simón,2017-2018,La Liga,Las Palmas,Defender,Outfielder,28,Spain,4277,222430,223263,,nan,,
Emmanuel Emenike,2017-2018,La Liga,Las Palmas,Forward,Outfielder,30,Nigeria,28019,1457057,1462515,,nan,,
Erik Expósito,2017-2018,La Liga,Las Palmas,Forward,Outfielder,21,Spain,4814,250347,251284,,nan,,
Fabio González,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,20,Spain,0,0,0,,nan,,
Gabriel Peñalba,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,32,Argentina,10772,560129,562227,,nan,,
Hernán,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,26,Spain,0,0,0,,nan,,
Hernán Toledo,2017-2018,La Liga,Las Palmas,Forward,Outfielder,21,Argentina,11568,601554,603807,,nan,,
Imoh Ezekiel,2017-2018,La Liga,Las Palmas,Forward,Outfielder,23,Nigeria,0,0,0,,nan,,
Jairo Samperio,2017-2018,La Liga,Las Palmas,Forward,Outfielder,23,Spain,0,0,0,,nan,,
Javi Castellano,2017-2018,La Liga,Las Palmas,Midfielder,Outfielder,29,Spain,5992,311583,312750,,nan,,
