Player,Nation,Team,League,Season,TeamElo,AgeDuringSeason,CurrentAge,Position,PlayStyle,Min,Starts,PercentLeftFooted,PercentRightFooted,Footedness,DAVIES,DAVIESPer90,xGoalsAdded,xGoalsAddedAbovePlayStyle,xGoalsAddedPer90,Salary($),xSalary($),CurrentMarketValue(€),xMarketValue(€),xGAM,name_lower,firstname_lower,lastname_lower,firstinitial_lower
Marvin Zeegelaar,NED,Udinese,Serie A,19/20,1582.55,28.0,30,DF,DefensiveWideProgressor,593,6,79.44,20.56,Left,-2.19,-0.05,0.75,-1.98,0.11,,,1200000.0,1245030.0,,marvin zeegelaar,marvin,zeegelaar,m
Mariusz Stepinski,POL,Hellas Verona,Serie A,19/20,1559.21,24.0,25,FW,Finisher,706,7,30.5,69.5,Right,-2.19,-0.07,1.36,-2.05,0.17,,,,,,mariusz stepinski,mariusz,stepinski,m
Kevin Danso,AUT,Southampton,Premier League,19/20,1724.54,20.0,22,DF,DefensiveWideProgressor,277,3,8.7,91.3,Right,-2.19,-0.03,0.41,-2.32,0.13,,,5000000.0,3713227.0,,kevin danso,kevin,danso,k
Ganso,BRA,Sevilla,La Liga,17/18,1762.39,27.0,31,MF,AttackingCentralProgressor,515,7,82.96,17.04,Left,-2.19,0.0,0.95,-1.8,0.17,,,,,,ganso,ganso,ganso,g
Abdoulaye Toure,FRA,Nantes,Ligue 1,20/21,1518.53,26.83,26,MF,AttackingCentralProgressor,713,8,19.77,80.23,Right,-2.19,-0.05,0.95,-1.8,0.12,,,8000000.0,,,abdoulaye toure,abdoulaye,toure,a
Ismaelben Boura,FRA,Lens,Ligue 1,20/21,1531.39,20.38,20,DF,OffensiveWideProgressor,362,4,86.88,13.12,Left,-2.2,-0.04,0.56,-2.61,0.14,,,,,,ismaelben boura,ismaelben,boura,i
Rachid Ghezzal,ALG,Leicester City,Premier League,18/19,1738.56,26.0,28,"FW,MF",Playmaker,743,8,87.15,12.85,Left,-2.2,-0.03,1.72,-1.97,0.21,3087232.0,3621821.0,,,,rachid ghezzal,rachid,ghezzal,r
Simon Banza,FRA,Lens,Ligue 1,20/21,1531.39,24.39,24,FW,Finisher,611,5,19.59,80.41,Right,-2.2,-0.04,1.36,-2.05,0.2,,,,,,simon banza,simon,banza,s
Kike Barja,ESP,Osasuna,La Liga,20/21,1643.46,23.75,23,"MF,FW",Dribbler,257,2,30.23,69.77,Right,-2.2,0.11,1.0,-2.0,0.35,,,800000.0,,,kike barja,kike,barja,k
Terence Kongolo,NED,Monaco,Ligue 1,17/18,1769.25,23.0,26,DF,DefensiveWideProgressor,256,3,86.96,13.04,Left,-2.2,-0.02,0.4,-2.33,0.14,,,,,,terence kongolo,terence,kongolo,t
Nathan Redmond,ENG,Southampton,Premier League,20/21,1758.47,26.82,26,MF,Dribbler,402,3,7.57,92.43,Right,-2.2,-0.02,0.99,-2.0,0.22,,,18000000.0,,,nathan redmond,nathan,redmond,n
Toni Lato,ESP,Valencia,La Liga,18/19,1809.51,20.0,23,DF,DefensiveWideProgressor,270,3,91.37,8.63,Left,-2.2,-0.03,0.4,-2.33,0.13,738504.0,1000784.0,,,,toni lato,toni,lato,t
Benat Etxebarria,ESP,Athletic Club,La Liga,19/20,1720.37,32.0,33,MF,AttackingCentralProgressor,394,3,6.11,93.89,Right,-2.2,-0.07,0.37,-2.37,0.09,1704327.0,1118454.0,,,,benat etxebarria,benat,etxebarria,b
Remi Walter,FRA,Nice,Ligue 1,17/18,1637.11,22.0,25,"MF,FW",AttackingCentralProgressor,491,6,86.89,13.11,Left,-2.2,-0.09,0.4,-2.34,0.07,,,,,,remi walter,remi,walter,r
Enzo Ebosse,FRA,Angers,Ligue 1,20/21,1571.94,21.81,21,DF,PossessionOrientedCentralDefender,260,3,95.0,5.0,Left,-2.2,-0.03,0.34,-2.46,0.12,,,,,,enzo ebosse,enzo,ebosse,e
Papa Ndiaga Yade,SEN,Metz,Ligue 1,20/21,1557.8,20.99,20,"FW,MF",Dribbler,381,3,93.62,6.38,Left,-2.2,-0.04,0.86,-2.14,0.2,,,,,,papa ndiaga yade,papa,yade,p
Anthony Lozano,HON,Girona,La Liga,17/18,1662.4,24.0,27,"FW,MF",Finisher,477,4,12.09,87.91,Right,-2.2,0.01,1.35,-2.06,0.26,,,,,,anthony lozano,anthony,lozano,a
Sabin Merino,ESP,Athletic Club,La Liga,17/18,1698.5,25.0,28,"FW,MF",Finisher,376,4,8.0,92.0,Right,-2.2,0.08,1.35,-2.06,0.32,,,,,,sabin merino,sabin,merino,s
Adama Diakhaby,FRA,Huddersfield,Premier League,18/19,1522.12,22.0,24,"FW,MF",Dribbler,552,6,83.67,16.33,Left,-2.2,-0.1,0.86,-2.14,0.14,2058155.0,2837714.0,,,,adama diakhaby,adama,diakhaby,a
Dani Calvo,ESP,Elche,La Liga,20/21,1584.74,26.75,26,DF,LowBlockCentralDefender,361,4,20.99,79.01,Right,-2.2,-0.06,0.29,-2.15,0.07,,,,,,dani calvo,dani,calvo,d
Chris Smalling,ENG,Roma,Serie A,20/21,1766.95,31.11,31,DF,LowBlockCentralDefender,402,4,9.28,90.72,Right,-2.2,-0.03,0.45,-1.98,0.1,,,20000000.0,,,chris smalling,chris,smalling,c
Daniel Didavi,GER,Stuttgart,Bundesliga,20/21,1657.1,30.86,30,"FW,MF",Playmaker,574,7,92.41,7.59,Left,-2.2,-0.01,1.51,-2.18,0.24,,,,,,daniel didavi,daniel,didavi,d
Keagan Dolly,RSA,Montpellier,Ligue 1,17/18,1590.91,24.0,27,"FW,MF",Playmaker,880,9,80.4,19.6,Left,-2.2,-0.06,1.71,-1.97,0.17,,,,,,keagan dolly,keagan,dolly,k
Milan Gajic,SRB,Bordeaux,Ligue 1,17/18,1633.16,21.0,24,DF,DefensiveWideProgressor,360,4,12.12,87.88,Right,-2.2,-0.06,0.4,-2.33,0.1,,,,,,milan gajic,milan,gajic,m
Adalberto Penaranda,VEN,Malaga,La Liga,17/18,1580.85,20.0,23,"FW,MF",Finisher,798,11,4.95,95.05,Right,-2.2,-0.17,0.75,-2.65,0.09,,,,,,adalberto penaranda,adalberto,penaranda,a
Kerem Demirbay,GER,Leverkusen,Bundesliga,20/21,1855.38,27.5,27,MF,AttackingCentralProgressor,453,5,84.27,15.73,Left,-2.2,0.02,0.94,-1.81,0.19,,,24000000.0,,,kerem demirbay,kerem,demirbay,k
Sebastian Langkamp,GER,Werder Bremen,Bundesliga,19/20,1632.45,31.0,32,DF,LowBlockCentralDefender,314,3,15.79,84.21,Right,-2.2,-0.01,0.45,-1.98,0.13,882133.0,1124079.0,800000.0,1545680.0,,sebastian langkamp,sebastian,langkamp,s
Marek Suchy,CZE,Augsburg,Bundesliga,19/20,1605.48,31.0,32,DF,LowBlockCentralDefender,397,4,33.33,66.67,Right,-2.21,-0.03,0.45,-1.99,0.1,,,1000000.0,1452903.0,,marek suchy,marek,suchy,m
Lukas Lerager,DEN,Genoa,Serie A,20/21,1540.76,27.47,27,MF,AttackingCentralProgressor,989,12,12.18,87.82,Right,-2.21,-0.08,0.94,-1.81,0.09,,,4000000.0,,,lukas lerager,lukas,lerager,l
Juan Mata,ESP,Manchester Utd,Premier League,19/20,1876.21,31.0,32,"MF,FW",Playmaker,758,8,87.4,12.6,Left,-2.21,-0.06,1.5,-2.18,0.18,,,9500000.0,11898133.0,,juan mata,juan,mata,j
Gregoire Defrel,MTQ,Roma,Serie A,17/18,1846.35,26.0,29,"FW,MF",Finisher,485,5,87.3,12.7,Left,-2.21,0.01,1.34,-2.06,0.25,,,,,,gregoire defrel,gregoire,defrel,g
Mark Uth,GER,Schalke 04,Bundesliga,20/21,1573.13,29.36,29,"FW,MF",Dribbler,732,9,85.78,14.22,Left,-2.21,-0.12,0.98,-2.01,0.12,,,7500000.0,,,mark uth,mark,uth,m
Kevin Long,IRL,Burnley,Premier League,20/21,1708.72,30.37,30,DF,LowBlockCentralDefender,540,6,7.19,92.81,Right,-2.21,-0.06,0.45,-1.99,0.07,,,1600000.0,,,kevin long,kevin,long,k
Milot Rashica,KVX,Werder Bremen,Bundesliga,17/18,1653.94,21.0,24,"FW,MF",Dribbler,384,5,23.0,77.0,Right,-2.21,-0.04,0.85,-2.15,0.2,,,22000000.0,,,milot rashica,milot,rashica,m
Leo Duarte,BRA,Milan,Serie A,19/20,1758.25,23.0,24,DF,PossessionOrientedCentralDefender,405,4,15.56,84.44,Right,-2.21,-0.07,0.33,-2.47,0.07,,,5000000.0,4956900.0,,leo duarte,leo,duarte,l
Rade Krunic,BIH,Milan,Serie A,19/20,1758.25,25.0,27,MF,AttackingCentralProgressor,537,4,13.33,86.67,Right,-2.21,-0.01,0.93,-1.81,0.16,,,,,,rade krunic,rade,krunic,r
Jean-Eudes Aholou,CIV,Saint-Etienne,Ligue 1,19/20,1549.8,25.0,26,MF,AttackingCentralProgressor,630,8,86.39,13.61,Left,-2.21,-0.03,0.93,-1.81,0.13,,,,,,jean-eudes aholou,jean-eudes,aholou,j
Alberto Paloschi,ITA,SPAL,Serie A,18/19,1550.09,28.0,30,FW,Finisher,863,8,16.79,83.21,Right,-2.21,-0.1,1.34,-2.07,0.14,2094501.0,3040049.0,1200000.0,,,alberto paloschi,alberto,paloschi,a
Alessandro Deiola,ITA,Cagliari,Serie A,17/18,1550.05,21.0,25,MF,OffensiveWideProgressor,449,4,11.85,88.15,Right,-2.21,-0.07,0.54,-2.63,0.11,,,,,,alessandro deiola,alessandro,deiola,a
Ibrahima Traore,GUI,M'Gladbach,Bundesliga,18/19,1693.49,30.0,32,"FW,MF",Playmaker,552,5,82.01,17.99,Left,-2.22,0.04,1.7,-1.99,0.28,3053538.0,3631899.0,,,,ibrahima traore,ibrahima,traore,i
Bostjan Cesar,SVN,Chievo,Serie A,18/19,1442.57,36.0,38,DF,LowBlockCentralDefender,1079,11,76.44,23.56,Left,-2.22,-0.06,0.95,-1.49,0.08,942073.0,1304430.0,,,,bostjan cesar,bostjan,cesar,b
Juan Aguilera,ESP,Huesca,La Liga,18/19,1612.89,32.0,35,MF,AttackingCentralProgressor,344,4,8.67,91.33,Right,-2.22,-0.06,0.36,-2.39,0.09,385651.0,1335858.0,,,,juan aguilera,juan,aguilera,j
Josip Elez,CRO,Hannover 96,Bundesliga,18/19,1527.5,24.0,26,DF,PossessionOrientedCentralDefender,646,7,21.55,78.45,Right,-2.22,-0.04,0.86,-1.94,0.12,791658.0,1137622.0,,,,josip elez,josip,elez,j
Mattia Caldara,ITA,Atalanta,Serie A,19/20,1844.2,25.0,26,DF,PossessionOrientedCentralDefender,959,11,8.83,91.17,Right,-2.22,-0.07,0.86,-1.94,0.08,,,11000000.0,12859840.0,,mattia caldara,mattia,caldara,m
Guessouma Fofana,FRA,Amiens,Ligue 1,17/18,1530.84,24.0,28,MF,AttackingCentralProgressor,745,7,11.01,88.99,Right,-2.22,-0.06,0.93,-1.82,0.11,,,,,,guessouma fofana,guessouma,fofana,g
Patrick Herrmann,GER,M'Gladbach,Bundesliga,20/21,1784.64,29.89,29,FW,Playmaker,555,6,9.52,90.48,Right,-2.22,0.04,1.69,-1.99,0.27,,,6500000.0,,,patrick herrmann,patrick,herrmann,p
Marius Bulter,GER,Union Berlin,Bundesliga,20/21,1680.98,27.76,27,"FW,MF",Dribbler,499,5,34.07,65.93,Right,-2.22,-0.06,0.98,-2.02,0.18,,,3000000.0,,,marius bulter,marius,bulter,m
Matteo Politano,ITA,Inter,Serie A,19/20,1801.59,25.0,27,FW,Dribbler,259,2,81.9,18.1,Left,-2.22,0.1,0.97,-2.02,0.34,,,22000000.0,19764453.0,,matteo politano,matteo,politano,m
Mattia Destro,ITA,Bologna,Serie A,18/19,1572.21,27.0,29,"FW,MF",Finisher,493,5,8.33,91.67,Right,-2.22,0.0,1.33,-2.07,0.24,4189002.0,3887373.0,,,,mattia destro,mattia,destro,m
Luca Antonelli,ITA,Empoli,Serie A,18/19,1547.51,31.0,33,"DF,MF",OffensiveWideProgressor,755,10,74.84,25.16,Left,-2.22,-0.01,1.45,-1.73,0.17,1256474.0,1814848.0,,,,luca antonelli,luca,antonelli,l
Adrien Silva,POR,Leicester City,Premier League,17/18,1693.43,28.0,31,"MF,FW",AttackingCentralProgressor,761,9,17.01,82.99,Right,-2.22,-0.06,0.92,-1.82,0.11,,,,,,adrien silva,adrien,silva,a
Nicolas Pareja,ARG,Sevilla,La Liga,17/18,1762.39,33.0,36,DF,PossessionOrientedCentralDefender,405,5,13.4,86.6,Right,-2.22,-0.04,0.55,-2.25,0.12,,,,,,nicolas pareja,nicolas,pareja,n
Mattia De Sciglio,ITA,Juventus,Serie A,19/20,1860.02,26.0,28,DF,DefensiveWideProgressor,471,6,30.53,69.47,Right,-2.22,-0.02,0.72,-2.02,0.14,4189002.0,3041057.0,7500000.0,10878633.0,,mattia de sciglio,mattia,sciglio,m
Takuma Asano,JPN,Hannover 96,Bundesliga,18/19,1527.5,23.0,26,"MF,FW",Dribbler,699,9,26.17,73.83,Right,-2.22,-0.13,0.83,-2.16,0.11,982787.0,1103123.0,,,,takuma asano,takuma,asano,t
Marko Rog,CRO,Napoli,Serie A,18/19,1803.07,23.0,25,MF,AttackingCentralProgressor,333,4,8.33,91.67,Right,-2.22,-0.06,0.38,-2.37,0.1,,,,,,marko rog,marko,rog,m
Paulo Oliveira,POR,Eibar,La Liga,20/21,1666.96,28.98,28,DF,PossessionOrientedCentralDefender,828,9,8.42,91.58,Right,-2.23,-0.06,0.85,-1.95,0.09,,,5000000.0,,,paulo oliveira,paulo,oliveira,p
Soualiho Meite,FRA,Torino,Serie A,20/21,1568.57,26.79,26,MF,AttackingCentralProgressor,920,11,18.23,81.77,Right,-2.23,-0.08,0.92,-1.83,0.09,,,6000000.0,,,soualiho meite,soualiho,meite,s
Mateo Kovacic,CRO,Chelsea,Premier League,20/21,1847.73,26.66,26,MF,AttackingCentralProgressor,576,7,5.09,94.91,Right,-2.23,-0.02,0.92,-1.83,0.14,,,,,,mateo kovacic,mateo,kovacic,m
Cauly Oliveira Souza,BRA,Paderborn 07,Bundesliga,19/20,1493.71,23.0,25,"MF,FW",Playmaker,717,8,9.01,90.99,Right,-2.23,-0.04,1.47,-2.21,0.19,,,,,,cauly oliveira souza,cauly,souza,c
Andre Gomes,POR,Barcelona,La Liga,17/18,2025.35,24.0,27,"MF,FW",AttackingCentralProgressor,640,6,31.53,68.47,Right,-2.23,-0.04,0.92,-1.83,0.13,,,,,,andre gomes,andre,gomes,a
Lee Kangin,KOR,Valencia,La Liga,20/21,1704.95,19.87,19,"FW,MF",Dribbler,444,6,93.29,6.71,Left,-2.23,-0.07,0.83,-2.17,0.17,,,,,,lee kangin,lee,kangin,l
Robbie Brady,IRL,Burnley,Premier League,20/21,1708.72,28.97,28,MF,AttackingCentralProgressor,608,7,81.67,18.33,Left,-2.23,-0.03,0.91,-1.83,0.14,,,4800000.0,,,robbie brady,robbie,brady,r
Noah Katterbach,GER,Koln,Bundesliga,20/21,1628.59,19.72,19,DF,DefensiveWideProgressor,292,3,71.3,28.7,Left,-2.23,-0.05,0.37,-2.36,0.11,,,,,,noah katterbach,noah,katterbach,n
Thomas Fontaine,MAD,Lorient,Ligue 1,20/21,1451.42,29.65,29,DF,LowBlockCentralDefender,320,4,62.11,37.89,Left,-2.23,-0.06,0.26,-2.18,0.07,,,,,,thomas fontaine,thomas,fontaine,t
Yann Karamoh,FRA,Parma,Serie A,19/20,1572.84,21.0,22,"FW,MF",Dribbler,573,5,14.29,85.71,Right,-2.23,-0.11,0.82,-2.17,0.13,,,7500000.0,5076410.0,,yann karamoh,yann,karamoh,y
Thomas Delaine,FRA,Metz,Ligue 1,20/21,1557.8,28.78,28,DF,OffensiveWideProgressor,741,7,64.52,35.48,Left,-2.23,-0.03,1.23,-1.94,0.15,,,1200000.0,,,thomas delaine,thomas,delaine,t
Tommaso Pobega,ITA,Spezia,Serie A,20/21,1483.16,21.47,21,MF,AttackingCentralProgressor,484,7,78.29,21.71,Left,-2.23,-0.09,0.37,-2.38,0.07,,,,,,tommaso pobega,tommaso,pobega,t
Mattia Sprocati,ITA,Parma,Serie A,19/20,1572.84,26.0,27,FW,Dribbler,590,4,37.57,62.43,Right,-2.24,-0.09,0.96,-2.04,0.15,,,1300000.0,2355715.0,,mattia sprocati,mattia,sprocati,m
Kenneth Zohore,DEN,Cardiff City,Premier League,18/19,1607.3,24.0,26,FW,Finisher,753,7,74.44,25.56,Left,-2.24,-0.09,1.32,-2.09,0.16,,,,,,kenneth zohore,kenneth,zohore,k
Thomas Vermaelen,BEL,Barcelona,La Liga,18/19,1997.04,32.0,35,DF,PossessionOrientedCentralDefender,587,7,90.24,9.76,Left,-2.24,-0.08,0.53,-2.27,0.08,8527288.0,4789200.0,,,,thomas vermaelen,thomas,vermaelen,t
Kevin Bonifazi,ITA,Torino,Serie A,17/18,1677.54,21.0,24,"DF,FW",PossessionOrientedCentralDefender,408,4,31.33,68.67,Right,-2.24,-0.08,0.3,-2.5,0.07,,,,,,kevin bonifazi,kevin,bonifazi,k
Timothy Castagne,BEL,Leicester City,Premier League,20/21,1795.25,25.07,25,DF,OffensiveWideProgressor,689,8,10.65,89.35,Right,-2.24,-0.02,1.22,-1.95,0.16,,,,,,timothy castagne,timothy,castagne,t
Jairo Riedewald,NED,Crystal Palace,Premier League,17/18,1689.04,20.0,24,"MF,DF",DefensiveWideProgressor,442,4,83.01,16.99,Left,-2.24,-0.09,0.36,-2.37,0.07,,,3200000.0,,,jairo riedewald,jairo,riedewald,j
Martin Caceres,URU,Lazio,Serie A,17/18,1753.81,30.0,33,DF,DefensiveWideProgressor,441,4,22.61,77.39,Right,-2.24,-0.02,0.7,-2.03,0.14,,,,,,martin caceres,martin,caceres,m
Christian Kouame,CIV,Fiorentina,Serie A,20/21,1639.74,23.07,23,FW,Finisher,448,5,13.64,86.36,Right,-2.24,0.02,1.31,-2.1,0.26,,,17500000.0,,,christian kouame,christian,kouame,c
Emre Can,GER,Juventus,Serie A,19/20,1860.02,25.0,26,MF,AttackingCentralProgressor,284,2,14.74,85.26,Right,-2.24,0.12,0.9,-1.85,0.29,10471373.0,8936124.0,26000000.0,21800110.0,,emre can,emre,can,e
Michy Batshuayi,BEL,Chelsea,Premier League,17/18,1833.3,23.0,27,FW,Finisher,360,3,21.52,78.48,Right,-2.24,-0.07,0.71,-2.7,0.18,,,,,,michy batshuayi,michy,batshuayi,m
Andrea Conti,ITA,Milan,Serie A,18/19,1710.55,24.0,26,DF,OffensiveWideProgressor,500,4,7.8,92.2,Right,-2.24,0.04,1.22,-1.95,0.22,4189002.0,2992298.0,10000000.0,,,andrea conti,andrea,conti,a
Sergi Gomez,ESP,Sevilla,La Liga,19/20,1827.37,27.0,28,DF,PossessionOrientedCentralDefender,717,8,6.92,93.08,Right,-2.25,-0.05,0.83,-1.97,0.1,1393318.0,1221443.0,4000000.0,7590127.0,,sergi gomez,sergi,gomez,s
Alessandro Deiola,ITA,Cagliari,Serie A,18/19,1531.8,22.0,25,MF,AttackingCentralProgressor,450,5,6.62,93.38,Right,-2.25,-0.09,0.36,-2.39,0.07,186605.0,918422.0,,,,alessandro deiola,alessandro,deiola,a
Grischa Promel,GER,Union Berlin,Bundesliga,19/20,1600.27,24.0,25,MF,AttackingCentralProgressor,924,9,15.48,84.52,Right,-2.25,-0.08,0.9,-1.85,0.09,,,3000000.0,2800222.0,,grischa promel,grischa,promel,g
Deyverson,BRA,Alaves,La Liga,20/21,1645.58,29.65,29,FW,Finisher,529,7,91.2,8.8,Left,-2.25,-0.02,1.31,-2.1,0.22,,,,,,deyverson,deyverson,deyverson,d
Andrea Bertolacci,ITA,Sampdoria,Serie A,19/20,1589.41,28.0,29,MF,AttackingCentralProgressor,534,8,72.15,27.85,Left,-2.25,-0.02,0.9,-1.85,0.15,,,1400000.0,1803083.0,,andrea bertolacci,andrea,bertolacci,a
Quentin Boisgard,FRA,Lorient,Ligue 1,20/21,1451.42,23.79,23,"MF,FW",Playmaker,750,10,6.91,93.09,Right,-2.25,-0.03,1.66,-2.02,0.2,,,,,,quentin boisgard,quentin,boisgard,q
Cheick Doukoure,CIV,Levante,La Liga,17/18,1693.33,24.0,28,MF,AttackingCentralProgressor,1021,12,13.43,86.57,Right,-2.25,-0.09,0.9,-1.85,0.08,,,,,,cheick doukoure,cheick,doukoure,c
Igor Lewczuk,POL,Bordeaux,Ligue 1,18/19,1553.36,33.0,35,DF,LowBlockCentralDefender,449,3,17.54,82.46,Right,-2.25,-0.05,0.41,-2.03,0.08,562077.0,1087021.0,,,,igor lewczuk,igor,lewczuk,i
Dereck Kutesa,SUI,Reims,Ligue 1,19/20,1605.37,21.0,23,"FW,MF",Dribbler,528,4,13.99,86.01,Right,-2.25,-0.1,0.81,-2.19,0.14,,,1400000.0,2469228.0,,dereck kutesa,dereck,kutesa,d
Marco Richter,GER,Augsburg,Bundesliga,20/21,1636.79,23.1,23,"MF,FW",Dribbler,303,2,35.92,64.08,Right,-2.25,0.04,0.94,-2.06,0.28,,,8000000.0,,,marco richter,marco,richter,m
Domenico Maietta,ITA,Bologna,Serie A,17/18,1546.53,34.0,38,DF,PossessionOrientedCentralDefender,468,6,11.64,88.36,Right,-2.25,-0.06,0.52,-2.28,0.1,,,,,,domenico maietta,domenico,maietta,d
Josip Drmic,SUI,Norwich City,Premier League,19/20,1537.87,26.0,28,"FW,MF",Finisher,647,5,14.29,85.71,Right,-2.25,-0.06,1.3,-2.11,0.18,,,,,,josip drmic,josip,drmic,j
Paul Lasne,FRA,Brest,Ligue 1,20/21,1535.14,31.96,31,MF,PossessionOrientedCentralDefender,634,7,45.59,54.41,Dual,-2.25,-0.09,0.52,-2.28,0.07,,,1700000.0,,,paul lasne,paul,lasne,p
Sergio Carreira,ESP,Celta Vigo,La Liga,20/21,1693.48,20.22,20,DF,DefensiveWideProgressor,259,3,7.95,92.05,Right,-2.25,-0.04,0.35,-2.38,0.12,,,,,,sergio carreira,sergio,carreira,s
Wesley Lautoa,NCL,Dijon,Ligue 1,20/21,1486.82,33.35,33,"MF,DF",PossessionOrientedCentralDefender,572,7,79.8,20.2,Left,-2.25,-0.08,0.51,-2.29,0.08,,,1400000.0,,,wesley lautoa,wesley,lautoa,w
Karlan Grant,ENG,West Brom,Premier League,20/21,1561.08,23.29,23,FW,Finisher,857,12,15.49,84.51,Right,-2.25,-0.11,1.3,-2.11,0.14,,,,,,karlan grant,karlan,grant,k
Pedro Bigas,ESP,Eibar,La Liga,18/19,1709.06,27.0,30,DF,PossessionOrientedCentralDefender,585,7,57.03,42.97,Dual,-2.26,-0.03,0.82,-1.98,0.13,367556.0,1024708.0,2000000.0,,,pedro bigas,pedro,bigas,p
Gary Medel,CHI,Bologna,Serie A,20/21,1591.68,33.41,33,"DF,MF",PossessionOrientedCentralDefender,424,5,14.77,85.23,Right,-2.26,-0.05,0.51,-2.29,0.11,,,2000000.0,,,gary medel,gary,medel,g
Cristian Lopez,ESP,Angers,Ligue 1,18/19,1555.32,29.0,31,FW,Finisher,372,2,17.57,82.43,Right,-2.26,0.07,1.3,-2.11,0.31,713623.0,1858820.0,,,,cristian lopez,cristian,lopez,c
Erick Cabaco,URU,Getafe,La Liga,20/21,1704.88,25.7,25,DF,PossessionOrientedCentralDefender,706,8,13.1,86.9,Right,-2.26,-0.05,0.82,-1.98,0.1,,,3000000.0,,,erick cabaco,erick,cabaco,e
Jacopo Sala,ITA,Spezia,Serie A,20/21,1483.16,29.07,29,DF,DefensiveWideProgressor,375,4,8.11,91.89,Right,-2.26,0.0,0.68,-2.05,0.16,,,,,,jacopo sala,jacopo,sala,j
Riccardo Orsolini,ITA,Bologna,Serie A,17/18,1546.53,20.0,23,"FW,DF",OffensiveWideProgressor,341,4,84.78,15.22,Left,-2.26,-0.04,0.5,-2.67,0.13,,,22000000.0,,,riccardo orsolini,riccardo,orsolini,r
Layvin Kurzawa,FRA,Paris S-G,Ligue 1,20/21,1869.92,28.33,28,DF,OffensiveWideProgressor,536,6,90.91,9.09,Left,-2.26,0.02,1.2,-1.97,0.2,,,12000000.0,,,layvin kurzawa,layvin,kurzawa,l
Cesar Falletti,URU,Bologna,Serie A,17/18,1546.53,24.0,28,"FW,MF",Dribbler,321,1,4.38,95.62,Right,-2.26,0.02,0.93,-2.07,0.26,,,,,,cesar falletti,cesar,falletti,c
Kike Barja,ESP,Osasuna,La Liga,19/20,1695.54,22.0,23,"MF,FW",Dribbler,313,4,31.25,68.75,Right,-2.26,-0.01,0.8,-2.2,0.23,,,800000.0,3893954.0,,kike barja,kike,barja,k
David Hancko,SVK,Fiorentina,Serie A,18/19,1591.35,20.0,23,DF,DefensiveWideProgressor,282,3,92.47,7.53,Left,-2.26,-0.05,0.34,-2.39,0.11,838027.0,912128.0,,,,david hancko,david,hancko,d
Nicolas Spolli,ARG,Genoa,Serie A,18/19,1537.01,35.0,37,DF,LowBlockCentralDefender,538,7,4.62,95.38,Right,-2.26,-0.07,0.39,-2.04,0.07,,,,,,nicolas spolli,nicolas,spolli,n
Dennis Praet,BEL,Leicester City,Premier League,20/21,1795.25,26.64,26,"MF,FW",Dribbler,654,9,7.11,92.89,Right,-2.26,-0.11,0.93,-2.07,0.13,,,19000000.0,,,dennis praet,dennis,praet,d
Abdoulaye Bamba,CIV,Angers,Ligue 1,19/20,1568.74,29.0,30,DF,DefensiveWideProgressor,554,6,5.61,94.39,Right,-2.26,-0.05,0.68,-2.06,0.11,565470.0,1025411.0,2000000.0,1908427.0,,abdoulaye bamba,abdoulaye,bamba,a
Marko Pajac,CRO,Empoli,Serie A,18/19,1547.51,25.0,27,DF,OffensiveWideProgressor,738,9,88.85,11.15,Left,-2.26,-0.04,1.2,-1.97,0.15,627672.0,3659326.0,,,,marko pajac,marko,pajac,m
Erik Exposito,ESP,Las Palmas,La Liga,17/18,1539.63,21.0,24,FW,Finisher,473,4,79.69,20.31,Left,-2.27,-0.12,0.69,-2.72,0.13,,,,,,erik exposito,erik,exposito,e
Stephane Sessegnon,BEN,Montpellier,Ligue 1,17/18,1590.91,33.0,36,MF,Playmaker,985,11,3.95,96.05,Right,-2.27,-0.11,1.45,-2.24,0.13,,,,,,stephane sessegnon,stephane,sessegnon,s
Christian Atsu,GHA,Newcastle Utd,Premier League,19/20,1681.85,27.0,28,"FW,MF",Dribbler,749,6,86.6,13.4,Left,-2.27,-0.13,0.93,-2.07,0.11,2058155.0,3529847.0,4800000.0,4610453.0,,christian atsu,christian,atsu,c
Giangiacomo Magnani,ITA,Hellas Verona,Serie A,20/21,1597.7,25.24,25,DF,LowBlockCentralDefender,463,4,13.25,86.75,Right,-2.27,-0.09,0.22,-2.21,0.04,,,,,,giangiacomo magnani,giangiacomo,magnani,g
Benik Afobe,COD,Bournemouth,Premier League,17/18,1669.7,24.0,27,"FW,MF",Finisher,611,5,29.73,70.27,Right,-2.27,-0.05,1.28,-2.12,0.19,,,,,,benik afobe,benik,afobe,b
Hernan Perez,PAR,Alaves,La Liga,17/18,1704.9,28.0,31,"MF,FW",Dribbler,375,4,12.88,87.12,Right,-2.27,-0.02,0.92,-2.07,0.22,,,,,,hernan perez,hernan,perez,h
Mohamed Fares,ALG,SPAL,Serie A,19/20,1445.58,23.0,24,"DF,MF",OffensiveWideProgressor,421,5,86.29,13.71,Left,-2.27,-0.07,0.49,-2.69,0.1,,,7000000.0,6578785.0,,mohamed fares,mohamed,fares,m
Enrico Bearzotti,ITA,Hellas Verona,Serie A,17/18,1454.89,20.0,24,"DF,FW",DefensiveWideProgressor,410,4,6.38,93.62,Right,-2.27,-0.09,0.33,-2.4,0.07,,,,,,enrico bearzotti,enrico,bearzotti,e
