Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
19,1,dpupqs5n7pvsxdxml8hgofund,248400,90,23,Central Midfielder,Emmanuel,Zambazis,E. Zambazis,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,90,50,34,0.00,0,0,0.03,0,0,0,1,1,0,0,0,6,0,0,0,99,4,2,1,0,4,100.0%,1,1,6,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,11,23,65,0,30.0%,93.3%,57,7,20,9,21,60,0,15.3,0,75.0%,4,0.00,0,0,0,0,0,0,77.8%,1,3,0,0.00,0.00,0.00,1,0,-,0,YRK vs VAL,2019-08-10,55ug6j26bfssigo14xk3zl9ii,15378,dpupqs5n7pvsxdxml8hgofund:1052430,YRK vs VAL (2019-08-10)
19,1,cfx0kdkw50a9417og40fqqled,160292,90,29,Left Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,93,74,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,99,5,1,0,1,4,50.0%,2,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,82,17,0,35.5%,87.1%,12,0,69,0,78,15,0,23.0,1,0.0%,3,0.00,0,0,0,0,0,0,72.7%,3,1,0,0.00,0.00,0.00,0,0,-,0,YRK vs HFX,2019-07-27,53zb6pb4vgyd6ei4nyntxr42y,15376,cfx0kdkw50a9417og40fqqled:1052422,YRK vs HFX (2019-07-27)
23,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,25,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,56,14,25,0.00,0,1,0.12,0,0,0,2,2,4,0,0,5,1,0,0,98,6,1,2,2,9,100.0%,2,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,33,29,36,2,50.0%,69.6%,25,8,6,14,16,26,0,16.5,0,0.0%,1,0.00,0,0,0,0,1,1,50.0%,9,0,0,0.00,0.00,0.00,1,0,-,0,HFX vs FOR,2019-05-04,4jopa68wp2k7cntkj4s506hka,15376,7ehcrcdv82ib5fkpo3498gpgp:1052378,HFX vs FOR (2019-05-04)
23,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,25,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,54,19,24,0.00,0,0,0.04,0,0,0,1,1,6,0,0,9,3,0,0,98,10,2,1,1,4,75.0%,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,19,19,60,1,31.5%,79.6%,30,7,6,7,9,38,0,17.5,1,33.3%,6,0.00,0,0,0,0,2,2,52.9%,1,2,1,0.00,0.00,0.00,1,1,-,0,FOR vs CAV,2019-05-12,4m1cw8f5lec9czmckqvw6rwbu,15381,7ehcrcdv82ib5fkpo3498gpgp:1052384,FOR vs CAV (2019-05-12)
25,1,8e8emyf0eilzcqromw4nf93h1,100486,90,29,Left Centre Back,Hendrik,Starostzik,H. Starostzik,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,77,53,19,0.47,1,0,0.05,1,0,0,1,1,0,0,0,3,0,0,0,97,2,0,2,3,15,100.0%,9,3,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,20,1,45.5%,93.5%,16,2,54,2,58,17,0,22.1,0,100.0%,1,0.00,0,0,1,1,1,1,85.7%,12,3,0,0.00,0.47,0.47,1,3,0.47,1,PAC vs HFX,2019-04-28,4itgc6bq5l5c7iv5k27xex9wq,15376,8e8emyf0eilzcqromw4nf93h1:1052376,PAC vs HFX (2019-04-28)
25,1,79pboh9mzuchik3r2027wntgp,233807,90,25,Right Centre Back,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,7,80,49,15,0.15,0,0,0.06,0,0,1,0,1,2,0,0,8,1,0,0,97,5,0,3,2,7,100.0%,2,2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,64,25,7,41.3%,80.0%,20,2,42,4,52,24,0,25.2,0,66.7%,6,0.00,0,0,0,0,0,0,57.6%,6,1,0,0.00,0.15,0.15,1,0,0.05,3,HFX vs EDM,2019-09-28,5gk087h2bwqn6u7ux5gmezpm2,15376,79pboh9mzuchik3r2027wntgp:1052457,HFX vs EDM (2019-09-28)
25,1,2rv2jwanai39vawrmnws6vidx,231697,90,26,Central Midfielder,Alexander,Gonzalez Moreno,A. Gonzalez,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,74,38,24,0.03,0,0,0.00,0,0,0,0,0,2,0,0,16,2,0,0,97,7,3,5,1,11,88.9%,2,1,8,0,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,26,63,0,29.7%,83.8%,42,3,17,6,19,49,0,18.2,1,60.0%,5,0.00,29,0,0,0,0,0,54.5%,4,6,1,0.03,0.00,0.03,0,0,0.03,1,PAC vs YRK,2019-09-12,5d9hwavq8j3gubsel8yg8797u,15382,2rv2jwanai39vawrmnws6vidx:1052449,PAC vs YRK (2019-09-12)
28,1,d3uo72swkorck8mo41kv1yp61,423548,90,24,Left Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,63,30,22,0.02,0,0,0.14,0,0,1,2,3,1,0,0,4,1,0,0,96,3,0,2,1,3,100.0%,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,21,49,0,34.9%,82.5%,29,8,15,12,17,34,0,16.5,0,33.3%,3,0.00,0,0,0,0,3,4,63.6%,1,2,0,0.00,0.02,0.02,3,0,0.02,1,FOR vs HFX,2019-09-15,5dzgbpowfq3bfc0jp50nxi0yy,15376,d3uo72swkorck8mo41kv1yp61:1052452,FOR vs HFX (2019-09-15)
28,1,622w13rktz2os2jlo286col3p,168505,90,25,Central Midfielder,Manuel,Aparicio,M. Aparicio,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,58,16,29,0.03,0,0,0.08,0,0,0,2,2,5,0,0,17,2,0,0,96,8,6,5,2,13,91.7%,0,0,14,0,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,30,13,53,1,24.1%,77.6%,26,15,4,18,9,31,0,15.4,1,0.0%,1,0.00,28,0,0,0,2,2,57.1%,2,9,2,0.03,0.00,0.03,2,0,0.03,1,YRK vs PAC,2019-06-15,4s2bhlyuzkp953p3w0mdoqdey,15380,622w13rktz2os2jlo286col3p:1052396,YRK vs PAC (2019-06-15)
30,1,d3uo72swkorck8mo41kv1yp61,423548,90,24,Right Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,88,54,26,0.00,0,0,0.08,0,0,1,0,1,0,0,0,2,0,0,0,95,0,0,0,2,5,-,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,41,53,0,34.1%,90.9%,47,0,33,0,35,53,0,22.4,0,100.0%,2,0.00,0,0,0,0,0,1,80.0%,5,0,0,0.00,0.00,0.00,1,1,-,0,VAL vs FOR,2019-09-13,5dgq85s1yv24xf4gel3wk02ui,15378,d3uo72swkorck8mo41kv1yp61:1052450,VAL vs FOR (2019-09-13)
30,1,c71o8hujd9joixq9ge68i4qg9,156664,90,25,Left Back,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,54,19,15,0.00,0,0,0.06,0,0,0,1,1,1,0,0,10,1,0,0,95,8,1,4,3,11,62.5%,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,36,41,0,61.1%,63.0%,16,6,12,8,19,27,0,21.0,3,100.0%,3,0.00,0,0,0,0,3,3,48.5%,10,1,0,0.00,0.00,0.00,1,0,-,0,FOR vs CAV,2019-10-16,5n3wpjv5f0ccbrfa73tl80qju,15377,c71o8hujd9joixq9ge68i4qg9:1052467,FOR vs CAV (2019-10-16)
30,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,81,58,14,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,95,1,0,1,2,10,100.0%,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,51,39,1,38.3%,88.9%,30,1,41,2,42,37,0,17.6,0,100.0%,3,0.00,0,0,0,0,0,0,74.2%,8,2,0,0.00,0.00,0.00,0,0,-,0,EDM vs PAC,2019-05-12,4nd4fza6mmhp87jrctliuzz3e,6925,9rwo2uejpeqqkmy6lgacm0ley:1052385,EDM vs PAC (2019-05-12)
30,1,cfx0kdkw50a9417og40fqqled,160292,90,29,Left Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,79,60,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,95,3,1,1,1,10,100.0%,6,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,28,0,31.6%,87.3%,23,0,46,0,52,27,0,17.8,0,60.0%,5,0.00,0,0,0,0,0,0,76.0%,9,1,0,0.00,0.00,0.00,0,4,-,0,YRK vs EDM,2019-07-14,50csrm3c5dwo6x2beuh3pu0dm,6925,cfx0kdkw50a9417og40fqqled:1052415,YRK vs EDM (2019-07-14)
34,1,b84lif9t7gwlw9ou9izawvumt,40345,90,33,Right Centre Back,David Edward,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,85,53,20,0.11,0,0,0.00,0,0,0,0,0,1,0,0,4,1,0,0,94,1,0,0,0,4,-,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,48,1,32.9%,85.9%,39,0,34,0,38,47,0,23.0,0,75.0%,4,0.00,0,0,0,0,1,1,67.9%,4,0,0,0.00,0.11,0.11,0,1,0.11,1,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15381,b84lif9t7gwlw9ou9izawvumt:2031831,FOR vs CAV (2019-10-26)
34,1,ewbf6v0sbw5mtcdt7zs2vq5ed,222983,90,27,Central Midfielder,Mauro,Eustaquio,M. Eustaquio,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,75,38,23,0.00,0,0,0.00,0,0,0,0,0,0,0,0,8,0,0,0,94,4,3,2,3,8,55.6%,0,0,7,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,66,0,25.3%,81.3%,45,3,13,5,14,56,0,20.8,4,-,0,0.00,0,0,0,0,1,2,47.4%,1,4,3,0.00,0.00,0.00,0,0,-,0,HFX vs CAV,2019-08-10,56cafkdiwsx3musxydvg9ydm2,15376,ewbf6v0sbw5mtcdt7zs2vq5ed:1052431,HFX vs CAV (2019-08-10)
34,1,ar6i26vtb7c9tjfrlul7pp3v9,108975,90,27,Central Midfielder,Julian,Büscher,J. Büscher,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,64,36,23,0.00,0,0,0.26,0,1,1,1,2,4,0,0,6,1,0,0,94,9,0,3,1,6,75.0%,2,2,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,16,51,0,25.0%,92.2%,41,10,8,10,9,45,0,21.5,1,100.0%,1,0.00,0,0,0,0,4,7,75.0%,5,0,1,0.00,0.00,0.00,2,0,-,0,CAV vs HFX,2019-05-25,4plypjjzuotlfysr9ym3f8woa,15376,ar6i26vtb7c9tjfrlul7pp3v9:1052390,CAV vs HFX (2019-05-25)
34,1,c8gbyfp650fgai5782915ywa1,210185,90,25,Central Midfielder,Elimane Oumar,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,76,26,47,0.00,0,0,0.07,0,0,0,1,1,3,0,0,7,1,0,0,94,5,3,2,2,7,71.4%,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,9,58,1,25.0%,96.1%,45,23,5,23,6,47,0,16.0,2,33.3%,3,0.00,0,0,0,0,0,0,84.2%,2,3,2,0.00,0.00,0.00,1,0,-,0,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,6925,c8gbyfp650fgai5782915ywa1:1052410,FOR vs EDM (2019-07-06)
34,1,6o11en42rzgf741oqqlu9a47p,159509,90,25,Right Centre Back,Luca,Gasparotto,L. Gasparotto,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,87,62,17,0.00,0,0,0.00,0,0,0,0,0,0,0,0,8,0,0,0,94,2,0,0,1,3,-,2,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,34,59,0,35.6%,90.8%,50,0,29,1,30,56,0,19.3,0,75.0%,8,0.00,0,0,0,0,0,0,80.6%,3,0,0,0.00,0.00,0.00,0,0,-,0,YRK vs PAC,2019-08-17,57b8spz8wxhzbj03rcqu6cktm,15380,6o11en42rzgf741oqqlu9a47p:1052434,YRK vs PAC (2019-08-17)
34,1,3uxa33px113otw58gni3g72l1,151937,90,29,Left Back,Blake,Smith,B. Smith,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,65,31,23,0.00,0,0,0.04,0,0,1,0,1,1,0,0,6,1,0,0,94,2,1,2,0,7,100.0%,4,1,5,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,34,38,0,40.0%,83.1%,24,9,21,11,25,29,0,19.4,0,0.0%,1,0.00,0,0,0,0,6,6,65.4%,5,0,2,0.00,0.00,0.00,1,1,-,0,HFX vs PAC,2019-10-09,5m1xy5ksfqgdrzx3gtiaqka5m,15376,3uxa33px113otw58gni3g72l1:1052466,HFX vs PAC (2019-10-09)
34,1,2rv2jwanai39vawrmnws6vidx,231697,90,26,Defensive Midfielder,Alexander,Gonzalez Moreno,A. Gonzalez,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,84,36,38,0.02,0,1,0.48,0,1,0,1,1,3,0,0,4,3,0,0,94,4,1,0,1,3,25.0%,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,23,66,1,33.3%,88.1%,52,3,19,3,21,60,0,17.3,3,-,0,0.00,36,0,0,0,0,0,78.6%,1,2,0,0.02,0.00,0.02,0,0,0.02,1,YRK vs PAC,2019-07-17,51pa1nt9iwnwq8tabekwbu2cq,15382,2rv2jwanai39vawrmnws6vidx:1052416,YRK vs PAC (2019-07-17)
34,1,d3uo72swkorck8mo41kv1yp61,423548,90,24,Right Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,2,85,42,35,0.07,0,0,0.07,0,0,1,0,1,0,0,0,3,0,0,0,94,1,0,1,1,4,100.0%,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,56,5,30.6%,90.6%,51,3,23,6,25,54,0,19.1,0,66.7%,3,0.00,0,0,0,0,0,1,84.6%,3,1,0,0.00,0.07,0.07,1,0,0.04,2,FOR vs VAL,2019-06-15,4t5rc4kgrbfy8qpv5lrlignsa,15378,d3uo72swkorck8mo41kv1yp61:1052398,FOR vs VAL (2019-06-15)
34,1,d3uo72swkorck8mo41kv1yp61,423548,90,24,Left Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,79,39,26,0.00,0,0,0.05,0,0,0,1,1,0,0,0,4,0,0,0,94,3,1,1,1,7,100.0%,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,41,48,0,43.0%,82.3%,36,2,27,3,32,44,0,24.0,0,50.0%,4,0.00,0,0,0,0,0,0,70.6%,5,2,0,0.00,0.00,0.00,1,0,-,0,PAC vs FOR,2019-09-05,5csq6qhbz3695no5qnz9f91ey,15380,d3uo72swkorck8mo41kv1yp61:1052447,PAC vs FOR (2019-09-05)
34,1,83d29e64znddf9kkyo62u4g6h,424288,90,21,Defensive Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,76,43,23,0.03,0,0,0.37,0,1,2,0,2,3,0,0,5,2,0,0,94,5,0,2,0,2,66.7%,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,9,15,70,0,25.0%,86.8%,53,5,8,5,11,60,0,15.0,1,0.0%,1,0.00,28,0,0,0,1,2,68.4%,1,1,0,0.03,0.00,0.03,2,0,0.03,1,FOR vs PAC,2019-05-08,4l9f4xu6zpjpzyxu1pzemvd62,15377,83d29e64znddf9kkyo62u4g6h:1052381,FOR vs PAC (2019-05-08)
34,1,37pbdttxfaqvayoufo0q0dxey,453335,90,22,Left Back,Diyaeddine,Abzi,D. Abzi,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,52,22,16,0.02,0,0,0.00,0,0,0,0,0,6,0,0,10,0,0,0,94,9,4,2,3,11,100.0%,0,0,9,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,11,38,45,0,53.8%,73.1%,24,3,11,3,19,30,0,17.2,0,66.7%,3,0.00,37,0,0,0,3,3,53.6%,9,2,0,0.02,0.00,0.02,0,0,0.02,1,YRK vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15381,37pbdttxfaqvayoufo0q0dxey:1052405,YRK vs CAV (2019-06-26)
34,1,33nqawmehcegb4mgb7rbd5ht6,481744,90,24,Left Centre Back,Daniel,Gogarty,D. Gogarty,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,89,57,27,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,94,1,0,1,0,2,100.0%,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,32,62,0,33.7%,94.4%,57,0,27,0,29,60,0,20.9,0,-,0,0.00,0,0,0,0,0,0,83.3%,1,1,0,0.00,0.00,0.00,0,0,-,0,YRK vs PAC,2019-08-17,57b8spz8wxhzbj03rcqu6cktm,15380,33nqawmehcegb4mgb7rbd5ht6:1052434,YRK vs PAC (2019-08-17)
34,1,8dq7nk2ey2r8d8ltgcuqqdlyi,481756,90,22,Left Back,Ndzemdzela,Langwa,N. Langwa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,45,24,11,0.00,0,0,0.03,0,0,0,1,1,16,1,1,23,13,0,0,94,8,1,5,1,10,85.7%,2,1,6,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,38,35,4,40.0%,77.8%,16,6,13,10,17,18,1,15.1,1,100.0%,1,0.00,0,1,0,0,0,0,55.6%,9,0,1,0.00,0.00,0.00,1,0,-,0,HFX vs CAV,2019-08-10,56cafkdiwsx3musxydvg9ydm2,15381,8dq7nk2ey2r8d8ltgcuqqdlyi:1052431,HFX vs CAV (2019-08-10)
