Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total
120,13,cbw3da3l9qi13ludkt9181z9x,173265,740,24,Centre Forward,Ali,Musse,A. Musse,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,5,1,10,8,2,1,2,11,5,4,0,0,0,0,2,0,2,0,2,0,1,1,12,7,40,10,175,35,90,2.41,2,2,1.29,2,1,0,8,8,34,3,2,39,10,2,1,352,71,0,8,11,24,61.5%,4,1,43,7,0,6,2,3,4,5,2,0,0,0,0,0,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,15,179,39,134,26,29.7%,71.4%,64,52,9,70,19,86,0,14.9,5,40.0%,30,0.00,18,0,2,1,13,16,46.2%,8,11,5,2.25,0.16,2.41,6,0,0.10,24
121,15,80lmne42x8296d6zo8r23wd05,19992,1139,34,Centre Forward,Michele,Paolucci,M. Paolucci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,2,11,7,4,7,2,9,2,7,0,0,0,0,2,1,2,0,1,0,2,1,11,8,56,11,191,58,66,3.04,3,2,0.86,2,1,0,6,6,13,4,2,60,8,1,0,343,105,1,6,0,15,33.3%,8,3,23,10,0,5,7,2,17,19,3,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,4,12,154,24,165,55,24.6%,64.9%,78,43,3,70,8,113,0,14.8,14,24.7%,85,0.00,15,0,2,2,4,4,27.7%,9,4,2,1.83,1.21,3.04,4,1,0.10,29
122,11,747hedu5glsgajsj7bcc7s8h5,428049,488,23,Left Midfielder,Nicolás,Galvis,N. Galvis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,4,0,0,0,0,0,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,29,18,201,74,80,1.01,0,0,0.22,2,0,1,2,3,15,1,0,22,9,0,0,328,38,2,2,9,16,44.4%,2,0,32,4,2,5,1,2,1,0,2,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,13,94,73,161,10,29.9%,76.6%,95,33,26,45,36,120,0,16.0,5,45.5%,11,0.00,18,0,2,0,9,12,63.3%,10,5,1,1.01,0.00,1.01,3,0,0.14,7
123,15,11228m951oqcoir09sjjuep61,244374,517,22,Central Midfielder,Steven,Furlano,S. Furlano,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,11,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,15,225,96,72,0.10,0,2,1.06,0,2,1,8,9,6,2,0,28,2,0,0,325,34,6,9,10,31,83.3%,6,3,24,4,2,9,1,0,3,0,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,6,58,74,193,10,39.1%,74.7%,122,16,30,23,43,159,0,19.2,3,53.3%,15,0.00,29,0,0,0,8,12,47.7%,19,8,4,0.03,0.08,0.10,7,2,0.03,3
124,20,205x3957n6t49iwmb5ztce25m,481579,999,19,Centre Forward,Tyler,Attardo,T. Attardo,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,10,1,11,9,2,5,0,9,0,6,0,0,0,0,6,0,4,3,3,4,0,3,3,10,50,9,154,30,65,4.35,6,0,0.71,7,1,2,5,7,21,1,0,42,4,0,0,314,91,6,6,5,26,50.0%,6,5,36,3,0,4,4,0,3,10,2,0,0,0,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,15,160,58,96,41,29.9%,61.7%,41,39,15,68,20,66,0,15.9,12,31.3%,64,0.00,12,0,7,5,10,10,32.6%,19,4,3,2.72,1.62,4.35,7,0,0.17,25
125,8,6qp7j3yg8y4mi6awsjk79hwph,112997,720,26,Goalkeeper,Quillan,Roberts,Q. Roberts,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,210,130,20,0.00,0,0,0.00,0,0,0,0,0,1,0,0,6,1,0,0,297,0,0,1,0,3,100.0%,2,0,13,0,0,0,0,2,0,0,4,0,0,1,1,2,9,8,1,0,27,0,1,15,10,2,0,25,17,10,7,4,1,10,6,0,0,0,15,0,0,0,295,2,0,55.7%,71.4%,2,0,148,0,208,2,0,32.1,0,100.0%,3,9.58,0,0,0,0,0,0,52.1%,3,0,0,0.00,0.00,0.00,0,0,-,0
126,4,dpupqs5n7pvsxdxml8hgofund,248400,277,23,Central Midfielder,Emmanuel,Zambazis,E. Zambazis,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,254,151,87,0.02,0,1,0.06,0,0,0,2,2,2,0,0,18,2,0,0,294,10,3,2,7,14,62.5%,2,1,30,0,0,3,0,3,4,0,0,0,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,18,91,185,0,29.9%,93.7%,153,11,74,14,77,163,0,15.6,3,66.7%,6,0.00,35,0,0,0,0,0,80.3%,7,7,0,0.02,0.00,0.02,1,1,0.02,1
127,8,9j37dmdxamf5ykbw9l24wlt6,483639,330,19,Central Midfielder,Ahmed,Alghamdi,A. Alghamdi,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,4,0,4,1,3,0,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,26,9,221,88,98,0.34,1,0,0.06,0,0,0,2,2,15,1,1,21,9,0,0,285,23,2,7,1,13,75.0%,3,1,13,0,1,3,0,0,2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,69,57,159,5,32.1%,84.2%,122,30,34,39,39,143,0,14.7,3,16.7%,6,0.00,25,0,0,0,0,0,63.4%,7,3,3,0.26,0.08,0.34,2,0,0.03,10
128,16,7dbeb4b7em8hmoc7e0begi1yi,481630,486,19,Right Attacking Midfielder,Marcus,Velado-Tsegaye,M. Velado-Tsegaye,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,11,1,6,3,3,1,2,7,4,3,0,0,0,0,1,0,1,0,0,0,0,1,2,11,21,10,140,51,58,1.57,1,1,0.41,2,1,1,3,4,13,1,0,29,5,0,0,273,48,4,4,4,13,47.1%,1,0,23,4,0,8,5,3,6,1,1,0,1,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,15,116,32,125,18,20.0%,77.9%,59,39,11,53,14,73,0,13.3,9,30.0%,10,0.00,18,0,2,1,5,7,42.9%,8,5,0,1.53,0.04,1.57,3,1,0.10,16
129,6,ay1hg91asmcve43pfqesll562,481620,540,24,Goalkeeper,Dylon,Powley,D. Powley,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,21,217,98,36,0.00,0,0,0.04,0,0,0,1,1,1,0,0,3,1,0,0,270,0,0,0,0,2,-,2,0,5,0,0,0,0,1,0,0,1,0,1,0,0,2,9,8,1,0,20,0,1,10,13,4,0,16,15,5,6,3,0,4,3,0,0,0,13,0,0,0,265,5,0,68.2%,61.8%,1,0,133,0,212,5,0,38.4,0,100.0%,2,8.22,0,0,0,0,0,0,46.6%,2,0,0,0.00,0.00,0.00,1,0,-,0
130,13,1mg5xen2me6dsqu3b0lktvnbp,81402,703,31,Centre Forward,Marcus,Haber,M. Haber,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,7,1,6,6,0,0,0,13,0,13,1,1,0,0,3,0,0,2,8,4,0,1,0,7,59,13,177,38,67,4.19,3,0,1.36,6,1,1,8,9,1,0,0,75,0,0,0,264,53,0,2,1,10,66.7%,7,6,21,9,0,5,4,0,6,9,1,0,0,0,0,0,13,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,9,132,18,114,36,21.5%,59.3%,59,43,3,76,9,92,0,12.7,1,68.1%,94,0.00,8,0,6,1,5,5,31.6%,7,1,2,3.07,1.12,3.41,9,1,0.22,19
131,9,btd38hasv7hxy5bw4g43ymhyi,447302,363,20,Left Back,Montther,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,5,0,1,0,1,0,0,3,1,2,0,0,0,0,0,1,1,0,0,0,1,0,4,0,21,4,111,37,49,0.15,1,0,0.63,0,1,1,3,4,10,0,0,26,4,0,0,243,36,4,5,5,23,47.4%,6,3,10,0,6,3,1,2,5,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,82,55,106,3,31.5%,77.5%,46,25,15,35,21,55,0,16.8,10,45.5%,11,0.00,21,0,0,0,8,12,57.1%,19,4,0,0.15,0.00,0.15,4,1,0.04,4
132,8,6twhs1y8bihm7vc9dib8hgezt,224762,326,21,Right Back,Klaidi,Cela,K. Cela,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,27,8,111,39,37,0.33,1,1,0.49,1,1,0,2,2,3,0,0,34,2,0,0,241,21,8,6,5,38,73.7%,18,9,14,0,3,3,2,2,5,1,1,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,61,77,103,6,43.2%,68.5%,45,15,16,23,22,66,0,17.3,5,50.0%,18,0.00,0,0,1,1,9,9,43.8%,33,5,0,0.00,0.33,0.33,1,2,0.17,2
133,11,1bkqn5mbepc2i02kefcgdgiy1,243972,320,25,Central Midfielder,Carlos,Patiño,C. Patiño,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,8,0,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,19,1,122,34,68,0.82,0,1,0.28,1,0,2,3,5,15,0,0,32,8,0,0,238,31,3,6,5,15,75.0%,1,0,33,5,1,6,3,2,8,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,113,20,105,7,31.1%,83.6%,56,39,7,48,8,66,0,16.5,3,33.3%,6,0.00,20,0,1,0,11,23,68.4%,5,6,4,0.76,0.06,0.82,4,1,0.20,4
134,10,c3dbx4f32gv1kiryun9dysv3e,160006,566,25,Centre Forward,Ajeej,Sarkaria,A. Sarkaria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,0,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,31,4,146,47,64,0.90,0,1,0.40,1,1,0,2,2,3,0,0,25,3,0,0,224,33,3,10,3,19,72.2%,3,0,33,0,2,6,1,2,3,2,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,13,79,36,109,14,19.9%,76.0%,63,38,10,55,12,79,0,12.6,5,30.0%,10,0.00,10,0,1,0,1,1,65.5%,12,5,2,0.58,0.33,0.90,1,0,0.15,6
135,11,9eatc4jz3lvrdclqxj4k4980l,243860,346,26,Central Midfielder,Philippe,Lincourt-Joseph,P. Lincourt-Joseph,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,8,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,8,141,47,60,0.21,0,0,0.40,0,1,2,1,3,6,0,0,28,5,0,0,211,23,6,6,3,20,60.0%,4,2,21,1,0,0,1,1,6,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,8,42,38,131,0,39.0%,75.9%,73,19,15,24,20,97,0,17.3,8,37.5%,8,0.00,24,0,0,0,2,3,43.6%,10,7,3,0.10,0.11,0.21,3,0,0.05,4
136,8,dl4wkt9bhput0z1sikhu15562,483117,315,21,Right Midfielder,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10,107,45,32,0.07,0,0,0.85,0,2,0,2,2,11,0,0,14,6,0,0,192,30,0,1,4,11,9.1%,6,2,16,1,2,1,1,3,1,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,6,43,61,88,3,42.1%,72.0%,45,11,21,18,31,58,0,16.2,10,37.5%,8,0.00,22,0,0,0,7,8,60.0%,9,2,0,0.07,0.00,0.07,2,4,0.03,2
137,5,b4fisyd57o49077v5nwv9ex91,82516,192,31,Central Midfielder,Tony,Tchani,T. Tchani,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,2,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,6,142,46,65,0.45,0,0,0.05,1,0,0,1,1,11,0,0,23,10,0,0,185,16,1,2,3,11,60.0%,4,2,23,0,2,6,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,38,31,116,3,31.7%,78.2%,82,16,13,22,17,103,0,16.9,2,88.9%,9,0.00,27,0,1,0,2,2,46.7%,7,4,0,0.37,0.08,0.45,1,1,0.07,6
138,12,6l4kyf7qchaomnurt2e2bk445,110525,363,30,Centre Forward,Randy,Edwini-Bonsu,R. Edwini-Bonsu,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,9,0,6,2,4,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,6,26,3,82,17,36,0.59,0,1,1.57,0,2,5,5,10,12,3,2,26,5,1,1,182,33,2,5,3,10,36.8%,0,0,21,2,0,7,0,2,11,1,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,6,86,16,80,14,35.4%,64.6%,32,17,4,28,8,46,0,19.3,12,40.0%,5,0.00,18,0,0,0,10,22,34.5%,3,6,1,0.43,0.16,0.59,9,0,0.07,9
139,5,207co3fpu5mhbs1r0e6p8vze1,231991,450,26,Goalkeeper,Nikolaos,Giantsopoulos,N. Giantsopoulos,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,116,77,8,0.00,0,0,0.04,0,0,0,1,1,0,0,0,4,0,0,0,179,0,0,0,0,2,-,2,0,4,0,0,0,0,4,0,0,3,0,0,0,0,1,4,1,3,0,21,1,2,9,6,1,0,19,10,11,3,7,0,4,11,0,0,0,8,0,0,0,179,0,0,48.3%,73.3%,0,0,85,0,116,0,0,29.3,0,100.0%,2,5.97,0,0,0,0,0,0,53.6%,2,0,0,0.00,0.00,0.00,1,0,-,0
139,13,1ezmtic5hzvazq7ogvy5vwbu,224759,365,21,Left Attacking Midfielder,Glenn,Muenkat,G. Muenkat,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,11,0,2,2,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,6,85,16,41,0.58,0,0,0.16,0,0,0,3,3,18,4,4,24,10,0,0,179,38,2,4,5,13,60.0%,0,0,17,4,1,2,4,0,3,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9,89,18,72,16,36.5%,67.1%,26,26,5,39,9,37,0,14.3,4,8.3%,12,0.00,18,0,0,0,4,4,61.3%,7,2,4,0.40,0.19,0.58,3,1,0.07,8
141,4,b4fvyjouvib12km5n7fa11n85,243852,352,29,Right Centre Back,Chakib,Hocine,C. Hocine,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,127,71,23,0.00,0,0,0.00,0,0,0,0,0,0,0,0,9,0,0,0,161,9,0,2,8,22,100.0%,12,5,16,2,3,2,0,1,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,113,48,0,45.7%,74.0%,34,0,60,0,83,44,0,23.3,0,75.0%,8,0.00,0,0,0,0,0,0,58.6%,19,3,0,0.00,0.00,0.00,0,7,-,0
142,8,ej15pecwc8l11pif9je6mo962,481763,287,19,Central Midfielder,Scott,Firth,S. Firth,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,6,0,2,0,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,10,5,108,52,41,0.19,0,0,0.06,0,0,0,1,1,2,0,0,12,0,0,0,159,15,7,2,4,16,81.8%,3,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,24,44,91,1,36.1%,86.1%,61,9,23,9,28,71,0,19.1,2,50.0%,4,0.00,0,0,0,0,0,8,71.8%,11,5,0,0.00,0.19,0.19,1,1,0.05,4
143,18,86wl8372aahbih0jhd3afap5h,52583,252,36,Centre Forward,Issey,Nakajima-Farran,I. Nakajima-Farran,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,17,0,5,1,4,4,1,4,1,1,0,0,4,1,0,1,0,0,2,0,0,1,1,6,14,7,73,20,32,1.02,1,0,0.07,1,0,0,2,2,7,2,0,15,2,0,0,145,38,4,3,2,11,77.8%,1,0,15,3,1,5,1,0,2,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,8,69,14,62,21,28.8%,71.2%,30,17,5,21,8,44,0,14.3,2,16.7%,18,0.00,16,0,1,0,2,2,52.4%,3,3,5,0.35,0.67,1.02,2,0,0.07,14
144,3,1bujk463ltexilqfs1lhy9wwl,68500,255,35,Central Midfielder,Josip,Golubar,J. Golubar,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,4,110,37,49,0.10,0,0,0.96,0,2,0,3,3,5,1,0,12,4,0,0,142,19,2,2,1,6,66.7%,1,1,15,1,1,6,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,41,12,89,7,29.1%,78.2%,56,22,8,29,9,72,0,12.2,2,20.0%,5,0.00,19,0,0,0,0,0,53.1%,2,4,0,0.10,0.00,0.10,3,0,0.05,2
145,9,b6aw65sbptx2dlqsfx64x59m1,423281,199,24,Right Attacking Midfielder,Austin,Ricci,A. Ricci,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,7,0,0,0,0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,8,74,16,28,0.43,0,1,0.36,0,1,1,3,4,13,2,1,20,7,2,0,138,25,4,1,3,10,62.5%,1,0,13,3,4,5,0,1,2,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,53,15,70,13,37.8%,59.5%,25,14,5,23,6,45,0,14.7,3,55.6%,9,0.00,17,0,0,0,4,5,25.0%,3,7,0,0.32,0.11,0.43,3,0,0.07,6
146,5,crmcclu4jvwxf4x0vzzzk7wx6,481760,229,29,Defensive Midfielder,Kouamé,Ouattara,K. Ouattara,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,7,97,46,31,0.04,0,0,0.00,0,0,0,0,0,2,0,0,8,2,0,0,124,18,1,2,3,8,60.0%,2,0,12,1,3,7,0,1,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,10,30,84,1,37.1%,79.4%,58,2,17,6,22,69,0,15.7,2,25.0%,4,0.00,18,0,0,0,0,0,55.6%,5,2,1,0.04,0.00,0.04,0,0,0.04,1
147,9,76efh9x1zkbrnhtn6k2bwtvu2,433496,292,22,Centre Forward,Cyrus,Rollocks,C. Rollocks,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,6,0,0,0,0,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,5,44,12,11,0.58,0,0,0.83,1,1,0,4,4,8,0,0,12,1,0,0,115,34,1,2,4,8,30.0%,1,1,9,2,0,3,1,0,5,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,55,7,53,12,38.6%,52.3%,17,4,2,8,3,33,0,15.3,7,18.2%,11,0.00,17,0,1,0,7,7,35.3%,3,3,2,0.58,0.00,0.58,4,0,0.10,6
148,6,88mbh6n9a49kc8gm8i0peswd1,481570,237,28,Centre Forward,Stephen,Hoyle,S. Hoyle,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,2,2,0,3,2,3,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,3,16,2,59,8,33,2.04,1,0,0.12,3,0,1,2,3,4,0,0,9,0,0,0,112,25,0,2,0,2,100.0%,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,78,2,32,15,23.7%,69.5%,14,26,1,39,1,19,0,12.4,0,27.8%,18,0.00,13,0,3,1,2,2,71.4%,1,1,0,2.04,0.00,2.04,3,0,0.20,10
149,8,cdottaalg53zhyz20ee8ta1ud,162327,344,25,Centre Forward,Calum,Ferguson,C. Ferguson,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,4,1,3,3,0,2,0,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,5,13,3,60,18,26,1.24,1,0,0.00,1,0,0,0,0,0,0,0,10,0,0,0,102,26,0,4,0,6,44.4%,2,2,8,4,0,2,1,0,1,1,3,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,49,6,47,14,20.0%,73.3%,28,14,2,21,4,35,0,11.5,5,25.0%,16,0.00,11,0,1,0,1,1,58.3%,2,3,1,0.80,0.44,1.24,0,0,0.16,8
150,7,2bvfol1n1otgzral4w8j0ci22,434685,170,20,Left Attacking Midfielder,David,Doe,D. Doe,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,39,4,17,0.51,0,0,0.00,1,0,0,0,0,16,4,2,15,5,0,0,93,22,2,3,0,5,50.0%,0,0,10,5,1,0,2,1,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,56,7,30,8,33.3%,53.8%,9,11,1,20,4,15,0,19.5,5,0.0%,1,0.00,27,0,1,0,4,5,30.8%,0,3,2,0.03,0.48,0.51,0,0,0.25,2
