Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
60,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,17,480,242,147,0.02,0,0,0.02,0,0,0,1,1,15,0,0,58,5,0,0,664,63,13,13,6,54,68.4%,22,15,54,3,4,4,1,5,5,3,1,0,0,0,0,0,0,0,0,0,6,0,1,4,2,0,0,6,4,2,1,0,0,3,1,0,0,1,1,2,12,73,242,349,4,35.8%,81.0%,234,23,132,33,164,283,0,20.0,12,46.2%,39,0.98,31,0,0,0,6,7,58.7%,41,8,5,0.02,0.00,0.02,1,2,0.02,1,HFX vs EDM,2019-09-02,5bq4jk75i9rlsdkao5607vo16,15376,73xrv2025rnj0t3y9ayp83bec:1052445,HFX vs EDM (2019-09-02)
61,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,6,1,0,1,6,3,2,0,0,1,1,2,1,2,0,1,0,0,3,4,7,47,26,483,216,194,1.81,3,2,1.69,3,3,1,10,11,21,1,0,58,11,2,2,663,51,5,13,12,42,69.2%,11,6,47,6,5,4,1,3,5,2,0,0,0,1,1,1,1,1,0,0,4,0,1,1,2,0,0,4,1,3,0,2,0,0,2,0,0,0,0,6,14,166,210,287,18,32.3%,84.9%,213,80,117,95,146,242,0,16.8,8,74.1%,27,0.60,16,0,3,1,12,15,73.1%,33,7,2,1.54,0.27,1.81,9,3,0.13,14,VAL vs YRK,2019-07-01,4ygmge1gwxxwqy6493t10br6y,15378,cqthcpums3aas2tdy0qhlkuwa:1052409,VAL vs YRK (2019-07-01)
62,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,6,1,2,1,5,3,1,0,0,0,0,1,0,0,0,0,2,0,1,4,6,70,17,454,163,204,1.46,1,1,1.19,2,2,4,7,11,28,3,2,49,12,0,0,660,47,9,13,10,48,81.5%,14,5,59,1,2,5,2,2,3,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,1,0,0,1,1,0,0,1,0,6,11,205,165,290,24,37.2%,80.8%,196,82,89,107,111,236,0,20.8,5,42.1%,19,0.71,18,0,2,1,8,17,66.3%,33,13,2,0.53,0.93,1.46,10,2,0.10,15,EDM vs FOR,2019-10-03,5ja0uunrontjjnbpxtcjqmjje,6925,c2pdzdl3dgf5b0siidn2ay5ii:1052461,EDM vs FOR (2019-10-03)
63,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,3,4,3,2,0,0,0,1,0,2,0,2,0,1,0,1,1,3,2,61,24,457,227,145,1.25,2,2,1.10,2,2,3,6,9,17,3,2,45,9,0,0,658,53,3,8,10,36,47.8%,13,3,46,2,2,7,4,1,8,2,0,0,0,1,0,0,2,1,1,0,5,0,0,0,3,1,1,4,4,1,0,4,0,0,2,0,0,1,4,2,11,165,189,304,22,30.4%,81.4%,209,49,114,68,141,248,0,19.4,12,48.1%,27,1.89,18,0,2,2,10,22,59.7%,22,11,3,1.06,0.19,1.25,7,1,0.10,13,FOR vs HFX,2019-09-15,5dzgbpowfq3bfc0jp50nxi0yy,15376,c2pdzdl3dgf5b0siidn2ay5ii:1052452,FOR vs HFX (2019-09-15)
63,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,11,8,3,2,1,6,2,1,1,1,0,0,3,1,3,0,2,1,2,2,7,7,72,29,437,167,169,2.31,4,3,1.36,3,2,4,11,15,26,9,5,52,13,0,0,658,49,2,8,16,49,62.5%,23,12,58,5,2,7,4,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,4,5,174,190,294,44,40.7%,76.9%,175,66,95,85,128,224,0,19.5,6,61.8%,34,1.06,16,0,3,3,12,22,61.2%,34,14,1,1.13,1.18,1.52,12,6,0.12,20,YRK vs FOR,2019-10-12,5augx4ovgk22zt4obomrdqaui,15377,cqthcpums3aas2tdy0qhlkuwa:1052442,YRK vs FOR (2019-10-12)
65,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,2,4,3,2,12,5,3,0,0,0,0,0,0,0,0,4,1,0,0,9,4,79,25,431,167,160,0.99,0,0,0.66,0,0,5,11,16,19,2,1,64,11,0,0,654,53,11,6,16,45,51.5%,11,1,59,8,1,4,2,2,7,1,0,0,0,0,0,0,2,2,0,0,5,0,0,3,2,1,0,4,3,2,0,2,1,1,1,0,0,2,2,4,10,176,177,301,27,39.9%,75.9%,182,55,90,81,112,238,0,20.5,16,71.4%,35,1.30,23,0,0,0,22,36,61.0%,33,12,0,0.63,0.35,0.99,16,5,0.04,23,YRK vs FOR,2019-05-25,4p3yxc6c1bq7vi5foh0praaga,15377,cqthcpums3aas2tdy0qhlkuwa:1052389,YRK vs FOR (2019-05-25)
66,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,2,6,0,4,1,1,0,0,1,0,0,0,2,0,1,0,5,2,79,33,441,204,125,2.73,2,0,1.94,4,3,3,8,11,20,0,0,70,6,0,0,653,51,5,18,12,53,88.5%,16,7,46,4,2,3,5,6,10,4,0,2,0,0,0,2,2,1,1,1,3,0,0,2,3,0,0,3,1,2,0,1,0,0,0,0,0,2,3,4,12,129,245,279,19,40.1%,74.6%,163,38,128,57,170,214,0,20.4,3,59.5%,37,1.89,16,0,4,1,11,19,58.8%,36,14,3,1.04,1.69,1.94,11,1,0.23,12,PAC vs YRK,2019-05-18,4o4p0koos9zpm6n7zu3b8p0fe,15380,cqthcpums3aas2tdy0qhlkuwa:1052387,PAC vs YRK (2019-05-18)
67,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,0,1,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5,3,50,28,428,193,157,0.99,0,0,0.48,2,1,1,6,7,23,2,2,60,11,0,0,652,58,5,14,11,57,54.3%,25,16,63,4,2,4,2,1,8,1,1,0,0,1,0,0,0,0,0,0,6,0,0,2,1,1,0,4,4,2,1,3,0,2,3,0,0,1,1,4,13,151,229,272,26,44.4%,81.8%,180,60,110,74,142,212,0,19.0,16,65.5%,29,0.92,21,0,2,0,18,25,67.9%,42,13,2,0.72,0.27,0.99,7,2,0.10,10,HFX vs VAL,2019-09-21,5enhkotsmczkzt7pdnznb6zxm,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052454,HFX vs VAL (2019-09-21)
68,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,49,22,437,214,152,0.69,0,0,0.64,1,1,3,5,8,23,1,0,61,15,0,0,651,52,10,13,12,49,71.9%,14,6,63,2,2,7,4,4,9,2,0,0,0,0,0,0,1,1,0,0,4,0,0,2,2,1,0,3,0,4,0,2,0,2,0,0,0,1,0,0,21,127,221,303,15,33.6%,83.8%,184,61,121,70,148,219,0,17.6,9,61.5%,13,0.90,19,0,1,0,13,17,66.0%,33,16,0,0.49,0.21,0.69,8,5,0.08,9,VAL vs HFX,2019-05-11,4lvxdock0f516s8sxjqnjyfl6,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052383,VAL vs HFX (2019-05-11)
69,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,4,0,4,2,5,3,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,61,12,436,226,137,1.58,0,0,1.33,2,2,5,4,9,18,3,3,63,9,0,0,646,54,5,14,7,37,57.6%,11,5,49,3,3,7,4,6,7,5,0,0,0,0,0,1,2,2,0,0,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,1,2,4,5,161,232,253,19,35.6%,83.3%,157,65,141,81,164,191,0,21.8,14,52.6%,38,1.94,20,0,2,0,13,19,65.8%,25,9,3,0.46,1.12,1.58,9,5,0.11,15,HFX vs VAL,2019-06-26,4wnipio218ipvoim5zm3ozq0a,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052404,HFX vs VAL (2019-06-26)
70,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,5,0,1,3,10,4,5,0,0,2,0,1,0,1,1,3,3,0,0,3,6,60,32,395,180,123,1.73,1,0,0.74,1,0,2,9,11,15,3,0,78,8,1,1,643,50,6,16,16,60,71.0%,22,9,69,4,3,4,2,5,12,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,0,1,2,2,16,130,247,266,21,40.5%,76.7%,151,33,119,45,161,189,0,20.7,9,76.3%,38,1.89,14,0,1,0,21,26,59.4%,45,13,2,1.42,0.31,1.73,11,4,0.09,19,PAC vs VAL,2019-05-02,4j6hzym2ji5zgrm0w0nzugmzu,15378,b3436h8h14zw7f1uv6w9vqf6y:1052377,PAC vs VAL (2019-05-02)
71,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,51,26,455,250,128,1.05,1,0,0.29,1,0,1,3,4,22,1,0,38,10,0,0,642,56,5,6,10,43,39.3%,21,4,51,6,2,4,2,3,4,2,0,0,0,0,0,1,3,3,0,0,10,2,1,5,4,0,0,8,6,4,2,2,0,4,2,0,0,0,7,14,11,109,268,265,15,36.7%,83.1%,183,39,156,50,186,219,0,18.0,17,45.5%,22,3.68,13,0,1,1,8,13,68.3%,38,5,0,0.24,0.81,1.05,4,1,0.17,6,EDM vs PAC,2019-08-10,56rc1pqth0zz4z61i5tjx282y,6925,b3436h8h14zw7f1uv6w9vqf6y:1052432,EDM vs PAC (2019-08-10)
72,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,1,4,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,63,15,452,182,192,0.90,1,1,0.78,0,0,0,8,8,30,1,0,52,9,0,0,640,61,9,20,15,57,65.9%,13,5,59,4,4,9,2,1,6,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,3,2,1,0,1,0,0,0,0,0,2,1,4,4,155,175,310,11,35.2%,82.7%,201,68,105,84,129,239,0,19.8,15,38.5%,13,0.69,21,0,0,0,8,11,63.5%,29,22,6,0.85,0.05,0.90,7,1,0.08,11,VAL vs HFX,2019-05-11,4lvxdock0f516s8sxjqnjyfl6,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052383,VAL vs HFX (2019-05-11)
73,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,4,3,85,35,436,171,145,1.20,1,1,1.04,1,1,0,6,6,9,2,0,40,1,0,0,639,44,5,14,24,69,90.5%,25,13,63,5,4,4,1,6,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,4,8,120,204,315,12,33.7%,72.5%,171,55,90,72,120,244,0,18.9,2,33.3%,27,0.90,19,0,1,1,3,5,51.7%,51,17,1,1.20,0.00,1.20,5,5,0.13,9,EDM vs FOR,2019-07-27,53g0lnf436lqjdeojawdin2i2,6925,c2pdzdl3dgf5b0siidn2ay5ii:1052424,EDM vs FOR (2019-07-27)
73,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,1,2,1,0,8,3,4,0,0,3,1,0,1,0,0,0,0,1,0,4,7,86,21,437,224,106,1.06,1,0,0.17,1,0,2,2,4,15,2,1,61,6,0,0,639,46,7,12,9,38,79.2%,8,3,55,4,4,7,7,3,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,4,2,2,0,3,0,0,1,0,0,3,0,8,7,125,234,280,16,37.1%,75.5%,157,33,140,54,174,209,0,20.7,5,58.8%,34,0.35,14,0,1,0,10,16,54.9%,24,11,3,0.73,0.33,1.06,4,0,0.09,12,CAV vs VAL,2019-05-09,4lfui87m3zeqqeec2n1i4huui,15378,41ewt71n8fqwy6trsqta1bjvu:1052382,CAV vs VAL (2019-05-09)
75,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,4,0,1,0,6,5,1,0,0,2,0,2,0,2,0,0,0,2,0,2,8,74,27,467,191,175,1.74,2,2,1.57,2,2,0,7,7,8,2,1,45,5,1,1,638,48,9,12,19,48,75.0%,8,1,66,4,3,10,4,2,6,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,3,3,0,1,0,2,0,0,0,0,2,3,2,11,151,190,297,23,38.3%,78.4%,188,71,107,98,132,237,0,20.8,7,36.8%,19,1.37,13,0,2,1,8,9,65.9%,26,19,3,1.59,0.15,1.74,5,3,0.16,11,VAL vs HFX,2019-08-29,5baupxq5dl73qe6ul59gyjucq,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052443,VAL vs HFX (2019-08-29)
75,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,1,2,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,4,76,22,419,185,136,0.52,0,0,0.30,0,0,2,4,6,20,1,0,60,14,0,0,638,63,4,12,8,43,53.3%,19,8,46,6,2,7,2,6,10,1,1,0,0,0,0,0,0,0,0,0,8,0,2,3,1,0,0,8,5,3,2,1,0,3,4,0,0,1,3,4,4,139,225,274,15,45.6%,76.6%,155,44,122,66,154,199,0,22.8,14,29.5%,44,1.93,17,0,0,0,12,15,60.2%,30,9,4,0.30,0.22,0.52,6,2,0.05,10,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,6925,41ewt71n8fqwy6trsqta1bjvu:1052433,CAV vs EDM (2019-08-17)
75,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,1,7,1,1,0,0,1,0,1,0,0,0,4,2,1,0,3,4,73,15,411,179,144,2.29,1,1,2.18,3,3,7,5,12,21,2,1,63,10,1,1,638,61,7,10,14,54,65.4%,23,8,54,6,0,4,5,5,6,1,0,1,1,0,1,0,1,1,0,0,5,0,0,4,3,0,0,5,2,3,0,1,0,1,1,0,0,0,1,4,6,179,216,243,36,38.2%,78.6%,152,60,111,86,143,182,2,22.1,9,41.7%,48,1.02,22,2,3,1,18,27,59.9%,32,17,5,0.67,1.61,2.29,11,1,0.15,15,CAV vs PAC,2019-08-29,5biy9aa4r6bw4jex62d7bi25m,15380,41ewt71n8fqwy6trsqta1bjvu:1052444,CAV vs PAC (2019-08-29)
78,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,7,7,0,2,1,2,1,0,0,0,0,0,2,0,1,0,1,0,1,1,4,4,55,25,452,242,130,1.50,2,2,1.14,1,1,2,6,8,10,2,2,54,6,0,0,637,52,7,14,11,54,70.0%,19,2,52,5,4,7,4,5,7,6,0,1,0,0,0,1,2,1,1,0,4,0,0,0,1,0,0,4,2,2,1,3,2,1,0,0,0,2,2,0,8,117,276,244,22,33.6%,82.3%,157,55,160,66,197,189,0,18.3,9,41.4%,29,1.56,13,0,1,1,7,14,57.9%,37,16,1,1.28,0.22,1.50,6,4,0.13,12,EDM vs YRK,2019-08-25,5aoowrl9kk9cw97nk27elvjoq,15382,73xrv2025rnj0t3y9ayp83bec:1052441,EDM vs YRK (2019-08-25)
78,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,4,1,4,2,1,0,0,0,0,1,0,0,0,0,1,0,1,2,6,61,15,451,194,181,1.61,1,1,0.59,1,0,5,4,9,23,6,3,57,9,0,0,637,63,9,11,5,34,64.5%,6,2,58,8,2,8,2,3,8,0,0,0,2,0,0,0,3,3,0,0,3,0,1,1,1,1,0,2,1,2,1,0,0,1,1,0,0,2,2,12,15,166,178,293,35,33.3%,83.1%,203,56,116,76,131,244,0,20.0,11,50.0%,34,1.57,12,0,1,0,11,14,70.0%,18,13,3,0.40,1.21,1.61,8,4,0.11,14,EDM vs YRK,2019-09-21,5f1r9xf57ykmnmfv1i1oqtw8a,15382,73xrv2025rnj0t3y9ayp83bec:1052455,EDM vs YRK (2019-09-21)
78,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,2,1,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1,56,33,447,198,160,0.97,0,0,0.88,1,1,1,13,14,19,0,0,57,8,0,0,637,52,9,6,8,31,93.8%,4,2,43,6,2,10,0,5,12,2,0,0,0,0,0,2,2,0,2,0,3,0,0,2,1,1,0,2,2,1,0,1,0,1,1,0,0,2,1,8,13,113,215,309,21,43.0%,80.1%,194,39,125,53,160,234,0,20.4,1,54.8%,31,1.20,21,0,1,0,11,15,66.7%,22,9,0,0.89,0.08,0.97,14,2,0.06,15,YRK vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15381,cqthcpums3aas2tdy0qhlkuwa:1052405,YRK vs CAV (2019-06-26)
81,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,0,0,10,5,3,0,0,0,0,1,0,1,0,2,0,1,0,5,4,60,19,461,184,198,1.12,1,1,1.00,1,1,1,7,8,18,1,0,58,12,0,0,636,53,4,13,6,37,63.0%,12,9,54,2,5,7,2,1,9,2,0,0,0,0,1,0,3,2,1,0,3,0,0,3,1,0,0,3,0,3,0,0,1,1,0,0,0,1,1,6,13,147,175,314,19,34.9%,82.9%,222,64,96,78,121,262,1,18.8,10,54.5%,33,1.36,18,1,1,1,13,17,62.7%,25,10,2,0.99,0.13,1.12,7,4,0.10,11,VAL vs EDM,2019-08-20,592lweqfjtzxi567zh14vv6ne,15378,73xrv2025rnj0t3y9ayp83bec:1052438,VAL vs EDM (2019-08-20)
81,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,5,2,3,5,0,9,3,4,0,0,0,0,1,0,1,0,4,0,0,1,2,8,65,32,416,170,149,2.19,1,1,1.80,2,2,5,9,14,33,4,3,70,18,0,0,636,67,2,9,9,31,57.9%,11,3,51,6,4,6,1,7,9,5,0,1,0,0,0,0,1,1,0,0,3,1,1,0,3,0,0,2,2,1,1,1,0,0,0,0,0,2,1,10,14,143,209,284,29,42.3%,76.7%,170,43,106,57,148,211,0,22.0,8,54.3%,46,1.10,16,0,2,1,16,20,61.9%,19,10,2,1.83,0.35,2.19,13,5,0.12,19,YRK vs CAV,2019-09-28,5hmjvfnz6s1yxo8yewvda00ve,15381,cqthcpums3aas2tdy0qhlkuwa:1052459,YRK vs CAV (2019-09-28)
81,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,5,1,1,3,6,5,1,0,0,0,0,2,0,2,0,0,1,0,2,4,7,67,23,442,167,185,1.79,2,2,1.29,3,2,0,10,10,18,2,0,47,6,1,1,636,61,7,16,11,51,67.6%,16,6,59,5,7,6,1,4,5,1,1,1,0,0,1,0,0,0,0,0,6,0,0,6,2,0,0,6,2,4,0,0,0,1,3,0,0,3,0,8,7,156,220,260,20,41.2%,79.6%,176,62,114,84,152,206,0,19.9,11,34.6%,26,0.70,19,0,3,2,14,17,68.1%,31,17,3,1.73,0.07,1.79,8,3,0.11,16,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15378,b3436h8h14zw7f1uv6w9vqf6y:1052471,PAC vs VAL (2019-10-19)
84,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,10,6,4,5,0,5,2,2,1,0,2,1,0,2,0,0,1,0,1,1,7,7,61,17,454,178,198,2.46,2,0,1.34,3,2,2,10,12,14,3,1,36,3,0,0,634,59,4,11,7,38,71.4%,15,4,51,5,3,9,3,4,3,2,1,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,2,2,1,2,0,0,0,1,0,0,2,1,6,18,191,172,271,37,31.3%,82.8%,195,83,98,103,124,227,0,19.1,6,42.1%,19,0.77,15,0,3,0,7,13,66.2%,21,12,5,1.39,1.07,1.67,12,2,0.12,20,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15376,c2pdzdl3dgf5b0siidn2ay5ii:1052417,FOR vs HFX (2019-07-17)
84,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,0,0,0,2,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,69,41,470,225,135,0.76,0,0,0.32,1,0,2,2,4,6,0,0,42,4,1,0,634,58,3,13,9,38,53.3%,13,5,83,3,1,9,4,2,3,5,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,10,108,223,303,11,38.5%,76.6%,183,45,132,56,172,242,1,18.7,14,41.2%,34,1.08,22,1,1,0,9,15,53.0%,25,11,2,0.61,0.15,0.76,4,1,0.11,7,EDM vs HFX,2019-07-01,4xl9k0k5zmput7d3mb348balm,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052407,EDM vs HFX (2019-07-01)
84,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,1,6,1,0,5,2,2,0,0,2,1,0,3,2,0,1,0,0,3,2,9,43,20,420,241,116,1.73,3,1,0.97,2,1,1,6,7,34,4,1,61,18,3,0,634,47,5,15,11,63,76.9%,28,13,39,4,5,4,2,4,8,0,0,0,0,0,0,2,1,1,0,0,7,0,2,2,3,1,0,6,4,3,1,2,0,2,2,0,1,1,8,6,9,138,287,209,16,36.7%,85.0%,151,42,164,57,195,168,0,16.6,6,56.3%,16,4.30,21,0,2,0,4,5,70.8%,45,10,8,0.33,1.40,1.73,6,6,0.13,13,PAC vs CAV,2019-07-01,4y80wf71m0f30yb3hu1lw0lt6,15381,b3436h8h14zw7f1uv6w9vqf6y:1052408,PAC vs CAV (2019-07-01)
87,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,3,2,2,1,6,4,2,0,0,1,0,1,0,1,0,0,0,0,1,3,8,66,15,441,174,186,1.87,1,1,1.39,2,1,1,8,9,19,1,1,45,8,1,1,632,54,4,11,5,33,78.9%,9,5,48,8,0,6,4,5,4,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,0,3,2,2,0,3,1,1,0,0,0,2,2,2,13,173,176,283,19,34.9%,81.6%,200,66,94,87,121,233,0,18.9,4,39.1%,23,1.59,17,0,2,1,13,16,60.4%,21,10,2,1.75,0.12,1.87,8,8,0.13,14,EDM vs VAL,2019-06-02,4rnwigdpceglolacgssquoaqy,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052395,EDM vs VAL (2019-06-02)
88,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,0,0,2,1,0,0,0,0,0,2,1,3,0,2,0,1,2,1,2,41,21,464,239,163,0.63,3,3,0.63,1,1,1,4,5,14,2,1,52,7,0,0,629,44,9,17,6,50,68.4%,18,10,54,2,4,7,0,1,5,2,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,4,12,106,258,265,11,31.3%,86.6%,183,55,164,62,193,209,0,19.7,12,76.5%,17,0.32,15,0,1,1,10,12,69.7%,30,15,5,0.57,0.06,0.63,2,2,0.13,5,PAC vs EDM,2019-06-23,4wd6d6al3htq8jwxk4z9b2e0a,15380,73xrv2025rnj0t3y9ayp83bec:1052403,PAC vs EDM (2019-06-23)
88,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,1,1,9,4,2,1,0,0,0,0,0,0,0,3,0,0,0,4,7,60,27,440,161,192,2.30,0,0,1.28,2,1,1,11,12,20,3,2,53,10,1,1,629,41,8,13,18,46,72.4%,7,5,59,0,4,11,3,3,7,4,0,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,2,2,0,0,1,0,2,0,0,0,2,1,4,5,150,184,295,27,43.2%,80.2%,206,56,91,77,127,236,1,19.0,8,56.3%,16,1.18,16,1,2,0,17,22,65.3%,27,19,0,1.40,0.90,1.51,12,1,0.14,16,FOR vs YRK,2019-10-06,5lomje72gq8r3x9xte5tduwru,15377,cqthcpums3aas2tdy0qhlkuwa:1052465,FOR vs YRK (2019-10-06)
90,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,2,3,5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,3,5,62,21,425,171,171,1.24,0,0,1.03,1,1,2,8,10,22,2,0,54,12,1,0,628,41,6,11,7,44,63.0%,18,9,51,1,4,5,2,3,8,2,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,0,3,2,1,1,0,0,1,1,0,0,1,1,6,6,142,203,283,22,38.1%,80.5%,178,49,115,65,136,224,1,17.6,10,60.0%,20,1.13,19,1,1,0,14,23,69.1%,32,10,2,0.45,0.80,1.24,10,2,0.08,15,CAV vs YRK,2019-07-21,52so1blu4db5n9tx8m6lq2noq,15381,cqthcpums3aas2tdy0qhlkuwa:1052421,CAV vs YRK (2019-07-21)
