Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play
81,8,76lz7mhivihluvwrvf2rmdlnt,421816,312,20,Right Back,Jake,Ruby,J. Ruby,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,12,134,51,45,0.20,0,0,0.02,0,0,1,0,1,4,0,0,32,2,0,0,250,17,7,6,6,32,65.0%,10,7,25,0,2,3,2,6,1,1,0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,63,97,90,7,43.3%,71.6%,40,24,32,33,47,54,0,15.8,7,80.0%,10,0.00,13,0,0,0,3,3,48.3%,25,6,1,0.20,0.00,0.20,1,1,0.07,3,0.0%,0.0%
82,7,20o0wuwg7mm8ynf0msec3a06i,481560,355,29,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,144,47,40,0.03,0,0,0.27,0,1,0,1,1,7,0,0,29,3,0,0,248,21,3,4,8,20,70.0%,5,3,17,5,2,1,4,8,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,65,85,98,1,50.0%,60.4%,37,21,29,28,52,64,0,19.9,3,46.2%,13,0.00,0,0,0,0,3,3,38.9%,14,3,3,0.00,0.03,0.03,1,1,0.03,1,33.3%,33.3%
83,10,4t92bvofxxvfqe6f2w9gs8t0p,200948,500,23,Centre Forward,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,5,0,1,1,0,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,44,7,136,32,53,0.40,1,0,0.65,1,1,2,5,7,19,0,0,37,9,2,0,242,35,8,2,5,19,52.6%,3,0,25,5,1,3,5,4,5,5,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,117,38,87,17,26.5%,62.5%,40,34,11,58,17,61,1,17.9,9,33.3%,12,0.00,19,1,1,1,10,23,36.1%,9,7,3,0.40,0.00,0.40,7,0,0.08,5,13.0%,30.0%
84,7,7yablvquk5wpfy1hrwjoknj6d,225053,630,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,167,115,8,0.00,0,0,0.03,0,0,0,1,1,0,0,0,3,0,0,0,240,0,0,0,0,2,-,2,0,9,0,0,0,0,1,0,0,2,4,1,0,1,2,9,8,1,0,19,0,0,6,11,1,1,17,14,5,4,8,0,6,2,0,0,0,12,0,0,0,240,0,0,49.1%,73.7%,0,0,123,0,167,0,0,32.6,0,100.0%,2,7.37,0,0,0,0,0,0,48.8%,2,0,0,0.00,0.00,0.00,1,0,-,0,-,-
85,10,5ep5673eihbif5vkbzctjj0x6,484651,372,25,Centre Attacking Midfielder,Omar,Kreim,O. Kreim,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,6,0,1,0,1,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,24,6,125,32,63,0.35,1,0,0.63,0,1,0,5,5,16,1,0,35,10,0,0,235,38,6,7,6,21,68.4%,2,0,24,0,2,1,2,2,7,0,1,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,96,39,100,16,28.0%,76.0%,46,35,14,51,16,58,0,12.2,6,7.7%,13,0.00,16,0,0,0,7,8,60.0%,8,10,3,0.30,0.05,0.35,5,1,0.06,6,37.5%,42.9%
86,10,cfffc2qdknupbftpqye1cbf1l,224168,455,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,6,1,4,4,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,32,9,129,26,62,0.63,1,2,1.98,1,3,1,8,9,27,3,1,34,16,0,0,230,37,2,3,1,8,71.4%,2,1,17,6,1,2,4,0,4,4,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,129,9,92,22,31.8%,68.2%,44,39,5,59,6,64,0,17.1,2,31.3%,16,0.00,17,0,1,1,9,10,46.3%,2,3,3,0.63,0.00,0.63,7,0,0.09,7,10.0%,11.1%
87,10,3hebpt7rddccp0powpyfwri7d,243961,480,22,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,6,1,3,3,0,1,1,7,1,5,0,0,0,0,1,0,1,1,0,1,0,0,8,1,39,4,126,31,52,1.11,1,1,0.76,1,2,1,4,5,18,1,0,22,7,0,0,226,55,1,4,0,8,71.4%,3,1,14,8,0,5,0,2,1,3,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,16,118,10,98,25,20.6%,65.9%,51,30,2,53,3,70,0,13.6,2,30.4%,23,0.00,15,0,1,1,5,5,53.8%,3,4,1,1.06,0.05,1.11,4,1,0.09,12,0.0%,0.0%
88,10,882vd5rnobx3xba2sb99k49gp,421823,385,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,8,0,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,16,15,155,53,71,0.48,0,0,0.11,1,0,0,3,3,3,0,0,21,3,0,0,213,14,2,11,4,24,76.5%,6,2,19,1,1,3,1,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,43,53,117,5,29.7%,80.0%,86,20,18,24,29,102,0,18.5,4,37.5%,8,0.00,18,0,1,0,1,1,60.9%,15,5,4,0.41,0.06,0.48,3,1,0.10,5,100.0%,100.0%
89,10,c0bz7h3es1ym0n5he0l4ntzop,172568,657,24,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,3,2,7,5,2,3,3,6,2,3,1,1,0,0,3,0,2,0,0,0,2,1,3,10,19,1,108,36,52,2.29,3,0,0.49,3,0,1,3,4,12,2,2,16,3,0,0,209,46,3,2,0,9,55.6%,3,2,13,5,1,6,1,0,3,2,2,0,0,0,0,0,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,10,111,11,87,32,16.7%,81.5%,51,33,4,40,5,63,0,13.6,4,23.5%,17,0.00,19,0,3,2,9,10,50.0%,4,3,2,1.40,0.89,1.50,4,0,0.12,19,10.0%,11.1%
90,5,cu34wwcs8ozsglt7gew3p7sh5,421817,304,20,Left Back,Terique,Mohammed,T. Mohammed,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,6,92,36,34,0.05,0,1,0.07,0,0,0,1,1,6,1,0,26,2,1,0,206,25,4,10,4,30,63.6%,11,5,14,2,2,5,1,6,1,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,3,46,88,72,5,41.3%,76.1%,34,15,21,17,33,42,0,21.4,8,50.0%,4,0.00,0,0,0,0,10,10,55.3%,26,4,0,0.00,0.05,0.05,0,1,0.05,1,20.0%,20.0%
91,8,ezibxuzirgqnb5enkgvdk5ot1,243864,471,27,Left Attacking Midfielder,Alessandro,Riggi,A. Riggi,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,0,5,1,4,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,5,32,2,132,26,72,0.55,1,1,0.89,1,1,1,6,7,4,1,0,21,2,2,1,204,32,4,8,3,15,57.1%,0,0,22,4,1,2,2,1,4,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,93,26,85,5,36.4%,74.2%,49,39,10,60,12,60,0,16.3,9,0.0%,6,0.00,21,0,1,1,7,10,62.5%,8,5,2,0.55,0.00,0.55,6,0,0.07,8,10.0%,0.0%
91,6,7syvxffcyqbhwd42954p8ej85,159998,309,24,Centre Attacking Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,1,124,41,69,0.30,0,0,0.13,0,0,1,1,2,14,0,0,20,9,0,0,204,29,3,3,1,8,42.9%,1,0,18,0,2,3,2,2,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,79,19,106,3,21.8%,88.7%,76,29,5,38,5,81,0,16.2,8,0.0%,3,0.00,12,0,0,0,8,12,66.7%,3,2,3,0.30,0.00,0.30,2,1,0.10,3,25.0%,25.0%
93,9,1mg5xen2me6dsqu3b0lktvnbp,81402,507,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,4,2,8,8,0,0,0,6,0,2,0,0,0,0,2,0,1,1,5,4,0,1,0,5,46,4,125,20,55,3.38,2,0,0.48,8,0,0,5,5,4,0,0,48,1,0,0,200,54,1,0,0,4,50.0%,3,2,10,15,0,2,6,1,3,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,9,114,11,75,35,33.6%,60.0%,38,36,1,64,4,57,0,13.7,1,55.1%,69,0.00,9,0,8,2,14,14,38.1%,3,1,0,1.82,1.56,3.38,5,2,0.24,14,7.1%,7.1%
94,6,db3mtdls95klppptl1n96ezf9,92442,372,30,Centre Attacking Midfielder,Kyle,Porter,K. Porter,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,17,2,134,44,71,0.54,1,1,0.65,1,0,5,4,9,2,0,0,12,2,0,0,199,17,2,2,3,11,80.0%,3,2,16,1,0,3,1,2,1,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,76,19,104,6,29.1%,85.8%,82,27,6,35,8,91,0,20.3,1,37.5%,8,0.00,18,0,1,1,8,23,71.8%,6,3,2,0.09,0.45,0.54,8,0,0.18,3,34.8%,25.0%
95,6,4wg2u3zl05ijnwx0wicmwpvpx,184584,540,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,156,91,24,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,196,0,0,0,0,5,-,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,2,13,12,1,0,11,0,0,7,7,1,0,10,6,5,2,2,0,4,0,0,0,0,14,0,0,0,196,0,0,61.5%,73.7%,0,0,115,0,156,0,0,34.2,0,100.0%,3,7.60,0,0,0,0,0,0,57.3%,5,0,0,0.00,0.00,0.00,0,0,-,0,-,-
96,6,ex7za2yvl9xrcdtr60ake2bit,222921,540,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,144,88,21,0.00,0,0,0.03,0,0,0,1,1,0,0,0,3,0,0,0,194,2,0,0,0,3,-,3,0,6,0,0,0,0,1,0,0,2,2,1,0,0,2,6,6,0,0,13,0,1,2,11,1,0,12,8,5,4,6,0,2,0,0,0,0,8,0,0,0,192,2,0,63.2%,75.7%,2,0,107,0,142,2,0,34.5,0,50.0%,4,7.24,0,0,0,0,0,0,62.6%,3,0,0,0.00,0.00,0.00,1,0,-,0,-,-
96,7,1lg1214de42tia4tcv7rk3z6d,103949,454,28,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,1,0,2,0,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,22,6,138,40,70,0.32,0,1,1.03,0,2,0,6,6,6,1,1,24,4,1,0,194,30,3,2,0,7,35.7%,2,0,19,3,0,7,2,0,6,0,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,85,12,97,13,25.4%,79.7%,62,44,4,53,6,79,0,14.7,9,50.0%,16,0.00,19,0,0,0,5,5,51.4%,6,0,1,0.24,0.07,0.32,5,0,0.05,7,40.0%,40.0%
98,7,6rj6gpjhz8sk2405943kpii1h,167886,333,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,4,1,3,1,2,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,4,2,20,6,120,34,60,1.67,1,0,0.33,2,0,3,4,7,6,0,0,23,5,0,0,189,8,3,2,0,6,71.4%,0,0,12,0,0,0,4,4,5,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,3,84,24,81,9,37.5%,78.3%,50,32,12,44,17,59,0,21.0,2,0.0%,3,0.00,22,0,2,0,5,20,62.2%,2,3,1,0.30,1.37,0.88,7,0,0.19,9,30.0%,40.0%
99,6,9xntliz4ut9p00wlwc0gd7e95,481759,371,28,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,17,9,96,37,33,0.15,1,0,0.10,0,1,2,0,3,8,0,0,23,5,0,0,187,11,4,5,5,24,81.8%,8,4,15,1,2,3,0,4,0,1,1,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,0,49,76,62,6,49.0%,72.9%,35,15,20,22,31,43,0,18.8,2,71.4%,7,0.00,20,0,0,0,4,9,57.4%,17,5,2,0.04,0.11,0.15,3,1,0.07,2,33.3%,25.0%
100,6,4g57cr61ps0y0w29dv3f5s3c9,199133,360,25,Central Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,1,1,1,0,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,26,6,122,36,54,0.30,1,0,0.40,0,0,2,5,7,11,2,0,11,3,0,0,182,15,0,1,2,3,33.3%,0,0,18,0,1,1,2,3,1,1,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,87,21,74,9,27.0%,73.8%,42,37,11,46,15,61,0,17.1,2,50.0%,2,0.00,21,0,0,0,3,10,54.5%,1,1,1,0.22,0.08,0.30,7,0,0.04,7,30.0%,33.3%
101,3,79pboh9mzuchik3r2027wntgp,233807,241,25,Right Centre Back,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,9,146,87,35,0.13,0,0,0.00,0,0,0,0,0,0,0,0,11,0,0,0,181,5,1,3,2,20,80.0%,14,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,106,70,3,43.2%,83.6%,58,2,62,3,76,67,0,23.3,1,70.0%,10,0.00,0,0,0,0,0,0,69.8%,20,0,0,0.00,0.13,0.13,0,6,0.07,2,-,-
101,4,3ucemntfw84vk7op9z7wnf36d,428321,360,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,136,87,11,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,181,1,0,0,0,2,-,2,0,5,0,1,0,0,3,0,0,1,2,1,0,1,0,5,5,0,0,9,0,0,8,0,0,0,9,5,4,0,1,1,6,2,0,0,0,6,0,0,0,181,0,0,39.0%,72.1%,0,0,98,0,136,0,0,32.9,0,100.0%,2,4.40,0,0,0,0,0,0,45.3%,2,0,0,0.00,0.00,0.00,0,0,-,0,-,-
103,6,dl4wkt9bhput0z1sikhu15562,483117,327,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,92,37,43,0.10,0,0,0.28,0,1,0,2,2,5,0,0,21,4,0,0,177,17,6,7,7,27,65.0%,4,1,18,4,0,0,1,2,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,54,61,62,4,31.5%,87.0%,32,26,22,26,26,40,0,16.9,7,40.0%,5,0.00,17,0,0,0,9,9,72.4%,21,5,1,0.08,0.02,0.10,2,1,0.03,3,11.1%,11.1%
104,7,9wsm9vzab3uywb8rox5go6jxm,484332,480,22,Centre Forward,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,3,3,0,2,0,5,2,2,0,0,1,0,3,0,2,1,1,1,2,0,6,0,17,4,89,26,42,2.20,3,0,0.25,2,0,1,4,5,17,5,2,26,6,0,0,174,47,1,1,0,2,50.0%,0,0,13,2,0,2,3,0,2,2,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,99,6,69,24,15.7%,76.4%,37,29,2,38,2,49,0,14.6,2,37.1%,35,0.00,14,0,2,2,7,7,42.9%,1,0,1,1.29,0.91,2.20,5,0,0.22,10,14.3%,14.3%
105,5,3p86lh50rfrmmlrnxsq17dwtm,484562,290,25,Left Back,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,80,29,23,0.00,0,0,0.00,0,0,0,0,0,5,0,0,14,2,0,0,173,19,1,7,6,23,42.1%,6,3,10,0,2,0,0,3,1,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,32,81,60,0,52.5%,65.0%,28,8,16,11,30,39,0,18.9,11,0.0%,2,0.00,0,0,0,0,6,6,45.2%,22,1,0,0.00,0.00,0.00,0,3,-,0,0.0%,0.0%
106,4,daf9pfrmp5w42wpwejb3lzkr9,246192,303,29,Defensive Midfielder,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,115,51,44,0.00,0,0,0.21,0,0,2,2,4,1,0,0,9,1,1,1,172,18,1,1,5,13,40.0%,3,1,12,1,1,6,2,0,1,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,42,42,88,0,33.9%,82.6%,56,16,23,22,27,66,0,18.7,3,50.0%,6,0.00,0,0,0,0,4,5,71.8%,8,5,0,0.00,0.00,0.00,4,1,-,0,40.0%,25.0%
107,6,bmibmsnkr8oa6ckm2y0g30d05,446572,254,27,Left Back,Jordan,Dunstan,J. Dunstan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,105,51,29,0.00,0,0,0.03,0,0,1,0,1,3,0,0,17,2,0,0,166,17,1,3,6,23,66.7%,13,10,6,3,3,1,0,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,32,75,59,3,53.3%,76.2%,36,8,36,10,52,43,0,22.4,2,68.8%,16,0.00,0,0,0,0,2,2,62.5%,14,8,1,0.00,0.00,0.00,1,1,-,0,0.0%,0.0%
108,9,32fe58rlsvv1h3qthbhol08yy,481846,381,26,Centre Forward,Anthony Joseph,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,5,0,6,6,0,1,0,2,0,2,0,0,0,0,2,0,2,0,1,0,1,1,4,3,16,3,98,29,50,2.57,2,0,0.17,3,0,0,3,3,7,2,1,20,4,0,0,165,30,0,3,2,6,100.0%,1,1,12,2,1,1,2,1,6,1,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,84,6,75,16,14.3%,80.6%,40,37,2,48,3,47,0,12.6,0,21.1%,19,0.00,10,0,3,0,0,0,50.0%,1,4,1,2.00,0.57,2.57,3,0,0.29,9,-,-
108,6,58elvwym7gnql18liaoa6zo16,481627,308,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,136,55,62,0.11,0,0,0.05,0,0,0,1,1,0,0,0,10,0,0,0,165,25,1,3,0,8,50.0%,4,2,19,2,3,7,0,3,0,1,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,29,38,98,3,33.1%,86.0%,73,22,22,23,26,87,0,14.5,4,33.3%,9,0.00,15,0,0,0,1,1,66.7%,5,1,2,0.06,0.05,0.11,1,1,0.06,2,0.0%,0.0%
110,5,bewzox1rnh1n28tkj5k0rmrqh,224756,227,21,Right Back,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,93,30,38,0.00,0,0,0.04,0,0,0,1,1,3,0,0,12,0,0,0,157,17,1,5,6,17,50.0%,4,2,18,1,0,3,0,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,4,36,51,70,2,48.4%,73.1%,36,15,17,18,27,48,0,17.1,6,50.0%,4,0.00,0,0,0,0,1,1,57.8%,11,4,2,0.00,0.00,0.00,1,2,-,0,0.0%,0.0%
111,9,4bc5n4bry6a5wswiwzq8d9oq2,481569,283,24,Left Winger,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,8,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,5,64,13,34,1.13,0,1,0.21,2,0,0,3,3,19,1,0,32,6,0,0,151,42,7,11,3,21,66.7%,0,0,27,4,2,5,3,1,3,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,8,68,29,54,14,26.6%,73.4%,16,22,9,30,12,22,0,15.2,9,20.0%,5,0.00,7,0,2,0,10,10,58.8%,13,5,3,1.00,0.13,1.13,2,0,0.28,4,0.0%,0.0%
