player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Caglar Söyüncü,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,20,Turkey,0,0,0,,nan,,
Caleb Stanko,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,22,United States,0,0,0,,nan,,
Christian Günter,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,23,Germany,12919,671795,696824,,nan,,
Fabian Menig,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,22,Germany,0,0,0,,nan,,
Fabian Schleusener,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,24,Germany,0,0,0,,nan,,
Florian Kath,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,21,Germany,0,0,0,,nan,,
Florian Niederlechner,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,25,Germany,12919,671795,696824,,nan,,
Georg Niedermeier,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,30,Germany,8607,447563,464238,,nan,,
Havard Nielsen,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,22,Norway,0,0,0,,nan,,
Janik Haberer,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,22,Germany,8607,447563,464238,,nan,,
Jonas Föhrenbach,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,20,Germany,1714,89152,92474,,nan,,
Jonas Meffert,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,21,Germany,0,0,0,,nan,,
Julian Schuster,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,31,Germany,21543,1120259,1161997,,nan,,
Karim Guédé,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,31,Slovakia,7325,380924,395116,,nan,,
Lucas Hufnagel,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,22,Georgia,0,0,0,,nan,,
Lukas Kübler,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,23,Germany,4311,224231,232586,,nan,,
Manuel Gulde,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,25,Germany,7931,412442,427809,,nan,,
Marc Oliver Kempf,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,21,Germany,0,0,0,,nan,,
Marc Torrejón,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,30,Spain,10338,537616,557646,,nan,,
Mats Möller Daehli,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,21,Norway,0,0,0,,nan,,
Maximilian Philipp,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,22,Germany,3879,201718,209234,,nan,,
Mike Frantz,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,29,Germany,8607,447563,464238,,nan,,
Nicolas Höfler,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,26,Germany,7325,380924,395116,,nan,,
Nils Petersen,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,27,Germany,12919,671795,696824,,nan,,
Onur Bulut,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,22,Germany,7325,380924,395116,,nan,,
Pascal Stenzel,2016-2017,Bundesliga,Freiburg,Defender,Outfielder,20,Germany,3879,201718,209234,,nan,,
Patric Klandt,2016-2017,Bundesliga,Freiburg,Goalkeeper,Goalkeeper,32,Germany,7325,380924,395116,,nan,,
Rafal Gikiewicz,2016-2017,Bundesliga,Freiburg,Goalkeeper,Goalkeeper,28,Poland,12919,671795,696824,,nan,,
Sebastian Kerk,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,22,Germany,0,0,0,,nan,,
Tim Kleindienst,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,20,Germany,0,0,0,,nan,,
Vincent Sierro,2016-2017,Bundesliga,Freiburg,Midfielder,Outfielder,20,Switzerland,7325,380924,395116,,nan,,
Vincenzo Grifo,2016-2017,Bundesliga,Freiburg,Forward,Outfielder,23,Italy,7325,380924,395116,,nan,,
Aaron Hunt,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,29,Germany,33146,1723614,1787833,,nan,,
Albin Ekdal,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,26,Sweden,33146,1723614,1787833,,nan,,
Alen Halilovic,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,20,Croatia,0,0,0,,nan,,
Andreas Hirzel,2016-2017,Bundesliga,Hamburg,Goalkeeper,Goalkeeper,23,Switzerland,1039,54031,56044,,nan,,
Arianit Ferati,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,18,Germany,0,0,0,,nan,,
Ashton Götz,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,22,Germany,7325,380924,395116,,nan,,
Bakery Jatta,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,18,The Gambia,866,45026,46704,,nan,,
Batuhan Altintas,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,20,Turkey,0,0,0,,nan,,
Bobby Wood,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,23,United States,5680,295373,306379,,nan,,
Christian Mathenia,2016-2017,Bundesliga,Hamburg,Goalkeeper,Goalkeeper,24,Germany,7325,380924,395116,,nan,,
Cléber Reis,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,25,Brazil,0,0,0,,nan,,
Dennis Diekmeier,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,26,Germany,21543,1120259,1161997,,nan,,
Douglas Santos,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,22,Brazil,39779,2068517,2145586,,nan,,
Dren Feka,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,19,Kosovo,1039,54031,56044,,nan,,
Emir Spahic,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,35,Bosnia-Herzegovina,0,0,0,,nan,,
Filip Kostic,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,23,Serbia,41441,2154968,2235257,,nan,,
Finn Porath,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,19,Germany,866,45026,46704,,nan,,
Frank Ronstadt,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,18,Germany,1039,54031,56044,,nan,,
Gideon Jung,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,21,Germany,12919,671795,696824,,nan,,
Gotoku Sakai,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,25,Japan,0,0,0,,nan,,
Johan Djourou,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,29,Switzerland,33146,1723614,1787833,,nan,,
Kyriakos Papadopoulos,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,24,Greece,49720,2585421,2681749,,nan,,
Lewis Holtby,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,25,Germany,41441,2154968,2235257,,nan,,
Luca Waldschmidt,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,20,Germany,7325,380924,395116,,nan,,
Mats Köhlert,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,18,Germany,1714,89152,92474,,nan,,
Matthias Ostrzolek,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,26,Germany,32747,1702902,1766349,,nan,,
Mergim Mavraj,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,30,Albania,0,0,0,,nan,,
Michael Gregoritsch,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,22,Austria,12919,671795,696824,,nan,,
Mohamed Gouaida,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,23,Tunisia,0,0,0,,nan,,
Nabil Bahoui,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,25,Sweden,12919,671795,696824,,nan,,
Nicolai Müller,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,28,Germany,33146,1723614,1787833,,nan,,
Oliver Oschkenat,2016-2017,Bundesliga,Hamburg,Defender,Outfielder,22,Germany,467,24314,25220,,nan,,
Pierre-Michel Lasogga,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,24,Germany,56161,2920418,3029228,,nan,,
René Adler,2016-2017,Bundesliga,Hamburg,Goalkeeper,Goalkeeper,31,Germany,44749,2326969,2413668,,nan,,
Sven Schipplock,2016-2017,Bundesliga,Hamburg,Forward,Outfielder,27,Germany,12919,671795,696824,,nan,,
Tom Mickel,2016-2017,Bundesliga,Hamburg,Goalkeeper,Goalkeeper,27,Germany,1714,89152,92474,,nan,,
Vasilije Janjicic,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,17,Switzerland,934,48628,50440,,nan,,
Walace,2016-2017,Bundesliga,Hamburg,Midfielder,Outfielder,21,Brazil,32747,1702902,1766349,,nan,,
Alexander Baumjohann,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,29,Germany,11551,600653,623032,,nan,,
Alexander Esswein,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,26,Germany,12919,671795,696824,,nan,,
Allan,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,19,Brazil,2996,155791,161596,,nan,,
Arne Maier,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,17,Germany,1645,85550,88738,,nan,,
Fabian Lustenberger,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,28,Switzerland,29839,1551613,1609422,,nan,,
Florian Baak,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,17,Germany,1818,94555,98078,,nan,,
Florian Kohls,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,21,Germany,1298,67539,70055,,nan,,
Genki Haraguchi,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,25,Japan,12382,643878,667868,,nan,,
Jens Hegeler,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,28,Germany,0,0,0,,nan,,
John Anthony Brooks,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,23,United States,0,0,0,,nan,,
Jordan Torunarigha,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,18,Germany,1298,67539,70055,,nan,,
Julian Schieber,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,27,Germany,16573,861807,893916,,nan,,
Julius Kade,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,17,Germany,52,2701,2802,,nan,,
Marcus Mlynikowski,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,23,Germany,727,37822,39231,,nan,,
Marvin Plattenhardt,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,24,Germany,17248,896927,930345,,nan,,
Maximilian Mittelstädt,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,19,Germany,1714,89152,92474,,nan,,
Mitchell Weiser,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,22,Germany,19898,1034708,1073259,,nan,,
Niklas Stark,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,21,Germany,24781,1288658,1336671,,nan,,
Nils Körber,2016-2017,Bundesliga,Hertha Berlin,Goalkeeper,Goalkeeper,19,Germany,1298,67539,70055,,nan,,
Ondrej Duda,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,21,Slovakia,13265,689805,715507,,nan,,
Palko Dárdai,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,17,Germany,0,0,0,,nan,,
Per Ciljan Skjelbred,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,29,Norway,0,0,0,,nan,,
Peter Pekarik,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,29,Slovakia,12919,671795,696824,,nan,,
Rune Jarstein,2016-2017,Bundesliga,Hertha Berlin,Goalkeeper,Goalkeeper,31,Norway,12919,671795,696824,,nan,,
Salomon Kalou,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,30,Cote d'Ivoire,36332,1889311,1959703,,nan,,
Sami Allagui,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,30,Tunisia,12919,671795,696824,,nan,,
Sebastian Langkamp,2016-2017,Bundesliga,Hertha Berlin,Defender,Outfielder,28,Germany,12919,671795,696824,,nan,,
Sinan Kurt,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,19,Germany,8918,463772,481052,,nan,,
Thomas Kraft,2016-2017,Bundesliga,Hertha Berlin,Goalkeeper,Goalkeeper,27,Germany,19828,1031106,1069523,,nan,,
Tolga Cigerci,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,24,Turkey,0,0,0,,nan,,
Valentin Stocker,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,27,Switzerland,29734,1546210,1603818,,nan,,
Vedad Ibisevic,2016-2017,Bundesliga,Hertha Berlin,Forward,Outfielder,31,Bosnia-Herzegovina,19032,989682,1026555,,nan,,
Vladimir Darida,2016-2017,Bundesliga,Hertha Berlin,Midfielder,Outfielder,25,Czech Republic,24781,1288658,1336671,,nan,,
Alexander Stolz,2016-2017,Bundesliga,Hoffenheim,Goalkeeper,Goalkeeper,32,Germany,866,45026,46704,,nan,,
Andrej Kramaric,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,25,Croatia,41285,2146863,2226851,,nan,,
Antonio Colak,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,22,Croatia,6926,360212,373632,,nan,,
Baris Atik,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,21,Germany,1298,67539,70055,,nan,,
Benedikt Gimber,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,19,Germany,0,0,0,,nan,,
Benjamin Hübner,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,26,Germany,13213,687104,712704,,nan,,
Danilo Soares,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,24,Brazil,2147,111665,115826,,nan,,
Dennis Geiger,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,18,Germany,346,18010,18681,,nan,,
Eduardo Vargas,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,26,Chile,0,0,0,,nan,,
Ermin Bicakcic,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,26,Bosnia-Herzegovina,16521,859105,891114,,nan,,
Eugen Polanski,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,30,Poland,33146,1723614,1787833,,nan,,
Fabian Schär,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,24,Switzerland,25856,1344491,1394584,,nan,,
Gregor Kobel,2016-2017,Bundesliga,Hoffenheim,Goalkeeper,Goalkeeper,18,Switzerland,2112,109864,113957,,nan,,
In-hyeok Park,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,20,South Korea,0,0,0,,nan,,
Jeremy Toljan,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,21,Germany,12919,671795,696824,,nan,,
Kerem Demirbay,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,22,Germany,12919,671795,696824,,nan,,
Kevin Akpoguma,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,21,Germany,0,0,0,,nan,,
Kevin Vogt,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,24,Germany,16521,859105,891114,,nan,,
Lukas Rupp,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,25,Germany,33146,1723614,1787833,,nan,,
Marco Terrazzino,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,25,Germany,12919,671795,696824,,nan,,
Mark Uth,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,24,Germany,12919,671795,696824,,nan,,
Nadiem Amiri,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,19,Germany,3446,179205,185881,,nan,,
Nicolai Rapp,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,19,Germany,0,0,0,,nan,,
Niklas Süle,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,20,Germany,16573,861807,893916,,nan,,
Oliver Baumann,2016-2017,Bundesliga,Hoffenheim,Goalkeeper,Goalkeeper,26,Germany,49720,2585421,2681749,,nan,,
Pavel Kaderabek,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,24,Czech Republic,32747,1702902,1766349,,nan,,
Philipp Ochs,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,19,Germany,4311,224231,232586,,nan,,
Pirmin Schwegler,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,29,Switzerland,49720,2585421,2681749,,nan,,
Sandro Wagner,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,28,Germany,24868,1293161,1341341,,nan,,
Sebastian Rudy,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,26,Germany,25856,1344491,1394584,,nan,,
Stefan Posch,2016-2017,Bundesliga,Hoffenheim,Defender,Outfielder,19,Austria,519,27015,28022,,nan,,
Steven Zuber,2016-2017,Bundesliga,Hoffenheim,Midfielder,Outfielder,24,Switzerland,12919,671795,696824,,nan,,
Ádám Szalai,2016-2017,Bundesliga,Hoffenheim,Forward,Outfielder,28,Hungary,49720,2585421,2681749,,nan,,
Alfredo Morales,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,26,United States,7325,380924,395116,,nan,,
Almog Cohen,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,27,Israel,7325,380924,395116,,nan,,
Anthony Jung,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,24,Germany,8607,447563,464238,,nan,,
Christian Ortag,2016-2017,Bundesliga,Ingolstadt,Goalkeeper,Goalkeeper,21,Germany,658,34220,35495,,nan,,
Darío Lezcano,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,26,Paraguay,17248,896927,930345,,nan,,
Elias Kachunga,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,24,Democratic Republic of Congo,0,0,0,,nan,,
Fabijan Buntic,2016-2017,Bundesliga,Ingolstadt,Goalkeeper,Goalkeeper,19,Croatia,2303,119770,124232,,nan,,
Florent Hadergjonaj,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,21,Kosovo,12919,671795,696824,,nan,,
Giuseppe Leo,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,21,Germany,1610,83749,86869,,nan,,
Hauke Wahl,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,22,Germany,0,0,0,,nan,,
Kerem Bülbül,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,21,Germany,0,0,0,,nan,,
Lukas Gerlspeck,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,17,Germany,0,0,0,,nan,,
Lukas Hinterseer,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,25,Austria,8607,447563,464238,,nan,,
Marcel Tisserand,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,23,Democratic Republic of Congo,12919,671795,696824,,nan,,
Markus Suttner,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,29,Austria,12919,671795,696824,,nan,,
Martin Hansen,2016-2017,Bundesliga,Ingolstadt,Goalkeeper,Goalkeeper,26,Denmark,8607,447563,464238,,nan,,
Marvin Matip,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,30,Cameroon,10772,560129,580998,,nan,,
Mathew Leckie,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,25,Australia,12919,671795,696824,,nan,,
Maurice Multhaup,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,19,Germany,1714,89152,92474,,nan,,
Max Christiansen,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,19,Germany,4311,224231,232586,,nan,,
Moritz Hartmann,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,30,Germany,7325,380924,395116,,nan,,
Nico Rinderknecht,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,18,Germany,727,37822,39231,,nan,,
Pascal Groß,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,25,Germany,7325,380924,395116,,nan,,
Patrick Sussek,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,16,Germany,0,0,0,,nan,,
Robert Leipertz,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,23,Germany,12919,671795,696824,,nan,,
Roger,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,30,Brazil,12919,671795,696824,,nan,,
Romain Brégerie,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,29,France,8607,447563,464238,,nan,,
Sonny Kittel,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,23,Germany,8607,447563,464238,,nan,,
Stefan Lex,2016-2017,Bundesliga,Ingolstadt,Forward,Outfielder,26,Germany,3879,201718,209234,,nan,,
Thomas Pledl,2016-2017,Bundesliga,Ingolstadt,Midfielder,Outfielder,22,Germany,0,0,0,,nan,,
Tobias Levels,2016-2017,Bundesliga,Ingolstadt,Defender,Outfielder,29,Germany,8607,447563,464238,,nan,,
Örjan Nyland,2016-2017,Bundesliga,Ingolstadt,Goalkeeper,Goalkeeper,25,Norway,0,0,0,,nan,,
Anthony Modeste,2016-2017,Bundesliga,Koln,Forward,Outfielder,28,France,41285,2146863,2226851,,nan,,
Artjoms Rudnevs,2016-2017,Bundesliga,Koln,Forward,Outfielder,28,Latvia,13213,687104,712704,,nan,,
Birk Risa,2016-2017,Bundesliga,Koln,Defender,Outfielder,18,Norway,416,21612,22417,,nan,,
Christian Clemens,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,24,Germany,24781,1288658,1336671,,nan,,
Dominic Maroh,2016-2017,Bundesliga,Koln,Defender,Outfielder,29,Slovenia,16521,859105,891114,,nan,,
Dominique Heintz,2016-2017,Bundesliga,Koln,Defender,Outfielder,22,Germany,13213,687104,712704,,nan,,
Filip Mladenovic,2016-2017,Bundesliga,Koln,Defender,Outfielder,24,Serbia,0,0,0,,nan,,
Frederik Sörensen,2016-2017,Bundesliga,Koln,Defender,Outfielder,24,Denmark,0,0,0,,nan,,
Hikmet Ciftci,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,18,Turkey,0,0,0,,nan,,
Jonas Hector,2016-2017,Bundesliga,Koln,Defender,Outfielder,26,Germany,41285,2146863,2226851,,nan,,
Konstantin Rausch,2016-2017,Bundesliga,Koln,Defender,Outfielder,26,Russia,13213,687104,712704,,nan,,
Leonardo Bittencourt,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,22,Germany,24781,1288658,1336671,,nan,,
Lukas Klünter,2016-2017,Bundesliga,Koln,Defender,Outfielder,20,Germany,3307,172001,178409,,nan,,
Marcel Hartel,2016-2017,Bundesliga,Koln,Forward,Outfielder,20,Germany,4952,257551,267147,,nan,,
Marcel Risse,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,26,Germany,13213,687104,712704,,nan,,
Marco Höger,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,26,Germany,16521,859105,891114,,nan,,
Matthias Hamrol,2016-2017,Bundesliga,Koln,Goalkeeper,Goalkeeper,22,Germany,658,34220,35495,,nan,,
Matthias Lehmann,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,33,Germany,13213,687104,712704,,nan,,
Mergim Mavraj,2016-2017,Bundesliga,Koln,Defender,Outfielder,30,Albania,0,0,0,,nan,,
Milos Jojic,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,24,Serbia,16521,859105,891114,,nan,,
Neven Subotic,2016-2017,Bundesliga,Koln,Defender,Outfielder,27,Germany,33146,1723614,1787833,,nan,,
Pawel Olkowski,2016-2017,Bundesliga,Koln,Defender,Outfielder,26,Poland,9905,515103,534295,,nan,,
Salih Özcan,2016-2017,Bundesliga,Koln,Midfielder,Outfielder,18,Germany,3879,201718,209234,,nan,,
Serhou Guirassy,2016-2017,Bundesliga,Koln,Forward,Outfielder,20,France,0,0,0,,nan,,
Simon Zoller,2016-2017,Bundesliga,Koln,Forward,Outfielder,25,Germany,13213,687104,712704,,nan,,
Sven Bacher,2016-2017,Bundesliga,Koln,Goalkeeper,Goalkeeper,27,Germany,658,34220,35495,,nan,,
Sven Müller,2016-2017,Bundesliga,Koln,Goalkeeper,Goalkeeper,20,Germany,1645,85550,88738,,nan,,
Thomas Kessler,2016-2017,Bundesliga,Koln,Goalkeeper,Goalkeeper,30,Germany,6598,343101,355884,,nan,,
Timo Horn,2016-2017,Bundesliga,Koln,Goalkeeper,Goalkeeper,23,Germany,24781,1288658,1336671,,nan,,
Yuya Osako,2016-2017,Bundesliga,Koln,Forward,Outfielder,26,Japan,0,0,0,,nan,,
Anthony Jung,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,24,Germany,8607,447563,464238,,nan,,
Atinc Nukan,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,22,Turkey,0,0,0,,nan,,
Benjamin Bellot,2016-2017,Bundesliga,Leipzig,Goalkeeper,Goalkeeper,25,Germany,1714,89152,92474,,nan,,
Benno Schmitz,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,21,Germany,7325,380924,395116,,nan,,
Bernardo,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,21,Brazil,7325,380924,395116,,nan,,
Davie Selke,2016-2017,Bundesliga,Leipzig,Forward,Outfielder,21,Germany,24781,1288658,1336671,,nan,,
Dayot Upamecano,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,17,France,12919,671795,696824,,nan,,
Diego Demme,2016-2017,Bundesliga,Leipzig,Midfielder,Outfielder,24,Germany,16521,859105,891114,,nan,,
Dominik Franke,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,17,Germany,52,2701,2802,,nan,,
Dominik Kaiser,2016-2017,Bundesliga,Leipzig,Midfielder,Outfielder,27,Germany,12919,671795,696824,,nan,,
Emil Forsberg,2016-2017,Bundesliga,Leipzig,Forward,Outfielder,24,Sweden,66067,3435521,3563522,,nan,,
Fabio Coltorti,2016-2017,Bundesliga,Leipzig,Goalkeeper,Goalkeeper,35,Switzerland,3446,179205,185881,,nan,,
Federico Palacios,2016-2017,Bundesliga,Leipzig,Forward,Outfielder,21,Germany,0,0,0,,nan,,
John-Patrick Strauß,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,20,Philippines,0,0,0,,nan,,
Kamil Wojtkowski,2016-2017,Bundesliga,Leipzig,Midfielder,Outfielder,18,Poland,433,22513,23351,,nan,,
Ken Gipson,2016-2017,Bundesliga,Leipzig,Defender,Outfielder,20,Germany,866,45026,46704,,nan,,
