player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Karl Darlow,2020-2021,Premier League,Newcastle,Goalkeeper,Goalkeeper,30,,25000,1300000,,7504841,Starter,"Jun 30, 2025",5-yrs
Mark Gillespie,2020-2021,Premier League,Newcastle,Goalkeeper,Goalkeeper,28,,15500,806000,,2791801,Reserve,"Jun 30, 2023",3-yrs
Martin Dubravka,2020-2021,Premier League,Newcastle,Goalkeeper,Goalkeeper,32,,38077,1980000,,11430450,Reserve,"Jun 30, 2025",5-yrs
Matt Ritchie,2020-2021,Premier League,Newcastle,Defender,Outfielder,31,,45000,2340000,,8105228,Reserve,"Jun 30, 2023",3-yrs
Matthew Longstaff,2020-2021,Premier League,Newcastle,Midfielder,Outfielder,20,,7500,390000,,900581,Reserve,"Jun 30, 2022",2-yrs
Miguel Almirón,2020-2021,Premier League,Newcastle,Midfielder,Outfielder,26,,42308,2200000,,10160400,Reserve,"Jun 30, 2024",4-yrs
Paul Dummett,2020-2021,Premier League,Newcastle,Defender,Outfielder,29,,35000,1820000,,4202711,Reserve,"Jun 30, 2022",2-yrs
Ryan Fraser,2020-2021,Premier League,Newcastle,Forward,Outfielder,26,,35000,1820000,,10506777,Reserve,"Jun 30, 2025",5-yrs
Sean Longstaff,2020-2021,Premier League,Newcastle,Midfielder,Outfielder,23,,962,50000,,115459,Reserve,"Jun 30, 2022",2-yrs
Aaron Ramsdale,2020-2021,Premier League,Sheffield United,Goalkeeper,Goalkeeper,22,,3077,160000,,738938,Starter,"Jun 30, 2024",4-yrs
Ben Osborn,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,26,,4038,210000,,484928,Starter,"Jun 30, 2022",2-yrs
Billy Sharp,2020-2021,Premier League,Sheffield United,Forward,Outfielder,34,,12000,624000,,1440929,Reserve,"Jun 30, 2022",2-yrs
Chris Basham,2020-2021,Premier League,Sheffield United,Defender,Outfielder,32,,9365,487000,,1124572,Starter,"Jun 30, 2022",2-yrs
David McGoldrick,2020-2021,Premier League,Sheffield United,Forward,Outfielder,33,,27500,1430000,,3302130,Starter,"Jun 30, 2022",2-yrs
Enda Stevens,2020-2021,Premier League,Sheffield United,Defender,Outfielder,30,,4038,210000,,727392,Starter,"Jun 30, 2023",3-yrs
Ethan Ampadu,2020-2021,Premier League,Sheffield United,Defender,Outfielder,20,,7500,390000,,450290,Reserve,"May 31, 2021",1-yr
George Baldock,2020-2021,Premier League,Sheffield United,Defender,Outfielder,27,,4038,210000,,484928,Starter,"Jun 30, 2022",2-yrs
Jack O'Connell,2020-2021,Premier League,Sheffield United,Defender,Outfielder,26,,10000,520000,,1801162,Reserve,"Jun 30, 2023",3-yrs
Jack Robinson,2020-2021,Premier League,Sheffield United,Defender,Outfielder,27,,11000,572000,,1320852,Starter,"Jun 30, 2022",2-yrs
Jack Rodwell,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,29,,13200,686400,,792511,Reserve,"Jun 30, 2021",1-yr
Jayden Bogle,2020-2021,Premier League,Sheffield United,Defender,Outfielder,20,,16500,858000,,3962556,Reserve,"Jun 30, 2024",4-yrs
John Egan,2020-2021,Premier League,Sheffield United,Defender,Outfielder,28,,7500,390000,,1801162,Starter,"Jun 30, 2024",4-yrs
John Fleck,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,29,,8077,420000,,1454785,Reserve,"Jun 30, 2023",3-yrs
John Lundstram,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,26,,4038,210000,,242464,Starter,"Jun 30, 2021",1-yr
Kean Bryan,2020-2021,Premier League,Sheffield United,Defender,Outfielder,24,,3077,160000,,184735,Reserve,"Jun 30, 2021",1-yr
Lys Mousset,2020-2021,Premier League,Sheffield United,Forward,Outfielder,24,,25000,1300000,,3001936,Reserve,"Jun 30, 2022",2-yrs
Max Lowe,2020-2021,Premier League,Sheffield United,Defender,Outfielder,23,,4400,228800,,1056682,Reserve,"Jun 30, 2024",4-yrs
Oliver Burke,2020-2021,Premier League,Sheffield United,Forward,Outfielder,23,,8800,457600,,1585022,Reserve,"Jun 30, 2023",3-yrs
Oliver McBurnie,2020-2021,Premier League,Sheffield United,Forward,Outfielder,24,,20000,1040000,,3602324,Starter,"Jun 30, 2023",3-yrs
Oliver Norwood,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,29,,15000,780000,,2701743,Reserve,"Jun 30, 2023",3-yrs
Phil Jagielka,2020-2021,Premier League,Sheffield United,Defender,Outfielder,38,,50000,2600000,,3001936,Reserve,"Jun 30, 2021",1-yr
Rhian Brewster,2020-2021,Premier League,Sheffield United,Forward,Outfielder,20,,27500,1430000,,8255325,Reserve,"Jun 30, 2025",5-yrs
Sander Berge,2020-2021,Premier League,Sheffield United,Midfielder,Outfielder,22,,32692,1700000,,7851218,Starter,"Jun 30, 2024",4-yrs
Simon Moore,2020-2021,Premier League,Sheffield United,Goalkeeper,Goalkeeper,30,,5000,260000,,300194,Reserve,"Jun 30, 2021",1-yr
Wes Foderingham,2020-2021,Premier League,Sheffield United,Goalkeeper,Goalkeeper,30,,5500,286000,,990639,Reserve,"Jun 30, 2023",3-yrs
Alex McCarthy,2020-2021,Premier League,Southampton,Goalkeeper,Goalkeeper,31,,50000,2600000,,6003873,Starter,"Jun 30, 2022",2-yrs
Che Adams,2020-2021,Premier League,Southampton,Forward,Outfielder,24,,30000,1560000,,7204647,Starter,"Jun 30, 2024",4-yrs
Dan N'Lundulu,2020-2021,Premier League,Southampton,Forward,Outfielder,21,,1346,70000,,161643,Reserve,"Jun 30, 2022",2-yrs
Danny Ings,2020-2021,Premier League,Southampton,Forward,Outfielder,28,,75000,3900000,,9005809,Starter,"Jun 30, 2022",2-yrs
Fraser Forster,2020-2021,Premier League,Southampton,Goalkeeper,Goalkeeper,32,,70000,3640000,,8405422,Reserve,"Jun 30, 2022",2-yrs
Harry Lewis,2020-2021,Premier League,Southampton,Goalkeeper,Goalkeeper,23,,4500,234000,,270174,Reserve,"Jun 30, 2021",1-yr
Ibrahima Diallo,2020-2021,Premier League,Southampton,Midfielder,Outfielder,21,,16500,858000,,3962556,Reserve,"Jun 30, 2024",4-yrs
Jack Stephens,2020-2021,Premier League,Southampton,Defender,Outfielder,27,,47885,2490000,,5749863,Reserve,"Jun 30, 2022",2-yrs
James Ward-Prowse,2020-2021,Premier League,Southampton,Midfielder,Outfielder,26,,45000,2340000,,13508714,Starter,"Jun 30, 2025",5-yrs
Jan Bednarek,2020-2021,Premier League,Southampton,Defender,Outfielder,24,,20000,1040000,,6003873,Starter,"Jun 30, 2025",5-yrs
Jannik Vestergaard,2020-2021,Premier League,Southampton,Defender,Outfielder,28,,60000,3120000,,7204647,Starter,"Jun 30, 2022",2-yrs
Kyle Walker-Peters,2020-2021,Premier League,Southampton,Defender,Outfielder,23,,20000,1040000,,6003873,Starter,"Jun 30, 2025",5-yrs
Michael Obafemi,2020-2021,Premier League,Southampton,Forward,Outfielder,20,,16923,880000,,2032080,Reserve,"Jun 30, 2022",2-yrs
Mohammed Salisu,2020-2021,Premier League,Southampton,Defender,Outfielder,21,,17500,910000,,4202711,Reserve,"Jun 30, 2024",4-yrs
Moussa Djenepo,2020-2021,Premier League,Southampton,Forward,Outfielder,22,,55000,2860000,,9906390,Starter,"Jun 30, 2023",3-yrs
Nathan Redmond,2020-2021,Premier League,Southampton,Forward,Outfielder,26,,60000,3120000,,10806971,Reserve,"Jun 30, 2023",3-yrs
Nathan Tella,2020-2021,Premier League,Southampton,Forward,Outfielder,21,,1000,52000,,180116,Reserve,"Jun 30, 2023",3-yrs
Oriol Romeu,2020-2021,Premier League,Southampton,Midfielder,Outfielder,29,,65000,3380000,,11707552,Starter,"Jun 30, 2023",3-yrs
Ryan Bertrand,2020-2021,Premier League,Southampton,Defender,Outfielder,31,,70000,3640000,,4202711,Starter,"Jun 30, 2021",1-yr
Sam McQueen,2020-2021,Premier League,Southampton,Defender,Outfielder,25,,18077,940000,,1085315,Reserve,"Jun 30, 2021",1-yr
Stuart Armstrong,2020-2021,Premier League,Southampton,Midfielder,Outfielder,28,,50000,2600000,,12007745,Starter,"Jun 30, 2024",4-yrs
Takumi Minamino,2020-2021,Premier League,Southampton,Forward,Outfielder,26,,75000,3900000,,4502905,Reserve,"Jun 30, 2021",1-yr
Theo Walcott,2020-2021,Premier League,Southampton,Forward,Outfielder,31,,100000,5200000,,6003873,Reserve,"May 31, 2021",1-yr
Will Smallbone,2020-2021,Premier League,Southampton,Midfielder,Outfielder,20,,1500,78000,,360232,Reserve,"Jun 30, 2024",4-yrs
Alfie Whiteman,2020-2021,Premier League,Tottenham,Goalkeeper,Goalkeeper,22,,2500,130000,,300194,Reserve,"Jun 30, 2022",2-yrs
Ben Davies,2020-2021,Premier League,Tottenham,Defender,Outfielder,27,,60000,3120000,,14409294,Reserve,"Jun 30, 2024",4-yrs
Carlos Vinícius,2020-2021,Premier League,Tottenham,Forward,Outfielder,25,,7500,390000,,450290,Reserve,"Jun 30, 2021",1-yr
Danny Rose,2020-2021,Premier League,Tottenham,Defender,Outfielder,30,,60000,3120000,,3602324,Reserve,"Jun 30, 2021",1-yr
Davinson Sánchez,2020-2021,Premier League,Tottenham,Defender,Outfielder,24,,65000,3380000,,15610069,Reserve,"Jun 30, 2024",4-yrs
Dele Alli,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,24,,100000,5200000,,24015491,Reserve,"Jun 30, 2024",4-yrs
Eric Dier,2020-2021,Premier League,Tottenham,Defender,Outfielder,27,,60000,3120000,,14409294,Starter,"Jun 30, 2024",4-yrs
Erik Lamela,2020-2021,Premier League,Tottenham,Forward,Outfielder,28,,80000,4160000,,9606196,Reserve,"Jun 30, 2022",2-yrs
Gareth Bale,2020-2021,Premier League,Tottenham,Forward,Outfielder,31,,600000,31200000,,36023236,Reserve,"Jun 30, 2021",1-yr
Giovani Lo Celso,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,24,,70000,3640000,,21013554,Reserve,"Jun 30, 2025",5-yrs
Harry Kane,2020-2021,Premier League,Tottenham,Forward,Outfielder,27,,200000,10400000,,48030981,Starter,"Jun 30, 2024",4-yrs
Harry Winks,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,25,,50000,2600000,,12007745,Reserve,"Jun 30, 2024",4-yrs
Heung-min Son,2020-2021,Premier League,Tottenham,Forward,Outfielder,28,,140000,7280000,,25216265,Starter,"Jun 30, 2023",3-yrs
Hugo Lloris,2020-2021,Premier League,Tottenham,Goalkeeper,Goalkeeper,34,,100000,5200000,,12007745,Starter,"Jun 30, 2022",2-yrs
Japhet Tanganga,2020-2021,Premier League,Tottenham,Defender,Outfielder,21,,41538,2160000,,12469582,Reserve,"Jun 30, 2025",5-yrs
Joe Hart,2020-2021,Premier League,Tottenham,Goalkeeper,Goalkeeper,33,,45000,2340000,,5403485,Reserve,"Jun 30, 2022",2-yrs
Joe Rodon,2020-2021,Premier League,Tottenham,Defender,Outfielder,23,,9615,500000,,2886477,Reserve,"Jun 30, 2025",5-yrs
Lucas Moura,2020-2021,Premier League,Tottenham,Forward,Outfielder,28,,80000,4160000,,19212393,Starter,"Jun 30, 2024",4-yrs
Matt Doherty,2020-2021,Premier League,Tottenham,Defender,Outfielder,29,,10000,520000,,2401549,Starter,"Jun 30, 2024",4-yrs
Moussa Sissoko,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,31,,80000,4160000,,14409294,Starter,"Jun 30, 2023",3-yrs
Pierre-Emile Höjbjerg,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,25,,50000,2600000,,15009682,Starter,"Jun 30, 2025",5-yrs
Serge Aurier,2020-2021,Premier League,Tottenham,Defender,Outfielder,28,,70000,3640000,,8405422,Reserve,"Jun 30, 2022",2-yrs
Sergio Reguilón,2020-2021,Premier League,Tottenham,Defender,Outfielder,24,,53000,2756000,,15910263,Starter,"Jun 30, 2025",5-yrs
Steven Bergwijn,2020-2021,Premier League,Tottenham,Forward,Outfielder,23,,75000,3900000,,22514523,Reserve,"Jun 30, 2025",5-yrs
Tanguy Ndombélé,2020-2021,Premier League,Tottenham,Midfielder,Outfielder,24,,200000,10400000,,60038727,Starter,"Jun 30, 2025",5-yrs
Toby Alderweireld,2020-2021,Premier League,Tottenham,Defender,Outfielder,31,,80000,4160000,,14409294,Starter,"Jun 30, 2023",3-yrs
Ainsley Maitland-Niles,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,23,,35000,1820000,,2101355,Starter,"Jun 30, 2021",1-yr
Andy Lonergan,2020-2021,Premier League,West Bromwich,Goalkeeper,Goalkeeper,37,,4038,210000,,242464,Reserve,"Jun 30, 2021",1-yr
Branislav Ivanovic,2020-2021,Premier League,West Bromwich,Defender,Outfielder,36,,38462,2000000,,2309182,Reserve,"Jun 30, 2021",1-yr
Callum Robinson,2020-2021,Premier League,West Bromwich,Forward,Outfielder,26,,7692,400000,,2309182,Reserve,"Jun 30, 2025",5-yrs
Conor Gallagher,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,20,,5000,260000,,300194,Starter,"May 31, 2025",1-yr
Conor Townsend,2020-2021,Premier League,West Bromwich,Defender,Outfielder,27,,11500,598000,,690445,Starter,"Jun 30, 2021",1-yr
Dara O'Shea,2020-2021,Premier League,West Bromwich,Defender,Outfielder,21,,4000,208000,,720465,Reserve,"Jun 30, 2023",3-yrs
Darnell Furlong,2020-2021,Premier League,West Bromwich,Defender,Outfielder,25,,18500,962000,,3332149,Reserve,"Jun 30, 2023",3-yrs
David Button,2020-2021,Premier League,West Bromwich,Goalkeeper,Goalkeeper,31,,4385,228000,,526493,Reserve,"Jun 30, 2022",2-yrs
Grady Diangana,2020-2021,Premier League,West Bromwich,Forward,Outfielder,22,,20350,1058200,,6108940,Reserve,"Jun 30, 2025",5-yrs
Hal Robson-Kanu,2020-2021,Premier League,West Bromwich,Forward,Outfielder,31,,30000,1560000,,1801162,Reserve,"Jun 30, 2021",1-yr
Jake Livermore,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,31,,46000,2392000,,5523563,Reserve,"Jun 30, 2022",2-yrs
Kamil Grosicki,2020-2021,Premier League,West Bromwich,Forward,Outfielder,32,,25000,1300000,,1500968,Reserve,"Jun 30, 2021",1-yr
Karlan Grant,2020-2021,Premier League,West Bromwich,Forward,Outfielder,23,,20000,1040000,,7204647,Starter,"Jun 30, 2026",6-yrs
Kenneth Zohore,2020-2021,Premier League,West Bromwich,Forward,Outfielder,27,,22500,1170000,,4052614,Reserve,"Jun 30, 2023",3-yrs
Kieran Gibbs,2020-2021,Premier League,West Bromwich,Defender,Outfielder,31,,55000,2860000,,3302130,Reserve,"Jun 30, 2021",1-yr
Kyle Bartley,2020-2021,Premier League,West Bromwich,Defender,Outfielder,29,,13500,702000,,810523,Starter,"Jun 30, 2021",1-yr
Kyle Edwards,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,22,,1500,78000,,90058,Reserve,"Jun 30, 2021",1-yr
Lee Peltier,2020-2021,Premier League,West Bromwich,Defender,Outfielder,34,,13500,702000,,810523,Starter,"Jun 30, 2021",1-yr
Matheus Pereira,2020-2021,Premier League,West Bromwich,Forward,Outfielder,24,,6000,312000,,1440929,Reserve,"Jun 30, 2024",4-yrs
Matt Phillips,2020-2021,Premier League,West Bromwich,Forward,Outfielder,29,,20000,1040000,,2401549,Reserve,"Jun 30, 2022",2-yrs
Mbaye Diagne,2020-2021,Premier League,West Bromwich,Forward,Outfielder,29,,22692,1180000,,1362417,Starter,"Jun 30, 2021",1-yr
Okay Yokuslu,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,26,,29615,1540000,,1778070,Reserve,"Jun 30, 2021",1-yr
Robert Snodgrass,2020-2021,Premier League,West Bromwich,Forward,Outfielder,33,,40000,2080000,,4803098,Starter,"Jun 30, 2022",2-yrs
Romaine Sawyers,2020-2021,Premier League,West Bromwich,Midfielder,Outfielder,29,,12500,650000,,1500968,Starter,"Jun 30, 2022",2-yrs
Sam Johnstone,2020-2021,Premier League,West Bromwich,Goalkeeper,Goalkeeper,27,,32500,1690000,,3902517,Starter,"Jun 30, 2022",2-yrs
Semi Ajayi,2020-2021,Premier League,West Bromwich,Defender,Outfielder,27,,16500,858000,,2971917,Starter,"Jun 30, 2023",3-yrs
Aaron Cresswell,2020-2021,Premier League,West Ham,Defender,Outfielder,31,,50000,2600000,,9005809,Starter,"Jun 30, 2023",3-yrs
Andriy Yarmolenko,2020-2021,Premier League,West Ham,Forward,Outfielder,31,,115000,5980000,,13808907,Reserve,"Jun 30, 2022",2-yrs
Angelo Ogbonna,2020-2021,Premier League,West Ham,Defender,Outfielder,32,,70000,3640000,,8405422,Starter,"Jun 30, 2022",2-yrs
Arthur Masuaku,2020-2021,Premier League,West Ham,Defender,Outfielder,27,,40000,2080000,,9606196,Starter,"Jun 30, 2024",4-yrs
Ben Johnson,2020-2021,Premier League,West Ham,Defender,Outfielder,21,,1800,93600,,216139,Reserve,"Jun 30, 2022",2-yrs
Craig Dawson,2020-2021,Premier League,West Ham,Defender,Outfielder,30,,42500,2210000,,2551646,Reserve,"May 31, 2021",1-yr
Darren Randolph,2020-2021,Premier League,West Ham,Goalkeeper,Goalkeeper,33,,37500,1950000,,6754357,Reserve,"Jun 30, 2023",3-yrs
David Martin,2020-2021,Premier League,West Ham,Goalkeeper,Goalkeeper,35,,8000,416000,,960620,Reserve,"Jun 30, 2022",2-yrs
Declan Rice,2020-2021,Premier League,West Ham,Midfielder,Outfielder,22,,3077,160000,,738938,Starter,"Jun 30, 2024",4-yrs
Fabián Balbuena,2020-2021,Premier League,West Ham,Defender,Outfielder,29,,40000,2080000,,2401549,Starter,"Jun 30, 2021",1-yr
Frederik Alves,2020-2021,Premier League,West Ham,Defender,Outfielder,21,,15385,800000,,3694691,Reserve,"Jun 30, 2024",4-yrs
Issa Diop,2020-2021,Premier League,West Ham,Defender,Outfielder,24,,66923,3480000,,12053929,Reserve,"Jun 30, 2023",3-yrs
Jarrod Bowen,2020-2021,Premier League,West Ham,Forward,Outfielder,24,,55000,2860000,,16510650,Starter,"Jun 30, 2025",5-yrs
Jesse Lingard,2020-2021,Premier League,West Ham,Forward,Outfielder,28,,75000,3900000,,4502905,Reserve,"Jun 30, 2021",1-yr
Lukasz Fabianski,2020-2021,Premier League,West Ham,Goalkeeper,Goalkeeper,35,,65000,3380000,,7805034,Starter,"Jun 30, 2022",2-yrs
Manuel Lanzini,2020-2021,Premier League,West Ham,Midfielder,Outfielder,27,,70000,3640000,,12608133,Reserve,"Jun 30, 2023",3-yrs
Mark Noble,2020-2021,Premier League,West Ham,Midfielder,Outfielder,33,,50000,2600000,,6003873,Reserve,"Jun 30, 2022",2-yrs
Michail Antonio,2020-2021,Premier League,West Ham,Forward,Outfielder,30,,70000,3640000,,12608133,Starter,"Jun 30, 2023",3-yrs
Pablo Fornals,2020-2021,Premier League,West Ham,Midfielder,Outfielder,24,,80000,4160000,,19212393,Starter,"Jun 30, 2024",4-yrs
Ryan Fredericks,2020-2021,Premier League,West Ham,Defender,Outfielder,28,,40000,2080000,,4803098,Reserve,"Jun 30, 2022",2-yrs
Saïd Benrahma,2020-2021,Premier League,West Ham,Forward,Outfielder,25,,20000,1040000,,7204647,Reserve,"Jun 30, 2026",6-yrs
Tomas Soucek,2020-2021,Premier League,West Ham,Midfielder,Outfielder,25,,45000,2340000,,10806971,Starter,"Jun 30, 2024",4-yrs
Vladimir Coufal,2020-2021,Premier League,West Ham,Defender,Outfielder,28,,35000,1820000,,6304066,Starter,"Jun 30, 2023",3-yrs
Adama Traoré,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,25,,43077,2240000,,7758851,Starter,"Jun 30, 2023",3-yrs
Conor Coady,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,27,,55000,2860000,,16510650,Starter,"Jun 30, 2025",5-yrs
Daniel Podence,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,25,,60000,3120000,,14409294,Reserve,"Jun 30, 2024",4-yrs
Fábio Silva,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,18,,80000,4160000,,24015491,Reserve,"Jun 30, 2025",5-yrs
John Ruddy,2020-2021,Premier League,Wolverhampton,Goalkeeper,Goalkeeper,34,,5769,300000,,692755,Reserve,"Jun 30, 2022",2-yrs
Jonny Otto,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,26,,36673,1907000,,6605415,Reserve,"Jun 30, 2023",3-yrs
João Moutinho,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,34,,100000,5200000,,12007745,Starter,"Jun 30, 2022",2-yrs
Ki-Jana Hoever,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,19,,7500,390000,,2251452,Reserve,"Jun 30, 2025",5-yrs
Leander Dendoncker,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,25,,90000,4680000,,16210456,Starter,"Jun 30, 2023",3-yrs
Marçal,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,31,,35000,1820000,,4202711,Starter,"Jun 30, 2022",2-yrs
Max Kilman,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,23,,15000,780000,,4502905,Reserve,"Jun 30, 2025",5-yrs
Morgan Gibbs-White,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,21,,1500,78000,,270174,Reserve,"Jun 30, 2023",3-yrs
Nélson Semedo,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,27,,92500,4810000,,16660747,Starter,"Jun 30, 2023",3-yrs
Owen Otasowie,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,20,,1500,78000,,180116,Reserve,"Jun 30, 2022",2-yrs
Pedro Neto,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,20,,50000,2600000,,15009682,Starter,"Jun 30, 2025",5-yrs
Rayan Aït Nouri,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,19,,4500,234000,,270174,Reserve,"Jun 30, 2021",1-yr
Raúl Jiménez,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,29,,41154,2140000,,9883298,Starter,"Jun 30, 2024",4-yrs
Romain Saïss,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,30,,21923,1140000,,1316234,Starter,"Jun 30, 2021",1-yr
Rui Patrício,2020-2021,Premier League,Wolverhampton,Goalkeeper,Goalkeeper,32,,100000,5200000,,12007745,Starter,"Jun 30, 2022",2-yrs
Rúben Neves,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,23,,50000,2600000,,9005809,Reserve,"Jun 30, 2023",3-yrs
Vitinha,2020-2021,Premier League,Wolverhampton,Midfielder,Outfielder,20,,1900,98800,,114074,Reserve,"Jun 30, 2021",1-yr
Willian José,2020-2021,Premier League,Wolverhampton,Forward,Outfielder,29,,49808,2590000,,2990390,Reserve,"Jun 30, 2021",1-yr
Willy Boly,2020-2021,Premier League,Wolverhampton,Defender,Outfielder,29,,50000,2600000,,9005809,Starter,"Jun 30, 2023",3-yrs
Alessandro Guarnone,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,17,Italy,225,11706,11896,,nan,,
Alessandro Plizzari,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Alessio Romagnoli,2016-2017,Serie A,Ac Milan,Defender,Outfielder,21,Italy,57945,3013173,3061853,,nan,,
Andrea Bertolacci,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,25,Italy,57945,3013173,3061853,,nan,,
Andrea Poli,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,26,Italy,43467,2260330,2296847,,nan,,
Carlos Bacca,2016-2017,Serie A,Ac Milan,Forward,Outfielder,29,Colombia,101431,5274404,5359615,,nan,,
Cristián Zapata,2016-2017,Serie A,Ac Milan,Defender,Outfielder,29,Colombia,49269,2562007,2603398,,nan,,
Davide Calabria,2016-2017,Serie A,Ac Milan,Defender,Outfielder,19,Italy,17387,904132,918738,,nan,,
Diego López,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,34,Spain,0,0,0,,nan,,
Gabriel,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,23,Brazil,23188,1205809,1225289,,nan,,
Gabriel Paletta,2016-2017,Serie A,Ac Milan,Defender,Outfielder,30,Italy,28972,1506586,1530926,,nan,,
Gerard Deulofeu,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,22,Spain,48022,2497169,2537513,,nan,,
Giacomo Bonaventura,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,26,Italy,28972,1506586,1530926,,nan,,
Gianluca Lapadula,2016-2017,Serie A,Ac Milan,Forward,Outfielder,26,Italy,28972,1506586,1530926,,nan,,
Gianluigi Donnarumma,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,17,Italy,4641,241342,245241,,nan,,
Giorgio Altare,2016-2017,Serie A,Ac Milan,Defender,Outfielder,17,Italy,225,11706,11896,,nan,,
Gustavo Gómez,2016-2017,Serie A,Ac Milan,Defender,Outfielder,23,Paraguay,23188,1205809,1225289,,nan,,
Hachim Mastour,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,18,Morocco,0,0,0,,nan,,
Ignazio Abate,2016-2017,Serie A,Ac Milan,Defender,Outfielder,29,Italy,66656,3466139,3522137,,nan,,
Jherson Vergara,2016-2017,Serie A,Ac Milan,Defender,Outfielder,22,Colombia,0,0,0,,nan,,
José Mauri,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,20,Italy,12278,638475,648790,,nan,,
José Sosa,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,31,Argentina,43467,2260330,2296847,,nan,,
Juraj Kucka,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,29,Slovakia,43467,2260330,2296847,,nan,,
Keisuke Honda,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,30,Japan,72440,3766916,3827773,,nan,,
Leonel Vangioni,2016-2017,Serie A,Ac Milan,Defender,Outfielder,29,Argentina,23188,1205809,1225289,,nan,,
Luca Antonelli,2016-2017,Serie A,Ac Milan,Defender,Outfielder,29,Italy,43467,2260330,2296847,,nan,,
Lucas Ocampos,2016-2017,Serie A,Ac Milan,Forward,Outfielder,21,Argentina,30704,1596639,1622434,,nan,,
Luiz Adriano,2016-2017,Serie A,Ac Milan,Forward,Outfielder,29,Brazil,0,0,0,,nan,,
M'Baye Niang,2016-2017,Serie A,Ac Milan,Forward,Outfielder,21,Senegal,0,0,0,,nan,,
Manuel Locatelli,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,18,Italy,8693,452066,459369,,nan,,
Marco Storari,2016-2017,Serie A,Ac Milan,Goalkeeper,Goalkeeper,39,Italy,24556,1276951,1297581,,nan,,
Mario Pasalic,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,21,Croatia,23188,1205809,1225289,,nan,,
Matteo Gabbia,2016-2017,Serie A,Ac Milan,Defender,Outfielder,16,Italy,225,11706,11896,,nan,,
Mattia De Sciglio,2016-2017,Serie A,Ac Milan,Defender,Outfielder,23,Italy,43467,2260330,2296847,,nan,,
Mattia El Hilali,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,18,Morocco,484,25214,25621,,nan,,
Matías Fernández,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,30,Chile,0,0,0,,nan,,
Niccolò Zanellato,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,18,Italy,484,25214,25621,,nan,,
Patrick Cutrone,2016-2017,Serie A,Ac Milan,Forward,Outfielder,18,Italy,3168,164796,167458,,nan,,
