Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
684,Tristan DingomÃ©,cm CMR,MF,Troyes,fr Ligue 1,26,1991,14,14,1167,13.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,1.5,0.02,0.10,0.11,0.02,0.11,Matches,5,2,40.0,0.39,0.15,0.00,0.00,23.2,0,0.05,-0.2,-0.2,466,585,79.7,8957,2736,174,198,87.9,211,243,86.8,67,107,62.6,-1.3,14,51,13,2,49,580,5,0,80,12,14,1,0,0,0,450,36,99,482,85,15,1,0,4,11,14,20,25,1.89,24,0,0,0,0,2,0.15,1,0,0,1,0,0,23,17,11,7,5,4,28.6,10,62,27.9,81,119,22,0,17,37,7,0,675,25,8,61.5,9,0,474,0,6,9,519,451,86.9,37,83,34.1,,11,0,,0,1.29,15,18,-3,-0.23,+0.73,13.4,19.0,-5.6,-0.42,+0.05,0,13,0,0,0,127,2,5,28.6,Big-5-European-Leagues,Big5,2017-2018
685,IsmaÃ«l DiomandÃ©,ci CIV,"DF,MF",Caen,fr Ligue 1,24,1992,11,8,711,7.9,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,0.0,0.0,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches,3,0,0.0,0.38,0.00,0.00,,35.1,0,0.02,0.0,0.0,218,261,83.5,5016,1814,60,64,93.8,94,107,87.9,57,83,68.7,+0.8,1,27,1,1,21,261,0,0,52,17,2,0,0,0,0,193,13,55,21,226,12,0,2,1,10,4,1,2,0.25,2,0,0,0,0,1,0.13,1,0,0,0,0,0,14,6,8,6,0,7,58.3,5,28,28.3,68,28,3,1,14,25,19,1,338,45,2,,0,0,224,1,6,2,210,202,96.2,2,65,20.8,,6,3,,8,0.73,6,17,-11,-1.39,-0.93,7.8,14.6,-6.8,-0.86,-0.87,0,8,0,1,0,55,2,3,40.0,Big-5-European-Leagues,Big5,2017-2018
686,Lois Diony,fr FRA,FW,Saint-Ãtienne,fr Ligue 1,24,1992,16,11,932,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.4,2.3,0.18,0.04,0.22,0.18,0.22,Matches,18,4,22.2,1.74,0.39,0.00,0.00,13.7,0,0.10,-1.8,-1.8,110,161,68.3,1495,219,60,78,76.9,33,50,66.0,7,14,50.0,-0.4,6,2,5,2,5,145,16,1,34,3,10,0,0,0,0,119,18,24,19,121,13,1,2,0,6,4,6,25,2.42,14,0,2,5,0,4,0.39,0,0,1,0,3,0,4,2,1,1,2,0,0.0,4,28,21.2,13,51,68,0,3,5,7,0,266,9,47,47.1,8,0,184,9,23,21,374,188,50.3,97,58,27.3,,3,5,,2,1.19,10,18,-8,-0.77,-0.95,12.3,17.2,-4.8,-0.47,-0.66,0,13,3,0,0,33,5,15,25.0,Big-5-European-Leagues,Big5,2017-2018
687,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,34,3060,34.0,3,0,3,0,0,8,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Matches,15,5,33.3,0.44,0.15,0.20,0.60,9.2,0,0.09,+1.7,+1.7,932,1189,78.4,20838,8817,252,293,86.0,482,563,85.6,183,300,61.0,-0.4,7,97,5,3,98,1147,42,0,181,34,3,1,0,0,0,827,83,279,112,935,124,3,2,2,26,24,15,18,0.53,13,1,0,2,1,0,0.00,0,0,0,0,0,0,51,29,36,14,1,10,30.3,23,43,26.5,95,58,9,0,19,117,122,3,1503,176,29,87.5,7,0,798,1,4,9,788,767,97.3,17,90,89.5,,34,0,,0,0.88,33,50,-17,-0.50,-0.75,42.8,48.2,-5.4,-0.16,+0.31,0,30,0,0,1,332,17,10,63.0,Big-5-European-Leagues,Big5,2017-2018
688,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,5,3,262,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,1,0,0.0,0.34,0.00,0.00,,23.1,0,0.05,0.0,0.0,64,84,76.2,1221,328,27,34,79.4,29,35,82.9,8,14,57.1,0.0,2,8,0,0,12,83,1,0,19,3,0,0,0,0,0,60,8,16,10,59,12,0,1,0,4,1,0,3,1.02,3,0,0,0,0,0,0.00,0,0,0,0,0,0,21,14,7,10,4,7,31.8,15,51,28.8,33,108,36,0,7,30,7,0,110,7,1,,0,0,66,0,3,1,65,56,86.2,3,52,7.7,,2,2,,6,2.00,3,7,-4,-1.37,-1.32,2.7,6.8,-4.1,-1.40,-1.38,0,11,0,0,0,34,2,1,66.7,Big-5-European-Leagues,Big5,2017-2018
689,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,31,1986,15,12,937,10.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches,14,1,7.1,1.34,0.10,0.00,0.00,15.3,0,0.05,-0.6,-0.6,343,453,75.7,6869,1667,120,149,80.5,166,202,82.2,56,98,57.1,-0.2,4,52,6,1,40,440,13,0,63,14,5,0,0,0,0,283,60,110,26,347,67,2,1,0,17,6,6,13,1.24,11,0,0,2,0,0,0.00,0,0,0,0,0,0,4,3,1,2,1,2,40.0,3,12,17.1,23,39,8,0,3,9,4,0,541,9,20,66.7,5,0,332,0,7,5,333,308,92.5,28,62,27.4,,6,3,,4,1.27,11,9,+2,+0.19,+0.48,12.0,11.3,+0.7,+0.06,+0.25,0,24,0,0,0,156,11,23,32.4,Big-5-European-Leagues,Big5,2017-2018
690,Assane DioussÃ©,sn SEN,MF,Saint-Ãtienne,fr Ligue 1,19,1997,25,17,1345,14.9,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.5,1.3,0.05,0.04,0.09,0.05,0.09,Matches,11,3,27.3,0.74,0.20,0.09,0.33,21.8,0,0.07,+0.2,+0.2,715,846,84.5,14069,3527,269,297,90.6,333,373,89.3,99,145,68.3,-0.5,10,74,4,0,63,825,21,0,114,32,5,1,0,0,0,693,41,112,650,139,41,11,2,2,15,18,14,16,1.07,15,0,0,0,1,0,0.00,0,0,0,0,0,0,26,21,16,6,4,8,30.8,18,68,25.3,92,140,37,0,20,45,12,1,992,28,12,81.3,14,0,714,4,17,19,724,676,93.4,26,54,39.3,,6,8,,12,1.68,15,20,-5,-0.33,-0.42,14.4,18.2,-3.8,-0.25,-0.43,0,27,0,0,0,164,3,3,50.0,Big-5-European-Leagues,Big5,2017-2018
691,DjenÃ©,tg TOG,DF,Getafe,es La Liga,25,1991,36,36,3238,36.0,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0.00,0.02,0.02,0.02,Matches,12,2,16.7,0.33,0.06,0.08,0.50,14.2,0,0.05,+0.4,+0.4,717,1053,68.1,15340,6371,214,271,79.0,366,476,76.9,131,285,46.0,-0.2,3,46,6,1,71,1008,45,0,162,20,9,0,0,0,0,561,100,392,193,660,157,8,5,10,32,16,19,12,0.33,9,0,1,1,0,2,0.06,2,0,0,0,0,0,70,53,59,9,2,23,52.3,21,109,34.8,203,94,16,0,32,131,134,3,1387,226,22,90.9,30,0,668,1,8,8,495,462,93.3,21,90,94.7,,35,0,,0,1.44,41,32,+9,+0.25,+0.25,44.3,35.9,+8.4,+0.23,-0.35,0,52,1,1,0,513,39,31,55.7,Big-5-European-Leagues,Big5,2017-2018
692,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,29,27,2416,26.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.01,0.03,0.04,0.01,0.04,Matches,9,3,33.3,0.34,0.11,0.00,0.00,22.7,0,0.04,-0.4,-0.4,753,1015,74.2,14994,6856,290,332,87.3,331,417,79.4,125,240,52.1,-0.7,8,52,8,5,53,846,169,1,130,22,18,1,0,0,0,559,88,368,76,698,76,145,0,1,43,23,16,23,0.86,17,3,2,0,1,2,0.07,2,0,0,0,0,0,56,23,38,15,3,13,59.1,9,66,26.8,147,79,20,1,44,88,75,1,1266,124,6,47.6,13,1,639,0,9,3,615,576,93.7,7,83,70.6,,24,2,,6,1.38,27,30,-3,-0.11,+0.07,30.4,26.7,+3.7,+0.14,+0.29,0,23,0,0,0,258,22,10,68.8,Big-5-European-Leagues,Big5,2017-2018
693,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28,28,2520,28.0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,1.5,0.05,0.00,0.05,0.05,0.05,Matches,19,3,15.8,0.68,0.11,0.00,0.00,11.5,0,0.08,-1.4,-1.4,1024,1278,80.1,22661,8652,268,332,80.7,528,617,85.6,213,300,71.0,-0.1,3,91,4,2,94,1242,36,0,109,34,5,0,0,0,0,884,108,286,225,875,146,7,5,3,33,23,7,13,0.46,10,0,0,0,0,0,0.00,0,0,0,0,0,0,58,36,47,10,1,18,40.9,26,89,35.6,185,61,4,0,36,125,112,3,1590,134,23,85.7,6,0,827,0,6,3,834,813,97.5,18,90,73.7,,28,0,,0,1.00,20,33,-13,-0.46,+0.74,28.8,31.0,-2.1,-0.08,+0.37,0,41,0,0,0,394,24,17,58.5,Big-5-European-Leagues,Big5,2017-2018
694,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,30,2700,30.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04,Matches,18,4,22.2,0.60,0.13,0.00,0.00,11.2,1,0.05,-0.9,-0.9,1227,1608,76.3,30532,12195,282,345,81.7,590,683,86.4,347,556,62.4,-0.2,6,129,8,1,121,1557,51,0,232,78,6,0,0,0,0,1049,113,446,1056,381,144,6,4,9,50,32,22,14,0.47,13,0,0,0,1,3,0.10,3,0,0,0,0,0,41,25,32,9,0,13,41.9,18,62,41.3,117,28,5,1,30,101,133,0,1922,245,32,75.0,9,0,1221,0,5,11,1121,1104,98.5,28,90,78.9,,29,0,,0,1.37,45,48,-3,-0.10,+1.77,33.5,50.4,-16.9,-0.56,+0.60,0,22,0,2,0,389,23,15,60.5,Big-5-European-Leagues,Big5,2017-2018
695,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,30,2700,30.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.3,1.3,0.5,1.9,0.04,0.02,0.06,0.04,0.06,Matches,11,2,18.2,0.37,0.07,0.00,0.00,8.0,0,0.12,-1.3,-1.3,1430,1636,87.4,31026,10213,375,419,89.5,788,852,92.5,263,350,75.1,+0.5,3,68,3,0,76,1564,72,0,210,43,2,0,0,0,0,1256,147,233,317,1202,61,13,6,3,21,14,16,17,0.57,14,0,1,1,0,1,0.03,1,0,0,0,0,0,30,19,24,6,0,16,45.7,19,83,35.9,171,54,6,0,32,62,171,0,1945,330,21,80.0,8,0,1254,0,5,5,1276,1261,98.8,13,90,78.9,,30,0,,5,0.70,30,61,-31,-1.03,+1.47,30.2,56.1,-26.0,-0.87,+0.34,0,21,0,3,0,291,58,34,63.0,Big-5-European-Leagues,Big5,2017-2018
696,Marko DmitroviÄ,rs SRB,GK,Eibar,es La Liga,25,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,457,926,49.4,22001,17880,39,39,100.0,114,121,94.2,302,763,39.6,-0.1,2,70,1,0,1,694,232,0,87,28,0,0,0,0,0,178,26,722,714,92,2,0,73,4,37,4,1,7,0.19,4,3,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,2,50.0,4,0,0,0,1,0,5,1,1114,891,0,100.0,2,0,614,0,0,1,477,475,99.6,0,90,94.7,,36,0,,2,1.31,40,49,-9,-0.25,-1.75,37.5,41.3,-3.8,-0.11,+0.21,0,2,0,0,0,192,0,0,,Big-5-European-Leagues,Big5,2017-2018
697,Keagan Dolly,za RSA,"FW,MF",Montpellier,fr Ligue 1,24,1993,17,9,880,9.8,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,1.2,1.2,1.4,2.6,0.12,0.14,0.27,0.12,0.27,Matches,22,9,40.9,2.25,0.92,0.05,0.11,22.3,0,0.05,-0.2,-0.2,322,426,75.6,5618,1770,164,192,85.4,121,147,82.3,34,71,47.9,-0.4,28,22,14,4,32,372,54,1,93,20,31,33,0,0,0,310,26,90,320,78,13,11,2,0,8,8,21,52,5.31,25,17,4,1,2,2,0.20,2,0,0,0,0,0,13,8,4,7,2,5,35.7,9,44,26.0,35,83,51,0,11,17,2,0,536,2,23,52.4,12,0,348,7,16,20,490,365,74.5,84,52,25.7,,2,8,,12,1.12,12,12,0,0.00,-0.11,11.7,11.9,-0.2,-0.02,-0.05,0,5,0,0,0,59,2,2,50.0,Big-5-European-Leagues,Big5,2017-2018
698,Jaume DomÃ©nech,es ESP,GK,Valencia,es La Liga,26,1990,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,78,107,72.9,2191,1472,15,16,93.8,37,37,100.0,23,51,45.1,0.0,0,0,0,0,0,79,28,0,8,0,0,0,0,0,0,49,10,48,8,71,0,0,24,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,134,119,0,,0,0,69,0,0,0,42,42,100.0,0,90,13.2,,5,0,,33,2.40,8,5,+3,+0.60,-0.13,5.5,4.7,+0.8,+0.17,-0.14,0,0,0,0,0,26,0,0,,Big-5-European-Leagues,Big5,2017-2018
699,Jean-Luc DompÃ©,fr FRA,MF,Amiens,fr Ligue 1,21,1995,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches,1,0,0.0,3.10,0.00,0.00,,18.0,0,0.02,0.0,0.0,8,18,44.4,139,29,5,9,55.6,2,3,66.7,1,4,25.0,0.0,0,0,0,0,0,14,4,0,0,2,0,3,0,0,0,11,1,6,0,17,0,1,0,0,0,1,1,1,3.10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,100.0,0,0,,0,0,0,0,0,1,0,0,19,0,2,,0,0,11,1,0,0,11,10,90.9,2,29,0.8,,0,1,,2,0.00,0,0,0,0.00,+0.13,0.1,0.4,-0.3,-0.92,-0.40,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2017-2018
700,Giulio Donati,it ITA,"DF,MF",Mainz 05,de Bundesliga,27,1990,29,26,2284,25.4,0,3,0,0,0,3,2,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.7,2.1,0.01,0.07,0.08,0.01,0.08,Matches,11,3,27.3,0.43,0.12,0.00,0.00,26.5,0,0.03,-0.4,-0.4,809,1123,72.0,16623,7193,315,368,85.6,339,443,76.5,146,273,53.5,+1.3,27,54,37,24,96,843,280,1,135,45,62,1,1,0,0,485,260,378,91,690,70,251,11,2,26,29,41,40,1.58,34,2,0,4,0,3,0.12,3,0,0,0,0,0,52,30,31,17,4,17,47.2,19,93,29.6,164,122,28,0,51,84,75,0,1409,85,8,53.8,14,0,698,1,17,13,720,657,91.3,27,79,74.6,,18,3,,2,1.03,24,38,-14,-0.55,-0.55,23.1,36.8,-13.6,-0.54,-0.25,1,20,0,1,0,234,19,23,45.2,Big-5-European-Leagues,Big5,2017-2018
701,Ji Dong-won,kr KOR,"FW,MF",Augsburg,de Bundesliga,26,1991,3,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,4,50.0,21,0,2,3,66.7,0,0,,0,1,0.0,0.0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,11.1,1,8,0,0,0,1,0,0,5,1,0,,0,0,3,0,0,0,6,1,16.7,0,6,0.6,,0,3,,5,1.33,0,0,0,0.00,+0.09,0.0,0.2,-0.2,-0.68,-0.74,0,0,0,0,0,2,0,1,0.0,Big-5-European-Leagues,Big5,2017-2018
702,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,de Bundesliga,20,1996,18,11,949,10.5,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,4.5,4.5,2.1,6.5,0.43,0.19,0.62,0.43,0.62,Matches,38,13,34.2,3.60,1.23,0.05,0.15,20.2,3,0.12,-2.5,-2.5,146,224,65.2,2613,500,66,87,75.9,60,90,66.7,16,34,47.1,-0.1,13,9,9,4,10,213,11,1,36,10,37,0,0,0,0,140,35,49,35,166,9,10,0,0,3,2,15,32,3.03,16,0,7,5,2,7,0.66,2,0,3,0,1,1,21,17,9,8,4,1,33.3,2,49,23.7,41,106,60,0,5,26,7,0,387,7,45,47.7,26,0,313,21,23,28,398,270,67.8,65,53,31.0,,3,7,,9,1.28,10,12,-2,-0.19,-0.27,13.8,16.1,-2.3,-0.22,-0.06,0,18,0,0,0,54,8,14,36.4,Big-5-European-Leagues,Big5,2017-2018
703,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,851,1086,78.4,24026,14184,151,155,97.4,397,405,98.0,299,522,57.3,0.0,1,5,0,0,0,817,269,0,119,27,0,0,0,0,0,599,70,417,121,803,1,0,136,2,17,3,0,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,100.0,0,0,0.0,1,0,0,0,0,1,1,3,1223,1021,0,100.0,1,0,650,0,0,0,596,595,99.8,0,90,100.0,,38,0,,0,1.68,56,42,+14,+0.37,,54.2,39.4,+14.8,+0.39,,0,0,0,0,1,172,0,0,,Big-5-European-Leagues,Big5,2017-2018
704,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,28,20,1794,19.9,2,1,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,1.2,1.2,1.2,2.4,0.06,0.06,0.12,0.06,0.12,Matches,23,6,26.1,1.15,0.30,0.09,0.33,21.5,0,0.05,+0.8,+0.8,479,650,73.7,8041,2311,260,312,83.3,169,225,75.1,42,81,51.9,-0.2,12,35,17,0,57,640,10,1,142,15,3,0,0,0,0,449,121,80,96,483,48,6,7,5,23,19,34,35,1.76,21,0,8,3,1,5,0.25,2,0,3,0,0,0,32,22,14,14,4,9,47.4,10,94,26.4,112,179,65,0,31,46,38,0,889,54,31,66.0,38,1,617,8,44,23,656,547,83.4,76,64,52.5,,13,8,,5,1.14,24,27,-3,-0.15,+0.35,20.2,26.2,-6.0,-0.30,+0.29,0,17,0,0,0,196,18,31,36.7,Big-5-European-Leagues,Big5,2017-2018
705,DÃ³ria,br BRA,DF,Marseille,fr Ligue 1,22,1994,3,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,27,81.5,469,179,9,10,90.0,10,13,76.9,3,3,100.0,0.0,0,2,0,0,1,27,0,0,7,1,0,0,0,0,0,20,2,5,20,3,4,0,0,0,1,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0.0,2,0,0.0,3,2,1,0,2,2,1,0,35,3,0,,0,0,15,0,1,0,19,16,84.2,1,26,2.3,,0,2,,3,1.33,0,5,-5,-5.84,-6.87,0.5,2.6,-2.1,-2.51,-3.35,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2017-2018
706,Niklas Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.7,0.7,0.0,0.8,0.73,0.03,0.76,0.73,0.76,Matches,1,1,100.0,1.00,1.00,1.00,1.00,9.0,0,0.73,+0.3,+0.3,30,37,81.1,495,91,15,18,83.3,13,16,81.3,2,3,66.7,0.0,1,1,1,0,2,36,1,0,5,0,0,0,0,0,0,31,4,2,2,33,1,1,0,0,0,2,1,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,2,0,0,0.0,1,3,33.3,3,2,4,0,1,2,0,0,45,0,1,66.7,2,0,37,0,0,3,40,35,87.5,6,90,2.9,,1,0,,2,3.00,4,1,+3,+3.00,+1.15,2.2,1.3,+0.9,+0.90,-0.41,0,2,0,0,0,6,0,1,0.0,Big-5-European-Leagues,Big5,2017-2018
707,Gabriel Dos Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,26,37,70.3,690,221,8,12,66.7,8,11,72.7,10,14,71.4,0.0,0,4,0,0,3,37,0,0,5,2,0,0,0,0,0,23,2,12,30,3,3,0,1,0,1,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0.0,1,2,100.0,1,1,0,0,0,1,1,0,43,5,0,,0,0,31,0,0,0,29,29,100.0,0,84,2.5,,0,1,,4,0.00,0,1,-1,-1.07,-0.37,0.0,2.1,-2.1,-2.21,-1.80,0,1,0,0,0,9,0,1,0.0,Big-5-European-Leagues,Big5,2017-2018
708,Mauro dos Santos,ar ARG,DF,LeganÃ©s,es La Liga,28,1989,14,10,986,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,1,1,100.0,0.09,0.09,0.00,0.00,7.8,0,0.07,-0.1,-0.1,236,328,72.0,5589,1995,64,81,79.0,105,138,76.1,65,103,63.1,0.0,0,23,2,0,17,325,3,0,57,8,2,0,0,0,0,180,33,115,56,220,45,0,1,0,8,2,7,1,0.09,1,0,0,0,0,0,0.00,0,0,0,0,0,0,16,13,11,5,0,6,54.5,5,31,37.3,52,29,2,0,5,25,40,0,406,64,4,100.0,1,0,230,0,2,2,203,199,98.0,0,70,28.8,,9,4,,13,1.43,10,9,+1,+0.09,+0.76,10.2,12.8,-2.5,-0.23,-0.08,0,10,0,0,0,113,8,5,61.5,Big-5-European-Leagues,Big5,2017-2018
709,Mathieu Dossevi,tg TOG,"FW,MF",Metz,fr Ligue 1,29,1988,30,30,2509,27.9,1,10,1,0,0,2,0,0.04,0.36,0.39,0.04,0.39,2.1,2.1,9.2,11.3,0.08,0.33,0.41,0.08,0.41,Matches,33,10,30.3,1.18,0.36,0.03,0.10,20.7,2,0.06,-1.1,-1.1,740,1111,66.6,13784,4319,319,401,79.6,281,392,71.7,121,241,50.2,+0.8,93,56,57,39,77,980,131,3,236,58,159,87,0,0,0,708,93,310,72,992,28,7,7,5,21,38,68,140,5.02,91,26,12,6,3,15,0.54,12,2,0,0,0,1,31,23,15,10,6,6,15.4,33,89,24.6,98,167,97,0,27,64,3,0,1480,15,78,53.4,71,7,1135,27,93,67,1240,1042,84.0,239,84,73.4,,22,0,,0,0.73,23,54,-31,-1.11,-0.03,28.8,47.0,-18.2,-0.65,+0.43,0,27,0,0,0,163,5,5,50.0,Big-5-European-Leagues,Big5,2017-2018
710,Abdoulaye DoucourÃ©,fr FRA,MF,Watford,eng Premier League,24,1993,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.6,3.6,2.6,6.2,0.10,0.07,0.17,0.10,0.17,Matches,47,17,36.2,1.27,0.46,0.15,0.41,20.0,0,0.08,+3.4,+3.4,1894,2259,83.8,35052,7922,785,904,86.8,872,975,89.4,213,299,71.2,+0.4,39,158,32,2,166,2204,55,3,381,64,24,0,0,0,0,1707,261,291,202,1907,103,2,6,6,26,64,49,81,2.19,69,0,6,1,2,4,0.11,3,0,0,0,0,1,91,57,35,44,12,24,30.8,54,213,27.2,256,402,124,1,49,158,81,2,2713,114,69,68.2,49,1,1786,6,35,49,1905,1725,90.6,103,90,97.2,,36,0,,0,1.11,44,63,-19,-0.51,+0.42,46.3,56.3,-9.9,-0.27,+0.36,0,44,0,1,0,555,64,61,51.2,Big-5-European-Leagues,Big5,2017-2018
711,Cheick DoukourÃ©,ci CIV,MF,Levante,es La Liga,24,1992,19,12,1021,11.3,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.3,1.7,0.12,0.03,0.15,0.12,0.15,Matches,21,1,4.8,1.85,0.09,0.05,1.00,17.6,0,0.06,-0.3,-0.3,258,315,81.9,4621,1072,110,138,79.7,117,135,86.7,27,34,79.4,-0.3,4,29,1,0,22,313,2,0,72,4,2,0,0,0,0,240,26,49,38,245,25,1,0,0,6,8,7,9,0.79,9,0,0,0,0,1,0.09,1,0,0,0,0,0,23,18,12,11,0,6,27.3,16,72,18.1,120,234,43,0,15,35,5,1,422,13,17,75.0,7,0,284,0,15,9,283,238,84.1,30,54,29.9,,6,7,,2,0.89,9,23,-14,-1.23,-1.23,11.7,17.8,-6.1,-0.54,-0.09,0,34,0,0,0,102,8,8,50.0,Big-5-European-Leagues,Big5,2017-2018
